prime_set,prime_set_size,rule_count,support_count,status,modulus,target_residues,covered_residues,coverage_ratio,uncovered_examples,rules
17;29;53;59,4,7,96785,too_large,2176392,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=119,a=4,b=472"
19;23;29,3,8,96645,too_large,304152,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152"
3;23;53;59,4,10,96563,too_large,1726104,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=71,a=72,b=212 | d=119,a=4,b=472"
23;29;53,3,9,96472,too_large,848424,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53"
17;31;41,3,7,96427,too_large,518568,,,,,"d=11,a=3,b=41 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
19;41;53,3,6,96423,too_large,990888,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=39,a=4,b=152"
5;17;29;53,4,9,96393,too_large,627096,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=39,a=40,b=116 | d=39,a=50,b=106"
3;17;41;59,4,6,96380,too_large,986952,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=11,a=17,b=27 | d=119,a=4,b=472"
5;19;29;53,4,9,96014,too_large,700872,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=39,a=40,b=116 | d=39,a=50,b=106"
19;23;59,3,8,95991,too_large,618792,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=119,a=4,b=472"
23;53;59,3,9,95818,too_large,1726104,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=119,a=4,b=472"
3;5;31;37,4,13,95649,too_large,412920,,,,,"d=19,a=2,b=74 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=23,a=18,b=74 | d=95,a=8,b=372 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=59,a=50,b=186"
17;31;37,3,7,95339,too_large,467976,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
19;37;53,3,6,95335,too_large,894216,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=39,a=4,b=152"
17;19;29;53,4,7,95242,too_large,700872,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=4,b=152"
3;17;23;29,4,9,94962,too_large,272136,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=11,a=17,b=27 | d=47,a=72,b=116"
17;19;53;59,4,7,94588,too_large,1425912,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=119,a=4,b=472"
5;37;41,3,7,94522,too_large,910200,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=79,a=20,b=296 | d=71,a=120,b=164 | d=31,a=50,b=74"
3;17;41;53,4,7,94475,too_large,886584,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=71,a=72,b=212"
19;23;53,3,9,94275,too_large,555864,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=19,a=23,b=53"
3;5;29;41,4,8,94144,too_large,428040,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=47,a=72,b=116 | d=71,a=120,b=164 | d=39,a=40,b=116"
17;23;31,3,10,93896,too_large,290904,,,,,"d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=27,a=46,b=62"
3;17;19;23,4,10,93840,too_large,1604664,,,,,"d=11,a=6,b=38 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=47,a=36,b=152 | d=23,a=38,b=54"
3;17;23;59,4,8,93298,too_large,553656,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=11,a=17,b=27 | d=119,a=4,b=472"
5;17;31;59,4,10,92904,too_large,746232,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=119,a=4,b=472 | d=59,a=50,b=186"
5;29;37,3,8,92860,too_large,643800,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=40,b=116"
5;19;31;59,4,10,92525,too_large,834024,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=119,a=4,b=472 | d=59,a=50,b=186"
3;17;23;53,4,10,92327,too_large,497352,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=19,a=23,b=53 | d=71,a=72,b=212"
17;29;41,3,5,92119,too_large,485112,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=47,a=24,b=164"
5;31;53;59,4,11,91923,too_large,2326488,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=119,a=4,b=472 | d=59,a=50,b=186 | d=39,a=50,b=106"
3;31;43,3,10,91605,too_large,287928,,,,,"d=11,a=1,b=43 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=71,a=36,b=248 | d=35,a=54,b=86 | d=95,a=36,b=344"
3;5;23;31,4,14,91573,too_large,256680,,,,,"d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=59,a=50,b=186 | d=27,a=46,b=62"
17;41;59,3,5,91465,too_large,986952,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=119,a=4,b=472"
5;17;19;31,4,10,91361,too_large,1201560,,,,,"d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=59,a=50,b=186"
17;29;37,3,5,91031,too_large,437784,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=31,a=8,b=116"
5;17;31;53,4,11,90759,too_large,670344,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=59,a=50,b=186 | d=39,a=50,b=106"
3;5;17;43,4,9,90454,too_large,789480,,,,,"d=11,a=1,b=43 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=39,a=20,b=136 | d=11,a=17,b=27 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=35,a=54,b=86 | d=95,a=36,b=344"
5;19;31;53,4,11,90380,too_large,749208,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=59,a=50,b=186 | d=39,a=50,b=106"
17;37;59,3,5,90377,too_large,890664,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=119,a=4,b=472"
5;23;31,3,12,90198,too_large,427800,,,,,"d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=95,a=8,b=372 | d=59,a=50,b=186 | d=27,a=46,b=62"
17;19;41,3,5,89922,too_large,317832,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=39,a=4,b=152"
17;23;29,3,7,89037,too_large,272136,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276"
3;5;31;41,4,11,88875,too_large,457560,,,,,"d=11,a=3,b=41 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=71,a=120,b=164 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=59,a=50,b=186"
3;19;29;31,4,12,88846,too_large,409944,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116 | d=71,a=36,b=248"
17;19;37,3,5,88834,too_large,286824,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=39,a=4,b=152"
17;41;53,3,5,88815,too_large,886584,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=55,a=8,b=212"
17;23;59,3,7,88383,too_large,553656,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=119,a=4,b=472"
3;29;31;59,4,10,88304,too_large,1272984,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=47,a=72,b=116 | d=71,a=36,b=248 | d=119,a=4,b=472"
3;5;29;31,4,13,88223,too_large,323640,,,,,"d=15,a=2,b=58 | d=11,a=15,b=29 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=47,a=72,b=116 | d=71,a=36,b=248 | d=39,a=40,b=116 | d=71,a=5,b=279 | d=59,a=50,b=186"
17;37;53,3,5,87727,too_large,800088,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=55,a=8,b=212"
3;29;43,3,8,87578,too_large,269352,,,,,"d=11,a=1,b=43 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=87,a=4,b=344 | d=47,a=72,b=116 | d=35,a=54,b=86 | d=95,a=36,b=344"
5;31;41,3,9,87500,too_large,762600,,,,,"d=11,a=3,b=41 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=71,a=120,b=164 | d=59,a=50,b=186"
5;31;37,3,10,87226,too_large,688200,,,,,"d=19,a=2,b=74 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=59,a=50,b=186"
3;19;31;59,4,11,87182,too_large,834024,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=36,b=248 | d=119,a=4,b=472"
17;23;53,3,8,86667,too_large,497352,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53"
29;31;59,3,8,86565,too_large,1272984,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=119,a=4,b=472"
3;29;31;53,4,11,86399,too_large,1143528,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=47,a=72,b=116 | d=71,a=72,b=212 | d=71,a=36,b=248"
3;43;59,3,7,85914,too_large,547992,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=6,b=86 | d=87,a=4,b=344 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=119,a=4,b=472"
3;5;43;59,4,7,85914,too_large,547992,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=6,b=86 | d=87,a=4,b=344 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=119,a=4,b=472"
5;29;31,3,10,85838,too_large,539400,,,,,"d=15,a=2,b=58 | d=11,a=15,b=29 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=39,a=40,b=116 | d=59,a=50,b=186"
3;19;31;53,4,12,85277,too_large,749208,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=72,b=212 | d=71,a=36,b=248"
19;29;31,3,8,85022,too_large,409944,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372"
3;5;17;37,4,8,84906,too_large,679320,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=39,a=20,b=136 | d=23,a=18,b=74 | d=11,a=17,b=27 | d=79,a=20,b=296 | d=31,a=50,b=74"
3;31;53;59,4,10,84735,too_large,2326488,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=71,a=72,b=212 | d=71,a=36,b=248 | d=119,a=4,b=472"
3;5;43;53,4,9,84514,too_large,492264,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=71,a=72,b=212 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=39,a=50,b=106"
19;31;59,3,8,84368,too_large,834024,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=119,a=4,b=472"
3;17;29;31,4,10,84068,too_large,366792,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=47,a=72,b=116 | d=71,a=36,b=248"
3;43;53,3,8,84009,too_large,492264,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=71,a=72,b=212 | d=35,a=54,b=86 | d=95,a=36,b=344"
29;31;53,3,8,83915,too_large,1143528,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372"
31;53;59,3,8,83261,too_large,2326488,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=119,a=4,b=472"
3;19;29;59,4,9,83155,too_large,780216,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116 | d=119,a=4,b=472"
3;17;19;31,4,11,82946,too_large,2162808,,,,,"d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=36,b=248"
5;43;53,3,6,82535,too_large,1367400,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=39,a=50,b=106"
3;17;31;59,4,9,82404,too_large,746232,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=119,a=4,b=472"
19;31;53,3,8,81718,too_large,749208,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372"
3;5;19;37,4,9,81697,too_large,759240,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=79,a=20,b=296 | d=31,a=50,b=74"
3;19;29;53,4,10,81250,too_large,700872,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116 | d=71,a=72,b=212"
3;5;37;59,4,7,81155,too_large,785880,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=119,a=4,b=472"
3;29;53;59,4,8,80708,too_large,2176392,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=47,a=72,b=116 | d=71,a=72,b=212 | d=119,a=4,b=472"
3;17;31;53,4,10,80499,too_large,670344,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=71,a=72,b=212 | d=71,a=36,b=248"
3;5;17;23,4,8,80279,too_large,422280,,,,,"d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=39,a=20,b=136 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=11,a=17,b=27"
19;29;59,3,6,80060,too_large,780216,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=119,a=4,b=472"
3;5;37;53,4,9,79755,too_large,705960,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=55,a=8,b=212 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=71,a=72,b=212 | d=39,a=50,b=106"
3;19;53;59,4,9,79586,too_large,1425912,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=72,b=212 | d=119,a=4,b=472"
29;53;59,3,6,78953,too_large,2176392,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=119,a=4,b=472"
3;17;19;29,4,9,78919,too_large,2023272,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116"
3;17;29;59,4,7,78377,too_large,698088,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=11,a=17,b=27 | d=47,a=72,b=116 | d=119,a=4,b=472"
5;17;19;59,4,6,78242,too_large,457368,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=20,b=136 | d=39,a=4,b=152 | d=119,a=4,b=472"
3;5;17;41,4,6,78132,too_large,752760,,,,,"d=11,a=3,b=41 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=39,a=20,b=136 | d=11,a=17,b=27 | d=71,a=120,b=164"
5;17;53;59,4,7,77640,too_large,1275816,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=119,a=4,b=472 | d=39,a=50,b=106"
3;5;17;29,4,8,77480,too_large,532440,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=39,a=20,b=136 | d=11,a=17,b=27 | d=47,a=72,b=116 | d=39,a=40,b=116"
17;29;31,3,7,77414,too_large,366792,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
19;29;53,3,6,77410,too_large,700872,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=4,b=152"
5;19;53;59,4,7,77261,too_large,1425912,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=119,a=4,b=472 | d=39,a=50,b=106"
3;17;19;59,4,8,77255,too_large,457368,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=119,a=4,b=472"
3;5;19;23,4,9,77070,too_large,471960,,,,,"d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54"
17;31;59,3,7,76760,too_large,746232,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=119,a=4,b=472"
19;53;59,3,6,76756,too_large,1425912,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=119,a=4,b=472"
3;17;29;53,4,8,76472,too_large,627096,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=47,a=72,b=116 | d=71,a=72,b=212"
5;17;19;53,4,7,76097,too_large,410856,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=39,a=50,b=106"
3;5;23;53,4,10,76062,too_large,438840,,,,,"d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=71,a=72,b=212 | d=39,a=50,b=106"
3;17;19;53,4,9,75350,too_large,410856,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=72,b=212"
5;23;53,3,9,75317,too_large,731400,,,,,"d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=39,a=50,b=106"
