focus_r,initial_remainders,empty_remainders_removed,fully_covered_remainders,partially_reduced_remainders,remaining_remainders,unknown_fullness,selected_rules,validation_failures,verdict
289,60963,0,1952,0,59011,60615,50,0,not proved yet
