n,d,a,b,x,y,z,verified,covered_by_divisor,n_mod_120,n_mod_840,n_mod_2520,n_mod_27720
107521,,,,,,,True,19,1,1,1681,24361
107545,,,,,,,True,5,25,25,1705,24385
107569,,,,,,,True,7,49,49,1729,24409
107593,,,,,,,True,17,73,73,1753,24433
107617,,,,,,,True,23,97,97,1777,24457
107641,55,8,212,26924,1449063142,54681628,True,,1,121,1801,24481
107665,,,,,,,True,5,25,145,1825,24505
107689,,,,,,,True,113,49,169,1849,24529
107713,7,8,20,26930,1450355545,580142218,True,,73,193,1873,24553
107737,,,,,,,True,7,97,217,1897,24577
107761,11,2,42,26943,5806809246,276514726,True,,1,241,1921,24601
107785,,,,,,,True,5,25,265,1945,24625
107809,,,,,,,True,13,49,289,1969,24649
107833,,,,,,,True,11,73,313,1993,24673
107857,3,2,10,26965,5816728010,1163345602,True,,97,337,2017,24697
107881,19,26,50,26975,447706150,232807198,True,,1,361,2041,24721
107905,,,,,,,True,5,25,385,2065,24745
107929,,,,,,,True,37,49,409,2089,24769
107953,,,,,,,True,41,73,433,2113,24793
107977,,,,,,,True,19,97,457,2137,24817
108001,,,,,,,True,17,1,481,2161,24841
108025,,,,,,,True,5,25,505,2185,24865
108049,,,,,,,True,167,49,529,2209,24889
108073,,,,,,,True,7,73,553,2233,24913
108097,,,,,,,True,11,97,577,2257,24937
108121,,,,,,,True,13,1,601,2281,24961
108145,,,,,,,True,5,25,625,2305,24985
108169,,,,,,,True,23,49,649,2329,25009
108193,3,1,11,27049,11706049828,1064186348,True,,73,673,2353,25033
108217,3,2,10,27055,5855621870,1171124374,True,,97,697,2377,25057
108241,,,,,,,True,7,1,721,2401,25081
108265,,,,,,,True,5,25,745,2425,25105
108289,11,6,38,27075,1954616450,308623650,True,,49,769,2449,25129
108313,,,,,,,True,89,73,793,2473,25153
108337,,,,,,,True,131,97,817,2497,25177
108361,,,,,,,True,11,1,1,1,25201
108385,,,,,,,True,5,25,25,25,25225
108409,,,,,,,True,7,49,49,49,25249
108433,,,,,,,True,13,73,73,73,25273
108457,3,1,11,27115,11763246220,1069386020,True,,97,97,97,25297
108481,,,,,,,True,83,1,121,121,25321
108505,,,,,,,True,5,25,145,145,25345
108529,47,32,156,27144,368238897,75536184,True,,49,169,169,25369
108553,7,5,23,27140,2356902736,512370160,True,,73,193,193,25393
108577,,,,,,,True,7,97,217,217,25417
108601,,,,,,,True,223,1,241,241,25441
108625,,,,,,,True,5,25,265,265,25465
108649,31,20,104,27170,590398666,113538205,True,,49,289,289,25489
108673,,,,,,,True,109,73,313,313,25513
108697,,,,,,,True,73,97,337,337,25537
108721,,,,,,,True,23,1,361,361,25561
108745,,,,,,,True,5,25,385,385,25585
108769,11,2,42,27195,5915945910,281711710,True,,49,409,409,25609
108793,7,8,20,27200,1479584800,591833920,True,,73,433,433,25633
108817,,,,,,,True,17,97,457,457,25657
108841,,,,,,,True,31,1,481,481,25681
108865,,,,,,,True,5,25,505,505,25705
108889,,,,,,,True,11,49,529,529,25729
108913,,,,,,,True,7,73,553,553,25753
108937,,,,,,,True,41,97,577,577,25777
108961,15,4,56,27244,2968533484,212038106,True,,1,601,601,25801
108985,,,,,,,True,5,25,625,625,25825
109009,,,,,,,True,67,49,649,649,25849
109033,,,,,,,True,107,73,673,673,25873
109057,,,,,,,True,13,97,697,697,25897
109081,,,,,,,True,7,1,721,721,25921
109105,,,,,,,True,5,25,745,745,25945
109129,,,,,,,True,61,49,769,769,25969
109153,,,,,,,True,11,73,793,793,25993
109177,,,,,,,True,43,97,817,817,26017
109201,7,11,17,27302,1084147528,701507224,True,,1,1,841,26041
109225,,,,,,,True,5,25,25,865,26065
109249,,,,,,,True,7,49,49,889,26089
109273,,,,,,,True,23,73,73,913,26113
109297,3,2,10,27325,5973081050,1194616210,True,,97,97,937,26137
109321,19,5,71,27335,2390631628,168354340,True,,1,121,961,26161
109345,,,,,,,True,5,25,145,985,26185
109369,,,,,,,True,13,49,169,1009,26209
109393,,,,,,,True,139,73,193,1033,26233
109417,,,,,,,True,7,97,217,1057,26257
109441,11,2,42,27363,5989268166,285203246,True,,1,241,1081,26281
109465,,,,,,,True,5,25,265,1105,26305
109489,,,,,,,True,103,49,289,1129,26329
109513,,,,,,,True,97,73,313,1153,26353
109537,3,2,10,27385,5999341490,1199868298,True,,97,337,1177,26377
109561,,,,,,,True,331,1,361,1201,26401
109585,,,,,,,True,5,25,385,1225,26425
109609,7,2,26,27404,6007450072,462111544,True,,49,409,1249,26449
109633,,,,,,,True,17,73,433,1273,26473
109657,,,,,,,True,53,97,457,1297,26497
109681,,,,,,,True,11,1,481,1321,26521
109705,,,,,,,True,5,25,505,1345,26545
109729,,,,,,,True,197,49,529,1369,26569
109753,,,,,,,True,7,73,553,1393,26593
109777,,,,,,,True,151,97,577,1417,26617
109801,,,,,,,True,19,1,601,1441,26641
109825,,,,,,,True,5,25,625,1465,26665
109849,23,8,84,27468,1508666166,143682492,True,,49,649,1489,26689
109873,7,8,20,27470,1509105655,603642262,True,,73,673,1513,26713
109897,3,2,10,27475,6038840150,1207768030,True,,97,697,1537,26737
109921,,,,,,,True,7,1,721,1561,26761
109945,,,,,,,True,5,25,745,1585,26785
109969,,,,,,,True,277,49,769,1609,26809
109993,,,,,,,True,13,73,793,1633,26833
110017,3,2,10,27505,6052035170,1210407034,True,,97,817,1657,26857
110041,,,,,,,True,17,1,1,1681,26881
110065,,,,,,,True,5,25,25,1705,26905
110089,,,,,,,True,7,49,49,1729,26929
110113,,,,,,,True,29,73,73,1753,26953
110137,,,,,,,True,241,97,97,1777,26977
110161,15,16,44,27544,758568646,275843144,True,,1,121,1801,27001
110185,,,,,,,True,5,25,145,1825,27025
110209,,,,,,,True,11,49,169,1849,27049
110233,7,2,26,27560,6076042960,467387920,True,,73,193,1873,27073
110257,,,,,,,True,7,97,217,1897,27097
110281,11,2,42,27573,6081556026,289597906,True,,1,241,1921,27121
110305,,,,,,,True,5,25,265,1945,27145
110329,,,,,,,True,31,49,289,1969,27169
110353,,,,,,,True,211,73,313,1993,27193
110377,,,,,,,True,23,97,337,2017,27217
110401,,,,,,,True,113,1,361,2041,27241
110425,,,,,,,True,5,25,385,2065,27265
110449,,,,,,,True,17,49,409,2089,27289
110473,,,,,,,True,11,73,433,2113,27313
110497,,,,,,,True,47,97,457,2137,27337
110521,,,,,,,True,79,1,481,2161,27361
110545,,,,,,,True,5,25,505,2185,27385
110569,3,1,11,27643,12225835468,1111439588,True,,49,529,2209,27409
110593,,,,,,,True,7,73,553,2233,27433
110617,,,,,,,True,13,97,577,2257,27457
110641,15,4,56,27664,3060772624,218626616,True,,1,601,2281,27481
110665,,,,,,,True,5,25,625,2305,27505
110689,,,,,,,True,71,49,649,2329,27529
110713,,,,,,,True,19,73,673,2353,27553
110737,,,,,,,True,11,97,697,2377,27577
110761,,,,,,,True,7,1,721,2401,27601
110785,,,,,,,True,5,25,745,2425,27625
110809,,,,,,,True,29,49,769,2449,27649
110833,,,,,,,True,137,73,793,2473,27673
110857,,,,,,,True,17,97,817,2497,27697
110881,15,2,58,27724,6148129688,212004472,True,,1,1,1,1
110905,,,,,,,True,5,25,25,25,25
110929,,,,,,,True,7,49,49,49,49
110953,,,,,,,True,181,73,73,73,73
110977,3,2,10,27745,6158113730,1231622746,True,,97,97,97,97
111001,,,,,,,True,11,1,121,121,121
111025,,,,,,,True,5,25,145,145,145
111049,23,3,89,27768,4111478176,138589152,True,,49,169,169,169
111073,,,,,,,True,31,73,193,193,193
111097,,,,,,,True,7,97,217,217,217
111121,11,2,42,27783,6174549486,294026166,True,,1,241,241,241
111145,,,,,,,True,5,25,265,265,265
111169,,,,,,,True,19,49,289,289,289
111193,,,,,,,True,251,73,313,313,313
111217,3,2,10,27805,6184777370,1236955474,True,,97,337,337,337
111241,,,,,,,True,13,1,361,361,361
111265,,,,,,,True,5,25,385,385,385
111289,,,,,,,True,109,49,409,409,409
111313,,,,,,,True,157,73,433,433,433
111337,3,2,10,27835,6198130790,1239626158,True,,97,457,457,457
111361,,,,,,,True,193,1,481,481,481
111385,,,,,,,True,5,25,505,505,505
111409,47,16,172,27864,776075094,72193032,True,,49,529,529,529
111433,,,,,,,True,7,73,553,553,553
111457,,,,,,,True,227,97,577,577,577
111481,,,,,,,True,23,1,601,601,601
111505,,,,,,,True,5,25,625,625,625
111529,,,,,,,True,11,49,649,649,649
111553,,,,,,,True,13,73,673,673,673
111577,3,2,10,27895,6224880830,1244976166,True,,97,697,697,697
111601,,,,,,,True,7,1,721,721,721
111625,,,,,,,True,5,25,745,745,745
111649,,,,,,,True,311,49,769,769,769
111673,,,,,,,True,17,73,793,793,793
111697,3,2,10,27925,6238277450,1247655490,True,,97,817,817,817
111721,19,2,74,27935,6241852270,168698710,True,,1,1,841,841
111745,,,,,,,True,5,25,25,865,865
111769,,,,,,,True,7,49,49,889,889
111793,,,,,,,True,11,73,73,913,913
111817,,,,,,,True,31,97,97,937,937
111841,,,,,,,True,97,1,121,961,961
111865,,,,,,,True,5,25,145,985,985
111889,,,,,,,True,41,49,169,1009,1009
111913,7,8,20,27980,1565662870,626265148,True,,73,193,1033,1033
111937,,,,,,,True,7,97,217,1057,1057
111961,,,,,,,True,103,1,241,1081,1081
111985,,,,,,,True,5,25,265,1105,1105
112009,,,,,,,True,101,49,289,1129,1129
112033,,,,,,,True,23,73,313,1153,1153
112057,,,,,,,True,11,97,337,1177,1177
112081,,,,,,,True,17,1,361,1201,1201
112105,,,,,,,True,5,25,385,1225,1225
112129,11,2,42,28035,6287073030,299384430,True,,49,409,1249,1249
112153,3,1,11,28039,12578631868,1143511988,True,,73,433,1273,1273
112177,,,,,,,True,13,97,457,1297,1297
112201,,,,,,,True,29,1,481,1321,1321
112225,,,,,,,True,5,25,505,1345,1345
112249,71,24,260,28080,525325320,48491568,True,,49,529,1369,1369
112273,,,,,,,True,7,73,553,1393,1393
112297,3,2,10,28075,6305476550,1261095310,True,,97,577,1417,1417
112321,,,,,,,True,11,1,601,1441,1441
112345,,,,,,,True,5,25,625,1465,1465
112369,,,,,,,True,37,49,649,1489,1489
112393,,,,,,,True,71,73,673,1513,1513
112417,,,,,,,True,79,97,697,1537,1537
112441,,,,,,,True,7,1,721,1561,1561
112465,,,,,,,True,5,25,745,1585,1585
112489,,,,,,,True,13,49,769,1609,1609
112513,,,,,,,True,59,73,793,1633,1633
112537,,,,,,,True,19,97,817,1657,1657
112561,,,,,,,True,31,1,1,1681,1681
112585,,,,,,,True,5,25,25,1705,1705
112609,,,,,,,True,7,49,49,1729,1729
112633,,,,,,,True,163,73,73,1753,1753
112657,3,2,10,28165,6345968810,1269193762,True,,97,97,1777,1777
112681,,,,,,,True,281,1,121,1801,1801
112705,,,,,,,True,5,25,145,1825,1825
112729,,,,,,,True,139,49,169,1849,1849
112753,,,,,,,True,47,73,193,1873,1873
112777,,,,,,,True,7,97,217,1897,1897
112801,,,,,,,True,13,1,241,1921,1921
112825,,,,,,,True,5,25,265,1945,1945
112849,,,,,,,True,11,49,289,1969,1969
112873,,,,,,,True,41,73,313,1993,1993
112897,,,,,,,True,17,97,337,2017,2017
112921,119,5,471,28260,2552917968,27101040,True,,1,361,2041,2041
112945,,,,,,,True,5,25,385,2065,2065
112969,,,,,,,True,173,49,409,2089,2089
112993,,,,,,,True,19,73,433,2113,2113
113017,3,2,10,28255,6386590670,1277318134,True,,97,457,2137,2137
113041,7,2,26,28262,6389529484,491502268,True,,1,481,2161,2161
113065,,,,,,,True,5,25,505,2185,2185
113089,11,5,39,28275,2558073180,327958100,True,,49,529,2209,2209
113113,,,,,,,True,7,73,553,2233,2233
113137,,,,,,,True,23,97,577,2257,2257
113161,15,4,56,28294,3201777334,228698381,True,,1,601,2281,2281
113185,,,,,,,True,5,25,625,2305,2305
113209,3,1,11,28303,12816617308,1165147028,True,,49,649,2329,2329
113233,7,8,20,28310,1602813115,641125246,True,,73,673,2353,2353
113257,,,,,,,True,37,97,697,2377,2377
113281,,,,,,,True,7,1,721,2401,2401
113305,,,,,,,True,5,25,745,2425,2425
113329,15,4,56,28336,3211290544,229377896,True,,49,769,2449,2449
113353,,,,,,,True,263,73,793,2473,2473
113377,,,,,,,True,11,97,817,2497,2497
113401,,,,,,,True,151,1,1,1,2521
113425,,,,,,,True,5,25,25,25,2545
113449,,,,,,,True,7,49,49,49,2569
113473,,,,,,,True,53,73,73,73,2593
113497,3,2,10,28375,6440954750,1288190950,True,,97,97,97,2617
113521,,,,,,,True,61,1,121,121,2641
113545,,,,,,,True,5,25,145,145,2665
113569,,,,,,,True,337,49,169,169,2689
113593,,,,,,,True,29,73,193,193,2713
113617,,,,,,,True,7,97,217,217,2737
113641,,,,,,,True,11,1,241,241,2761
113665,,,,,,,True,5,25,265,265,2785
113689,,,,,,,True,23,49,289,289,2809
113713,,,,,,,True,17,73,313,313,2833
113737,,,,,,,True,13,97,337,337,2857
113761,11,6,38,28443,2157136082,340600434,True,,1,361,361,2881
113785,,,,,,,True,5,25,385,385,2905
113809,11,2,42,28455,6476870190,308422390,True,,49,409,409,2929
113833,,,,,,,True,67,73,433,433,2953
113857,,,,,,,True,41,97,457,457,2977
113881,,,,,,,True,47,1,481,481,3001
113905,,,,,,,True,5,25,505,505,3025
113929,,,,,,,True,59,49,529,529,3049
113953,,,,,,,True,7,73,553,553,3073
113977,,,,,,,True,293,97,577,577,3097
114001,3,1,11,28501,12996570004,1181506364,True,,1,601,601,3121
114025,,,,,,,True,5,25,625,625,3145
114049,,,,,,,True,13,49,649,649,3169
114073,7,5,23,28520,2602689568,565802080,True,,73,673,673,3193
114097,,,,,,,True,71,97,697,697,3217
114121,,,,,,,True,7,1,721,721,3241
114145,,,,,,,True,5,25,745,745,3265
114169,,,,,,,True,11,49,769,769,3289
114193,7,8,20,28550,1630105075,652042030,True,,73,793,793,3313
114217,3,2,10,28555,6522932870,1304586574,True,,97,817,817,3337
114241,,,,,,,True,23,1,1,841,3361
114265,,,,,,,True,5,25,25,865,3385
114289,,,,,,,True,7,49,49,889,3409
114313,,,,,,,True,79,73,73,913,3433
114337,,,,,,,True,43,97,97,937,3457
114361,,,,,,,True,13,1,121,961,3481
114385,,,,,,,True,5,25,145,985,3505
114409,,,,,,,True,191,49,169,1009,3529
114433,,,,,,,True,11,73,193,1033,3553
114457,,,,,,,True,7,97,217,1057,3577
114481,,,,,,,True,239,1,241,1081,3601
114505,,,,,,,True,5,25,265,1105,3625
114529,,,,,,,True,17,49,289,1129,3649
114553,7,8,20,28640,1640398960,656159584,True,,73,313,1153,3673
114577,3,2,10,28645,6564116330,1312823266,True,,97,337,1177,3697
114601,7,2,26,28652,6567095704,505161208,True,,1,361,1201,3721
114625,,,,,,,True,5,25,385,1225,3745
114649,11,2,42,28665,6572827170,312991770,True,,49,409,1249,3769
114673,,,,,,,True,13,73,433,1273,3793
114697,,,,,,,True,11,97,457,1297,3817
114721,,,,,,,True,89,1,481,1321,3841
114745,,,,,,,True,5,25,505,1345,3865
114769,47,4,184,28704,3294329376,71615856,True,,49,529,1369,3889
114793,,,,,,,True,7,73,553,1393,3913
114817,,,,,,,True,19,97,577,1417,3937
114841,,,,,,,True,41,1,601,1441,3961
114865,,,,,,,True,5,25,625,1465,3985
114889,23,8,84,28728,1650265596,157168152,True,,49,649,1489,4009
114913,7,2,26,28730,6602900980,507915460,True,,73,673,1513,4033
114937,,,,,,,True,17,97,697,1537,4057
114961,,,,,,,True,7,1,721,1561,4081
114985,,,,,,,True,5,25,745,1585,4105
115009,,,,,,,True,47,49,769,1609,4129
115033,,,,,,,True,37,73,793,1633,4153
115057,3,1,11,28765,13238458420,1203496220,True,,97,817,1657,4177
115081,,,,,,,True,157,1,1,1681,4201
115105,,,,,,,True,5,25,25,1705,4225
115129,,,,,,,True,7,49,49,1729,4249
115153,7,8,20,28790,1657627435,663050974,True,,73,73,1753,4273
115177,,,,,,,True,149,97,97,1777,4297
115201,59,10,226,28815,1327806726,58752510,True,,1,121,1801,4321
115225,,,,,,,True,5,25,145,1825,4345
115249,11,10,34,28815,1328359974,390694110,True,,49,169,1849,4369
115273,,,,,,,True,19,73,193,1873,4393
115297,,,,,,,True,7,97,217,1897,4417
115321,3,1,11,28831,13299279004,1209025364,True,,1,241,1921,4441
115345,,,,,,,True,5,25,265,1945,4465
115369,,,,,,,True,43,49,289,1969,4489
115393,,,,,,,True,257,73,313,1993,4513
115417,,,,,,,True,211,97,337,2017,4537
115441,,,,,,,True,67,1,361,2041,4561
115465,,,,,,,True,5,25,385,2065,4585
115489,,,,,,,True,11,49,409,2089,4609
115513,7,8,20,28880,1668007720,667203088,True,,73,433,2113,4633
115537,,,,,,,True,31,97,457,2137,4657
115561,23,6,86,28896,2226167104,155313984,True,,1,481,2161,4681
115585,,,,,,,True,5,25,505,2185,4705
115609,,,,,,,True,13,49,529,2209,4729
115633,,,,,,,True,7,73,553,2233,4753
115657,3,2,10,28915,6688444310,1337688862,True,,97,577,2257,4777
115681,,,,,,,True,29,1,601,2281,4801
115705,,,,,,,True,5,25,625,2305,4825
115729,,,,,,,True,19,49,649,2329,4849
115753,,,,,,,True,11,73,673,2353,4873
115777,3,2,10,28945,6702330530,1340466106,True,,97,697,2377,4897
115801,,,,,,,True,7,1,721,2401,4921
115825,,,,,,,True,5,25,745,2425,4945
115849,3,1,11,28963,13421338348,1220121668,True,,49,769,2449,4969
115873,7,8,20,28970,1678420405,671368162,True,,73,793,2473,4993
115897,,,,,,,True,23,97,817,2497,5017
115921,,,,,,,True,13,1,1,1,5041
115945,,,,,,,True,5,25,25,25,5065
115969,,,,,,,True,7,49,49,49,5089
115993,,,,,,,True,193,73,73,73,5113
116017,,,,,,,True,11,97,97,97,5137
116041,11,6,38,29013,2244465022,354389214,True,,1,121,121,5161
116065,,,,,,,True,5,25,145,145,5185
116089,11,1,43,29025,13477932900,313440300,True,,49,169,169,5209
116113,3,1,11,29029,13482577108,1225688828,True,,73,193,193,5233
116137,,,,,,,True,7,97,217,217,5257
116161,,,,,,,True,17,1,241,241,5281
116185,,,,,,,True,5,25,265,265,5305
116209,,,,,,,True,79,49,289,289,5329
116233,,,,,,,True,13,73,313,313,5353
116257,3,2,10,29065,6758019410,1351603882,True,,97,337,337,5377
116281,,,,,,,True,11,1,361,361,5401
116305,,,,,,,True,5,25,385,385,5425
116329,11,2,42,29085,6766857930,322231330,True,,49,409,409,5449
116353,,,,,,,True,307,73,433,433,5473
116377,,,,,,,True,29,97,457,457,5497
116401,,,,,,,True,43,1,481,481,5521
116425,,,,,,,True,5,25,505,505,5545
116449,,,,,,,True,23,49,529,529,5569
116473,,,,,,,True,7,73,553,553,5593
116497,,,,,,,True,97,97,577,577,5617
116521,,,,,,,True,109,1,601,601,5641
116545,,,,,,,True,5,25,625,625,5665
116569,,,,,,,True,17,49,649,649,5689
116593,7,8,20,29150,1699342975,679737190,True,,73,673,673,5713
116617,,,,,,,True,277,97,697,697,5737
116641,,,,,,,True,7,1,721,721,5761
116665,,,,,,,True,5,25,745,745,5785
116689,15,4,56,29176,3404518264,243179876,True,,49,769,769,5809
116713,,,,,,,True,127,73,793,793,5833
116737,,,,,,,True,107,97,817,817,5857
116761,,,,,,,True,59,1,1,841,5881
116785,,,,,,,True,5,25,25,865,5905
116809,,,,,,,True,7,49,49,889,5929
116833,7,5,23,29210,2730153544,593511640,True,,73,73,913,5953
116857,,,,,,,True,13,97,97,937,5977
116881,15,8,52,29224,1707865172,262748488,True,,1,121,961,6001
116905,,,,,,,True,5,25,145,985,6025
116929,23,4,88,29238,3418770102,155398641,True,,49,169,1009,6049
116953,7,8,20,29240,1709852860,683941144,True,,73,193,1033,6073
116977,,,,,,,True,7,97,217,1057,6097
117001,,,,,,,True,23,1,241,1081,6121
117025,,,,,,,True,5,25,265,1105,6145
117049,,,,,,,True,67,49,289,1129,6169
117073,,,,,,,True,11,73,313,1153,6193
117097,,,,,,,True,19,97,337,1177,6217
117121,,,,,,,True,173,1,361,1201,6241
117145,,,,,,,True,5,25,385,1225,6265
117169,,,,,,,True,13,49,409,1249,6289
117193,7,8,20,29300,1716877450,686750980,True,,73,433,1273,6313
117217,,,,,,,True,251,97,457,1297,6337
117241,19,11,65,29315,1249789060,211502764,True,,1,481,1321,6361
117265,,,,,,,True,5,25,505,1345,6385
117289,,,,,,,True,53,49,529,1369,6409
117313,,,,,,,True,7,73,553,1393,6433
117337,,,,,,,True,11,97,577,1417,6457
117361,15,4,56,29344,3443841184,245988656,True,,1,601,1441,6481
117385,,,,,,,True,5,25,625,1465,6505
117409,,,,,,,True,137,49,649,1489,6529
117433,,,,,,,True,43,73,673,1513,6553
117457,,,,,,,True,73,97,697,1537,6577
117481,,,,,,,True,7,1,721,1561,6601
117505,,,,,,,True,5,25,745,1585,6625
117529,15,4,56,29386,3453707194,246693371,True,,49,769,1609,6649
117553,,,,,,,True,19,73,793,1633,6673
117577,3,2,10,29395,6912351830,1382470366,True,,97,817,1657,6697
117601,,,,,,,True,11,1,1,1681,6721
117625,,,,,,,True,5,25,25,1705,6745
117649,,,,,,,True,7,49,49,1729,6769
117673,7,8,20,29420,1730969830,692387932,True,,73,73,1753,6793
117697,,,,,,,True,37,97,97,1777,6817
117721,7,2,26,29432,6929528944,533040688,True,,1,121,1801,6841
117745,,,,,,,True,5,25,145,1825,6865
117769,,,,,,,True,29,49,169,1849,6889
117793,,,,,,,True,13,73,193,1873,6913
117817,,,,,,,True,7,97,217,1897,6937
117841,11,2,42,29463,6943898766,330661846,True,,1,241,1921,6961
117865,,,,,,,True,5,25,265,1945,6985
117889,23,24,68,29478,579188657,204419526,True,,49,289,1969,7009
117913,,,,,,,True,61,73,313,1993,7033
117937,3,2,10,29485,6954744890,1390948978,True,,97,337,2017,7057
117961,,,,,,,True,179,1,361,2041,7081
117985,,,,,,,True,5,25,385,2065,7105
118009,,,,,,,True,19,49,409,2089,7129
118033,7,2,26,29510,6966307660,535869820,True,,73,433,2113,7153
118057,3,2,10,29515,6968904710,1393780942,True,,97,457,2137,7177
118081,15,16,44,29524,871555861,316929404,True,,1,481,2161,7201
118105,,,,,,,True,5,25,505,2185,7225
118129,,,,,,,True,11,49,529,2209,7249
118153,,,,,,,True,7,73,553,2233,7273
118177,,,,,,,True,59,97,577,2257,7297
118201,,,,,,,True,17,1,601,2281,7321
118225,,,,,,,True,5,25,625,2305,7345
118249,23,4,88,29568,3496386432,158926656,True,,49,649,2329,7369
118273,7,8,20,29570,1748666305,699466522,True,,73,673,2353,7393
118297,3,2,10,29575,6997267550,1399453510,True,,97,697,2377,7417
118321,,,,,,,True,7,1,721,2401,7441
118345,,,,,,,True,5,25,745,2425,7465
118369,15,4,56,29596,3503248924,250232066,True,,49,769,2449,7489
