focus_r,initial_remainders,empty_remainders_removed,fully_covered_remainders,partially_reduced_remainders,remaining_remainders,unknown_fullness,selected_rules,validation_failures,verdict
361,60447,0,4064,0,56383,59270,50,0,not proved yet
