focus_r,d,a,b,missing_prime,count,avg_lift_ratio,example_residues
361,743,804,2168,67,1,18157,5385220201
361,743,804,2168,271,1,18157,5385220201
361,679,752,1964,47,1,23077,50136166441
361,679,752,1964,491,1,23077,50136166441
361,339,466,890,89,1,20737,88642794601
361,339,466,890,233,1,20737,88642794601
361,563,34,2218,17,1,18853,135128273641
361,563,34,2218,1109,1,18853,135128273641
361,207,232,596,149,1,149,204683038921
361,123,158,334,167,1,167,218559301321
361,159,169,467,13,1,6071,226538152201
361,159,169,467,467,1,6071,226538152201
361,527,74,2034,3,1,12543,212835343081
361,527,74,2034,37,1,12543,212835343081
361,527,74,2034,113,1,12543,212835343081
361,211,386,458,193,1,44197,255157943401
361,211,386,458,229,1,44197,255157943401
361,415,482,1178,31,1,7471,250821611401
361,415,482,1178,241,1,7471,250821611401
361,199,71,725,5,1,355,296786730601
361,199,71,725,71,1,355,296786730601
361,135,31,509,31,1,15779,351251060521
361,135,31,509,509,1,15779,351251060521
361,339,551,805,23,1,23,342404943241
361,255,287,733,41,1,30053,361311350761
361,255,287,733,733,1,30053,361311350761
361,339,38,1318,659,1,659,365994589321
361,179,314,402,67,1,10519,31923692161
361,179,314,402,157,1,10519,31923692161
361,451,38,1766,883,1,883,27587360161
361,539,1,2155,431,1,431,39555636481
361,807,349,2879,349,1,1004771,8288641
361,807,349,2879,2879,1,1004771,8288641
361,147,271,317,271,1,85907,75633918721
361,147,271,317,317,1,85907,75633918721
361,135,97,443,97,1,42971,503196253921
361,135,97,443,443,1,42971,503196253921
361,199,206,590,59,1,6077,111191841121
361,199,206,590,103,1,6077,111191841121
361,179,263,453,151,1,39713,528768601
361,179,263,453,263,1,39713,528768601
361,75,109,191,109,1,20819,10762512121
361,75,109,191,191,1,20819,10762512121
361,167,69,599,23,1,13777,10242152281
361,167,69,599,599,1,13777,10242152281
361,407,27,1601,3,1,4803,2610207961
361,407,27,1601,1601,1,4803,2610207961
361,311,588,656,7,1,287,38515036921
361,311,588,656,41,1,287,38515036921
361,511,8,2036,509,1,509,22036975321
361,107,82,346,41,1,7093,44759355001
361,107,82,346,173,1,7093,44759355001
361,359,636,800,5,1,265,47881514041
361,359,636,800,53,1,265,47881514041
361,271,296,788,37,1,7289,72338426521
361,271,296,788,197,1,7289,72338426521
361,683,489,2243,163,1,365609,74246412601
361,683,489,2243,2243,1,365609,74246412601
361,167,131,537,131,1,23449,96621885721
361,167,131,537,179,1,23449,96621885721
361,91,113,251,113,1,28363,106335269401
361,91,113,251,251,1,28363,106335269401
361,131,123,401,41,1,16441,116395559641
361,131,123,401,401,1,16441,116395559641
361,95,59,321,107,1,6313,124547863801
361,199,128,668,2,1,668,154034921401
361,199,128,668,167,1,668,154034921401
361,171,238,446,223,1,223,157677440281
361,259,323,713,23,1,713,161840319001
361,259,323,713,31,1,713,161840319001
361,479,280,1636,409,1,409,159932332921
361,519,44,2032,127,1,127,162534132121
361,423,736,956,23,1,5497,174328955161
361,423,736,956,239,1,5497,174328955161
361,439,2,1754,877,1,877,183175072441
361,471,688,1196,23,1,23,202601839801
361,107,171,257,257,1,257,233476523641
361,839,736,2620,23,1,3013,238506668761
361,839,736,2620,131,1,3013,238506668761
361,311,432,812,3,1,87,311877406201
361,311,432,812,29,1,87,311877406201
361,227,47,861,41,1,1927,317601364441
361,227,47,861,47,1,1927,317601364441
361,207,376,452,47,1,5311,336854678521
361,207,376,452,113,1,5311,336854678521
361,239,37,919,37,1,34003,343619356441
361,239,37,919,919,1,34003,343619356441
361,183,304,428,107,1,107,360097418041
361,335,19,1321,1321,1,1321,353679646681
361,147,62,526,31,1,8153,365474469721
361,147,62,526,263,1,8153,365474469721
361,179,125,591,5,1,4925,377616199321
361,179,125,591,197,1,4925,377616199321
361,219,38,838,419,1,419,27067240561
361,239,444,512,2,1,592,28975226641
361,239,444,512,37,1,592,28975226641
361,447,382,1406,37,1,7067,36954077521
361,447,382,1406,191,1,7067,36954077521
361,131,47,477,3,1,7473,53085232561
361,131,47,477,47,1,7473,53085232561
361,131,47,477,53,1,7473,53085232561
361,143,268,304,67,1,67,62451709681
361,479,588,1328,7,1,581,77195238481
361,479,588,1328,83,1,581,77195238481
361,783,1504,1628,37,1,1739,108590282161
361,783,1504,1628,47,1,1739,108590282161
361,815,336,2924,17,1,731,122639997841
361,815,336,2924,43,1,731,122639997841
361,287,204,944,17,1,1003,678557760241
361,227,9,899,29,1,899,371892361201
361,227,9,899,31,1,899,371892361201
361,167,54,614,3,1,2763,606748102321
361,167,54,614,307,1,2763,606748102321
361,2735,2388,8552,199,1,212731,43545182041
361,2735,2388,8552,1069,1,212731,43545182041
361,167,99,569,3,1,1707,47708301001
361,167,202,466,101,1,23533,67308521641
361,167,202,466,233,1,23533,67308521641
361,183,34,698,349,1,349,33138225481
361,71,127,157,127,1,19939,581770950121
361,71,127,157,157,1,19939,581770950121
361,151,47,557,47,1,26179,258974396041
361,151,47,557,557,1,26179,258974396041
361,311,548,696,29,1,3973,404154791401
361,311,548,696,137,1,3973,404154791401
361,367,656,812,29,1,29,1743301921
361,143,34,538,269,1,269,51524393281
361,95,179,201,67,1,11993,83266343521
361,95,179,201,179,1,11993,83266343521
361,695,1193,1587,23,1,631097,101132031361
361,695,1193,1587,1193,1,631097,101132031361
361,311,212,1032,43,1,2279,173808955681
361,311,212,1032,53,1,2279,173808955681
361,279,100,1016,5,1,635,269728619521
361,279,100,1016,127,1,635,269728619521
361,211,302,542,151,1,40921,274585311361
361,211,302,542,271,1,40921,274585311361
361,899,266,3330,37,1,37,212662490401
361,1799,240,6956,37,1,1739,43718875561
361,1799,240,6956,47,1,1739,43718875561
361,119,37,439,37,1,16243,346394969281
361,119,37,439,439,1,16243,346394969281
361,339,70,1286,643,1,643,5212607761
361,395,6,1574,787,1,787,18395057041
361,255,173,847,11,1,1903,49963554001
361,255,173,847,173,1,1903,49963554001
361,135,58,482,29,1,6989,88990542001
361,95,71,309,71,1,7313,91592341201
361,95,71,309,103,1,7313,91592341201
361,255,296,724,37,1,6697,98010112561
361,255,296,724,181,1,6697,98010112561
361,143,226,346,113,1,19549,134955661201
361,143,226,346,173,1,19549,134955661201
361,135,212,328,41,1,2173,142067245681
361,135,212,328,53,1,2173,142067245681
361,179,306,410,3,1,123,160800199921
361,179,306,410,41,1,123,160800199921
529,119,134,342,19,1,3819,15856369
529,183,76,656,19,1,779,37117609
529,183,76,656,41,1,779,37117609
529,439,44,1712,107,1,107,28228729
529,63,68,184,1,1,1,47808289
529,183,268,464,29,1,1943,58258729
529,183,268,464,67,1,1943,58258729
529,479,32,1884,157,1,157,59820289
529,1007,1,4027,4027,1,4027,16216729
529,227,189,719,3,1,6471,97297729
529,227,189,719,719,1,6471,97297729
529,927,376,3332,7,1,329,118078489
529,927,376,3332,47,1,329,118078489
529,1055,12,4208,263,1,263,117477889
529,111,76,368,19,1,19,135015409
529,791,27,3137,3,1,28233,149069449
529,791,27,3137,3137,1,28233,149069449
529,143,28,544,1,1,1,162883249
529,275,79,1021,79,1,80659,167447809
529,275,79,1021,1021,1,80659,167447809
529,395,62,1518,31,1,31,30810660409
529,155,134,486,3,1,5427,32125734169
529,155,134,486,67,1,5427,32125734169
529,503,48,1964,491,1,491,52415443609
529,99,37,359,359,1,359,58990812409
529,263,404,648,3,1,2727,114975381049
529,263,404,648,101,1,2727,114975381049
529,647,94,2494,29,1,58609,129065457049
529,647,94,2494,43,1,58609,129065457049
529,647,94,2494,47,1,58609,129065457049
529,275,38,1062,59,1,59,296079824569
529,167,146,522,3,1,6351,444307424089
529,167,146,522,29,1,6351,444307424089
529,167,146,522,73,1,6351,444307424089
529,183,236,496,31,1,1829,9581852809
529,183,236,496,59,1,1829,9581852809
529,191,58,706,29,1,10237,20666045929
529,191,58,706,353,1,10237,20666045929
529,551,276,1928,241,1,241,27805017769
529,759,812,2224,29,1,4031,25550605609
529,759,812,2224,139,1,4031,25550605609
529,239,372,584,31,1,2263,57488111209
529,239,372,584,73,1,2263,57488111209
529,2795,3,11177,11177,1,11177,124925329
529,215,47,813,47,1,12737,89801352169
529,215,47,813,271,1,12737,89801352169
529,563,6,2246,1123,1,1123,87359072329
529,343,524,848,53,1,6943,116290695049
529,343,524,848,131,1,6943,116290695049
529,143,201,371,53,1,3551,190310560969
529,143,201,371,67,1,3551,190310560969
529,599,432,1964,3,1,1473,177347691049
529,599,432,1964,491,1,1473,177347691049
529,599,48,2348,587,1,587,181668647689
529,287,64,1084,2,1,542,19727308129
529,271,152,932,19,1,4427,27617750689
529,251,23,981,3,1,327,36823267009
529,251,23,981,109,1,327,36823267009
529,251,130,874,19,1,19,82662980929
529,695,54,2726,3,1,423,42083562049
529,695,54,2726,47,1,423,42083562049
529,147,277,311,277,1,86147,94874380129
529,147,277,311,311,1,86147,94874380129
529,171,106,578,17,1,901,105582837889
529,171,106,578,53,1,901,105582837889
529,103,194,218,97,1,10573,114788354209
529,103,194,218,109,1,10573,114788354209
529,287,16,1132,283,1,283,120987987649
529,263,326,726,11,1,1793,123242399809
529,263,326,726,163,1,1793,123242399809
529,255,116,904,113,1,113,152174022529
529,599,24,2372,593,1,593,133950857569
529,199,344,452,43,1,4859,177536159329
529,199,344,452,113,1,4859,177536159329
529,123,199,293,199,1,58307,200080280929
529,123,199,293,293,1,58307,200080280929
529,251,15,989,43,1,43,376675900129
529,131,166,358,83,1,14857,25739314129
529,131,166,358,179,1,14857,25739314129
529,311,530,714,53,1,53,88862854609
529,591,92,2272,71,1,71,69888218929
529,239,444,512,2,1,592,96753297169
529,239,444,512,37,1,592,96753297169
529,51,73,131,73,1,9563,142217275729
529,51,73,131,131,1,9563,142217275729
529,311,350,894,5,1,745,135078303889
529,311,350,894,149,1,745,135078303889
529,591,56,2308,577,1,577,145974629329
529,207,41,787,41,1,32267,15218964289
529,207,41,787,787,1,32267,15218964289
529,227,81,827,3,1,22329,23297274529
529,227,81,827,827,1,22329,23297274529
529,351,352,1052,263,1,263,23485142209
529,651,10,2594,1297,1,1297,1682209
529,159,82,554,41,1,11357,44338454689
529,159,82,554,277,1,11357,44338454689
529,467,1,1867,1867,1,1867,39641762689
529,287,244,904,61,1,6893,46404999169
529,287,244,904,113,1,6893,46404999169
529,179,19,697,41,1,41,93184051489
529,287,552,596,149,1,149,424019035969
529,311,135,1109,1109,1,1109,534673099489
529,511,380,1664,2,1,4,740012473729
529,175,158,542,79,1,21409,252307976449
529,175,158,542,271,1,21409,252307976449
529,371,474,1010,79,1,7979,41708307169
529,371,474,1010,101,1,7979,41708307169
529,155,251,369,41,1,10291,173215683169
529,155,251,369,251,1,10291,173215683169
529,451,155,1649,31,1,3007,66506840929
529,451,155,1649,97,1,3007,66506840929
529,303,188,1024,2,1,1504,13904130769
529,303,188,1024,47,1,1504,13904130769
529,251,474,530,53,1,4187,25927662289
529,251,474,530,79,1,4187,25927662289
529,439,788,968,11,1,2167,8831703409
529,439,788,968,197,1,2167,8831703409
529,239,148,808,37,1,3737,35508913969
529,615,286,2174,1087,1,1087,28182074449
529,527,16,2092,523,1,523,44526562609
529,431,444,1280,2,1,296,55235020369
529,431,444,1280,37,1,296,55235020369
529,395,9,1571,3,1,4713,74585391409
529,395,9,1571,1571,1,4713,74585391409
529,351,530,874,53,1,53,78530612689
529,371,114,1370,137,1,137,80597157169
529,719,1404,1472,2,1,18,62186124529
529,719,1404,1472,3,1,18,62186124529
529,167,67,601,67,1,40267,102577675729
529,167,67,601,601,1,40267,102577675729
529,543,8,2164,541,1,541,88863335089
529,251,18,986,3,1,3,141654153169
529,171,290,394,197,1,197,154241287729
529,399,344,1252,43,1,13459,150859669489
529,399,344,1252,313,1,13459,150859669489
529,455,68,1752,73,1,73,155180626129
529,207,304,524,131,1,131,180730630609
529,195,19,761,761,1,761,195196441969
529,215,362,498,83,1,15023,197826589489
529,215,362,498,181,1,15023,197826589489
529,231,344,580,43,1,43,211540930129
529,119,107,369,3,1,13161,244417774129
529,119,107,369,41,1,13161,244417774129
529,119,107,369,107,1,13161,244417774129
529,359,632,804,67,1,5293,243666303409
529,359,632,804,79,1,5293,243666303409
529,535,392,1748,7,1,7,248175127729
529,203,79,733,79,1,57907,262265203729
529,203,79,733,733,1,57907,262265203729
529,159,277,359,277,1,99443,280112633329
529,159,277,359,359,1,99443,280112633329
529,207,232,596,149,1,149,303032490289
529,647,392,2196,3,1,1281,308480653009
529,647,392,2196,7,1,1281,308480653009
529,647,392,2196,61,1,1281,308480653009
529,351,1,1403,61,1,61,324825141169
529,1055,88,4132,1033,1,1033,247235789329
529,275,446,654,109,1,24307,346054189009
529,275,446,654,223,1,24307,346054189009
529,115,149,311,149,1,46339,353381028529
529,115,149,311,311,1,46339,353381028529
529,571,11,2273,2273,1,2273,348684336529
529,231,152,772,193,1,193,390954564529
529,551,3,2201,31,1,2201,367095369169
529,551,3,2201,71,1,2201,367095369169
529,335,36,1304,3,1,489,411244273969
529,463,8,1844,461,1,461,434915601649
529,395,558,1022,3,1,6789,442054573489
529,395,558,1022,31,1,6789,442054573489
529,395,558,1022,73,1,6789,442054573489
529,623,173,2319,173,1,133729,426837291409
529,623,173,2319,773,1,133729,426837291409
529,303,356,856,89,1,9523,452387295889
529,303,356,856,107,1,9523,452387295889
529,251,50,954,3,1,159,464035092049
529,155,197,423,3,1,27777,479440241809
529,155,197,423,47,1,27777,479440241809
529,155,197,423,197,1,27777,479440241809
529,351,460,944,59,1,59,475682888209
529,575,1032,1268,43,1,13631,461968547569
529,575,1032,1268,317,1,13631,461968547569
529,215,122,738,3,1,7503,486579213649
529,215,122,738,41,1,7503,486579213649
529,215,122,738,61,1,7503,486579213649
529,127,86,422,43,1,9073,8643955849
529,127,86,422,211,1,9073,8643955849
529,119,123,353,41,1,14473,27430723849
529,119,123,353,353,1,14473,27430723849
529,731,2,2922,487,1,487,505741717009
529,67,89,179,89,1,15931,88487719849
529,67,89,179,179,1,15931,88487719849
529,203,194,618,97,1,9991,87924116809
529,203,194,618,103,1,9991,87924116809
529,263,341,711,79,1,7347,123618976009
529,295,164,1016,41,1,5207,133763830729
529,295,164,1016,127,1,5207,133763830729
529,767,4,3064,383,1,383,111971179849
529,215,192,668,2,1,334,174531117289
529,215,192,668,167,1,334,174531117289
529,167,292,376,47,1,3431,179227809289
529,167,292,376,73,1,3431,179227809289
529,199,278,518,37,1,5143,182045824489
529,199,278,518,139,1,5143,182045824489
529,311,18,1226,3,1,1839,199329651049
529,311,18,1226,613,1,1839,199329651049
529,431,38,1686,19,1,5339,212292520969
529,431,38,1686,281,1,5339,212292520969
529,199,152,644,19,1,19,286124519209
529,563,774,1478,3,1,95331,289506137449
529,563,774,1478,43,1,95331,289506137449
529,563,774,1478,739,1,95331,289506137449
529,383,276,1256,157,1,157,369162033769
529,631,512,2012,2,1,8048,319752833929
529,631,512,2012,503,1,8048,319752833929
529,171,322,362,181,1,181,1693091929
529,1127,1832,2676,223,1,51067,233333701129
529,1127,1832,2676,229,1,51067,233333701129
529,423,16,1676,419,1,419,15595300249
529,275,18,1082,3,1,1623,19728389209
529,275,18,1082,541,1,1623,19728389209
529,719,312,2564,641,1,641,15783167929
529,171,29,655,29,1,3799,31939788409
529,171,29,655,131,1,3799,31939788409
529,155,306,314,3,1,471,32503391449
529,155,306,314,157,1,471,32503391449
529,179,267,449,89,1,39961,42836113849
529,179,267,449,449,1,39961,42836113849
529,631,272,2252,563,1,563,32315523769
529,647,512,2076,2,1,2768,39454495609
529,647,512,2076,173,1,2768,39454495609
529,371,554,930,277,1,277,57489792889
529,135,83,457,83,1,37931,67446779929
529,135,83,457,457,1,37931,67446779929
529,955,893,2927,19,1,2613811,43399716889
529,955,893,2927,47,1,2613811,43399716889
529,955,893,2927,2927,1,2613811,43399716889
529,311,250,994,5,1,1775,78155237689
529,311,250,994,71,1,1775,78155237689
529,431,120,1604,401,1,401,74773619449
529,735,164,2776,347,1,347,119673994969
529,291,17,1147,37,1,37,160441281529
529,247,404,584,73,1,7373,168331724089
529,247,404,584,101,1,7373,168331724089
529,703,131,2681,131,1,50173,140903042809
529,703,131,2681,383,1,50173,140903042809
529,455,96,1724,431,1,431,191627316409
529,447,29,1759,29,1,51011,224692028089
529,447,29,1759,1759,1,51011,224692028089
529,215,29,831,29,1,8033,235588353529
529,215,29,831,277,1,8033,235588353529
529,1239,848,4108,53,1,4187,178100843449
529,1239,848,4108,79,1,4187,178100843449
529,423,224,1468,367,1,367,655848353689
529,1271,570,4514,19,1,42883,218116659289
529,1271,570,4514,37,1,42883,218116659289
529,1271,570,4514,61,1,42883,218116659289
529,467,122,1746,3,1,17751,46217852209
529,467,122,1746,61,1,17751,46217852209
529,467,122,1746,97,1,17751,46217852209
529,395,102,1478,739,1,739,51853882609
529,735,68,2872,359,1,359,35321526769
529,119,29,447,149,1,149,92245433809
529,191,17,747,3,1,249,99384405649
529,391,5,1559,1559,1,1559,10898968609
529,407,146,1482,19,1,1387,15595660609
529,407,146,1482,73,1,1387,15595660609
529,179,29,687,229,1,229,46218092449
529,191,109,655,109,1,14279,55235741089
529,191,109,655,131,1,14279,55235741089
529,767,356,2712,89,1,10057,68010743329
529,767,356,2712,113,1,10057,68010743329
529,263,456,596,19,1,2831,71392361569
529,263,456,596,149,1,2831,71392361569
529,263,59,993,59,1,19529,77216259649
529,263,59,993,331,1,19529,77216259649
529,2471,744,9140,457,1,457,22734632449
