focus_r,initial_remainders,empty_remainders_removed,fully_covered_remainders,partially_reduced_remainders,remaining_remainders,unknown_fullness,selected_rules,validation_failures,verdict
841,58808,0,7135,0,51673,56444,50,0,not proved yet
