class_id,modulus,residue,d,a,b,rule_modulus,covered_subclasses
11194,67820232480,3123480721,263,38,1014,38532,1
11196,67820232480,3470387281,35,19,121,9196,1
11201,67820232480,4337653681,35,19,121,9196,1
11206,67820232480,5204920081,35,19,121,9196,1
11213,67820232480,6419093041,35,19,121,9196,1
11214,67820232480,6592546321,95,108,272,7344,1
11217,67820232480,7112906161,35,19,121,9196,1
11218,67820232480,7286359441,35,19,121,9196,1
11223,67820232480,8153625841,35,19,121,9196,1
11226,67820232480,8673985681,71,68,216,3672,1
11228,67820232480,9020892241,35,19,121,9196,1
11235,67820232480,10235065201,119,200,276,13800,1
11239,67820232480,10928878321,11,17,27,1836,1
11240,67820232480,11102331601,35,19,121,9196,1
11245,67820232480,11969598001,35,19,121,9196,1
11251,67820232480,13010317681,35,19,121,9196,1
11258,67820232480,14224490641,119,200,276,13800,1
11262,67820232480,14918303761,35,19,121,9196,1
11268,67820232480,15959023441,35,19,121,9196,1
11272,67820232480,16652836561,35,19,121,9196,1
11281,67820232480,18213916081,119,200,276,13800,1
11282,67820232480,18387369361,95,108,272,7344,1
11283,67820232480,18560822641,35,19,121,9196,1
11290,67820232480,19774995601,35,19,121,9196,1
11294,67820232480,20468808721,71,68,216,3672,1
11299,67820232480,21336075121,95,108,272,7344,1
11305,67820232480,22376794801,35,19,121,9196,1
11306,67820232480,22550248081,35,19,121,9196,1
11311,67820232480,23417514481,71,68,216,3672,1
11316,67820232480,24284780881,35,19,121,9196,1
11317,67820232480,24458234161,35,19,121,9196,1
11322,67820232480,25325500561,35,19,121,9196,1
11328,67820232480,26366220241,35,19,121,9196,1
11333,67820232480,27233486641,35,19,121,9196,1
11334,67820232480,27406939921,35,19,121,9196,1
11339,67820232480,28274206321,35,19,121,9196,1
11345,67820232480,29314926001,35,19,121,9196,1
11350,67820232480,30182192401,119,200,276,13800,1
11356,67820232480,31222912081,35,19,121,9196,1
11360,67820232480,31916725201,35,19,121,9196,1
11366,67820232480,32957444881,35,19,121,9196,1
11367,67820232480,33130898161,95,108,272,7344,1
11373,67820232480,34171617841,119,200,276,13800,1
11379,67820232480,35212337521,71,68,216,3672,1
11383,67820232480,35906150641,35,19,121,9196,1
11388,67820232480,36773417041,35,19,121,9196,1
11396,67820232480,38161043281,119,200,276,13800,1
11400,67820232480,38854856401,35,19,121,9196,1
11410,67820232480,40589389201,35,19,121,9196,1
11411,67820232480,40762842481,35,19,121,9196,1
11419,67820232480,42150468721,119,200,276,13800,1
11421,67820232480,42497375281,35,19,121,9196,1
11422,67820232480,42670828561,35,19,121,9196,1
11424,67820232480,43017735121,239,36,920,8280,3
11432,67820232480,44405361361,35,19,121,9196,1
11435,67820232480,44925721201,95,108,272,7344,1
11443,67820232480,46313347441,35,19,121,9196,1
11444,67820232480,46486800721,35,19,121,9196,1
11447,67820232480,47007160561,71,68,216,3672,1
11449,67820232480,47354067121,35,19,121,9196,1
11452,67820232480,47874426961,95,108,272,7344,1
11455,67820232480,48394786801,35,19,121,9196,1
11459,67820232480,49088599921,35,19,121,9196,1
11460,67820232480,49262053201,11,17,27,1836,1
11466,67820232480,50302772881,35,19,121,9196,1
11470,67820232480,50996586001,239,36,920,8280,3
11472,67820232480,51343492561,263,26,1026,26676,1
11476,67820232480,52037305681,35,19,121,9196,1
11481,67820232480,52904572081,35,19,121,9196,1
11492,67820232480,54812558161,35,19,121,9196,1
11493,67820232480,54986011441,35,19,121,9196,1
11498,67820232480,55853277841,35,19,121,9196,1
11504,67820232480,56893997521,35,19,121,9196,1
11515,67820232480,58801983601,35,19,121,9196,1
11517,67820232480,59148890161,263,26,1026,26676,1
11520,67820232480,59669250001,95,108,272,7344,1
11521,67820232480,59842703281,35,19,121,9196,1
11526,67820232480,60709969681,35,19,121,9196,1
11534,67820232480,62097595921,119,200,276,13800,1
11536,67820232480,62444502481,35,19,121,9196,1
11537,67820232480,62617955761,35,19,121,9196,1
11547,67820232480,64352488561,35,19,121,9196,1
11549,67820232480,64699395121,71,68,216,3672,1
11558,67820232480,66260474641,35,19,121,9196,1
11564,67820232480,67301194321,35,19,121,9196,1
14,173453280,1441801,47,4,184,184,296
14,173453280,1441801,35,66,74,4884,168
14,173453280,1441801,71,8,276,552,140
14,173453280,1441801,35,2,138,276,140
14,173453280,1441801,119,16,460,1840,140
14,173453280,1441801,15,23,37,3404,4
15,173453280,1561921,39,20,136,680,318
15,173453280,1561921,27,2,106,212,90
15,173453280,1561921,71,72,212,3816,15
15,173453280,1561921,35,34,106,3604,3
16,173453280,1682041,15,2,58,116,74
16,173453280,1682041,35,66,74,4884,54
16,173453280,1682041,31,8,116,232,35
16,173453280,1682041,39,40,116,1160,35
16,173453280,1682041,119,12,464,1392,35
16,173453280,1682041,159,116,520,15080,35
18566,186115369440,2430027961,23,18,74,1332,1
18569,186115369440,2950387801,47,72,116,2088,1
18573,186115369440,3644200921,119,180,296,13320,1
18603,186115369440,8847799321,23,18,74,1332,1
18610,186115369440,10061972281,119,180,296,13320,1
18620,186115369440,11796505081,79,116,200,5800,1
18656,186115369440,18040823161,47,72,116,2088,1
18677,186115369440,21683342041,23,18,74,1332,1
18684,186115369440,22897515001,119,180,296,13320,1
18685,186115369440,23070968281,47,72,116,2088,1
18707,186115369440,26886940441,79,116,200,5800,1
18714,186115369440,28101113401,23,18,74,1332,1
18714,186115369440,28101113401,47,72,116,2088,1
18758,186115369440,35733057721,119,180,296,13320,1
18772,186115369440,38161403641,47,72,116,2088,1
18788,186115369440,40936656121,23,18,74,1332,1
18795,186115369440,42150829081,119,180,296,13320,1
18801,186115369440,43191548761,47,72,116,2088,1
18825,186115369440,47354427481,23,18,74,1332,1
18830,186115369440,48221693881,47,72,116,2088,1
18832,186115369440,48568600441,119,180,296,13320,1
18852,186115369440,52037666041,79,116,200,5800,1
18859,186115369440,53251839001,47,72,116,2088,1
18862,186115369440,53772198841,23,18,74,1332,1
18869,186115369440,54986371801,119,180,296,13320,1
18888,186115369440,58281984121,47,72,116,2088,1
18899,186115369440,60189970201,23,18,74,1332,1
18917,186115369440,63312129241,47,72,116,2088,1
18943,186115369440,67821914521,119,180,296,13320,1
18946,186115369440,68342274361,47,72,116,2088,1
18973,186115369440,73025512921,23,18,74,1332,1
18975,186115369440,73372419481,47,72,116,2088,1
18980,186115369440,74239685881,119,180,296,13320,1
19004,186115369440,78402564601,47,72,116,2088,1
19033,186115369440,83432709721,47,72,116,2088,1
19047,186115369440,85861055641,23,18,74,1332,1
19054,186115369440,87075228601,119,180,296,13320,1
19055,186115369440,87248681881,79,116,200,5800,1
19062,186115369440,88462854841,47,72,116,2088,1
19084,186115369440,92278827001,23,18,74,1332,1
19091,186115369440,93492999961,47,72,116,2088,1
19120,186115369440,98523145081,47,72,116,2088,1
19121,186115369440,98696598361,23,18,74,1332,1
19142,186115369440,102339117241,79,116,200,5800,1
19165,186115369440,106328542681,119,180,296,13320,1
19178,186115369440,108583435321,47,72,116,2088,1
19195,186115369440,111532141081,23,18,74,1332,1
19200,186115369440,112399407481,79,116,200,5800,1
19202,186115369440,112746314041,119,180,296,13320,1
19207,186115369440,113613580441,47,72,116,2088,1
19229,186115369440,117429552601,79,116,200,5800,1
19232,186115369440,117949912441,23,18,74,1332,1
19236,186115369440,118643725561,47,72,116,2088,1
19239,186115369440,119164085401,119,180,296,13320,1
19265,186115369440,123673870681,47,72,116,2088,1
19269,186115369440,124367683801,23,18,74,1332,1
19276,186115369440,125581856761,119,180,296,13320,1
19287,186115369440,127489842841,79,116,200,5800,1
19294,186115369440,128704015801,47,72,116,2088,1
19306,186115369440,130785455161,23,18,74,1332,1
19323,186115369440,133734160921,47,72,116,2088,1
19350,186115369440,138417399481,119,180,296,13320,1
19352,186115369440,138764306041,47,72,116,2088,1
19380,186115369440,143620997881,23,18,74,1332,1
19381,186115369440,143794451161,47,72,116,2088,1
19410,186115369440,148824596281,47,72,116,2088,1
19424,186115369440,151252942201,119,180,296,13320,1
19439,186115369440,153854741401,47,72,116,2088,1
19454,186115369440,156456540601,23,18,74,1332,1
19461,186115369440,157670713561,119,180,296,13320,1
19468,186115369440,158884886521,47,72,116,2088,1
19490,186115369440,162700858681,79,116,200,5800,1
19491,186115369440,162874311961,23,18,74,1332,1
19497,186115369440,163915031641,47,72,116,2088,1
19498,186115369440,164088484921,119,180,296,13320,1
19526,186115369440,168945176761,47,72,116,2088,1
19528,186115369440,169292083321,23,18,74,1332,1
19555,186115369440,173975321881,47,72,116,2088,1
19565,186115369440,175709854681,23,18,74,1332,1
19572,186115369440,176924027641,119,180,296,13320,1
19577,186115369440,177791294041,79,116,200,5800,1
19584,186115369440,179005467001,47,72,116,2088,1
19609,186115369440,183341799001,119,180,296,13320,1
19613,186115369440,184035612121,47,72,116,2088,1
17,173453280,1802161,39,20,136,680,522
17,173453280,1802161,15,2,58,116,270
17,173453280,1802161,39,40,116,1160,135
17,173453280,1802161,71,68,216,3672,26
18,173453280,1922281,119,166,310,51460,4
19,173453280,2042401,47,2,186,372,186
19,173453280,2042401,39,1,155,620,93
19,173453280,2042401,95,8,372,744,93
19,173453280,2042401,71,36,248,2232,31
20,173453280,2162521,15,1,59,236,34
20,173453280,2162521,119,4,472,472,17
20,173453280,2162521,35,22,118,2596,17
20,173453280,2162521,71,48,236,2832,17
29842,173973639840,9542092921,143,68,504,8568,1
29859,173973639840,12490798681,143,68,504,8568,1
29961,173973639840,30183033241,143,68,504,8568,1
29978,173973639840,33131739001,143,68,504,8568,1
30012,173973639840,39029150521,143,68,504,8568,1
30182,173973639840,68516208121,143,68,504,8568,1
30318,173973639840,92105854201,143,68,504,8568,1
30324,173973639840,93146573881,199,320,476,38080,1
30369,173973639840,100951971481,143,68,504,8568,1
30403,173973639840,106849383001,143,68,504,8568,1
30471,173973639840,118644206041,143,68,504,8568,1
30477,173973639840,119684925721,199,320,476,38080,1
30681,173973639840,155069394841,199,320,476,38080,1
30698,173973639840,158018100601,199,320,476,38080,1
30777,173973639840,171720909721,143,68,504,8568,1
30783,173973639840,172761629401,199,320,476,38080,1
22,173453280,2402761,23,24,68,408,46
22,173453280,2402761,119,16,460,1840,30
22,173453280,2402761,39,20,136,680,21
22,173453280,2402761,71,12,272,816,21
22,173453280,2402761,31,56,68,952,21
30837,67820232480,696215881,11,17,27,1836,1
30839,67820232480,1043122441,55,92,128,2944,1
30862,67820232480,5032547881,55,92,128,2944,1
30905,67820232480,12491038921,11,17,27,1836,1
30931,67820232480,17000824201,55,92,128,2944,1
30954,67820232480,20990249641,55,92,128,2944,1
30973,67820232480,24285861961,11,17,27,1836,1
30975,67820232480,24632768521,143,68,504,8568,1
30990,67820232480,27234567721,11,17,27,1836,1
31000,67820232480,28969100521,55,92,128,2944,1
31020,67820232480,32438166121,167,184,484,22264,1
31023,67820232480,32958525961,55,92,128,2944,1
31043,67820232480,36427591561,143,68,504,8568,1
31046,67820232480,36947951401,55,92,128,2944,1
31058,67820232480,39029390761,11,17,27,1836,1
31075,67820232480,41978096521,11,17,27,1836,1
31101,67820232480,46487881801,87,92,256,5888,1
31115,67820232480,48916227721,55,92,128,2944,1
31126,67820232480,50824213801,11,17,27,1836,1
31143,67820232480,53772919561,11,17,27,1836,1
31158,67820232480,56374718761,167,184,484,22264,1
31170,67820232480,58456158121,87,92,256,5888,1
31207,67820232480,64873929481,239,36,920,8280,1
31374,203460697440,200514394441,55,92,128,2944,1
23,173453280,2522881,23,24,68,408,214
23,173453280,2522881,39,20,136,680,107
23,173453280,2522881,31,56,68,952,107
31624,315511516320,42498576481,143,68,504,8568,1
31767,315511516320,67302395521,143,144,428,15408,1
31964,315511516320,101472691681,143,68,504,8568,1
32083,315511516320,122113632001,143,68,504,8568,1
32151,315511516320,133908455041,143,68,504,8568,1
32236,315511516320,148651983841,143,68,504,8568,1
32355,315511516320,169292924161,143,68,504,8568,1
32389,315511516320,175190335681,143,68,504,8568,1
32423,315511516320,181087747201,143,68,504,8568,1
32814,315511516320,248907979681,143,68,504,8568,1
32837,315511516320,252897405121,143,144,428,15408,1
33086,315511516320,296087271841,143,68,504,8568,1
33188,315511516320,313779506401,143,68,504,8568,1
24,173453280,2643001,23,24,68,408,246
24,173453280,2643001,39,20,136,680,123
24,173453280,2643001,71,12,272,816,123
24,173453280,2643001,31,56,68,952,123
24,173453280,2643001,47,24,164,984,72
33302,362690808480,11277106201,199,320,476,38080,1
33370,362690808480,23071929241,199,320,476,38080,1
33693,362690808480,79097338681,199,320,476,38080,1
33744,362690808480,87943455961,199,320,476,38080,1
33761,362690808480,90892161721,199,320,476,38080,1
33812,362690808480,99738279001,199,320,476,38080,1
33846,362690808480,105635690521,199,320,476,38080,1
33897,362690808480,114481807801,199,320,476,38080,1
33965,362690808480,126276630841,199,320,476,38080,1
34152,362690808480,158712394201,199,320,476,38080,1
34611,362690808480,238327449721,199,320,476,38080,1
26,173453280,2883241,47,36,152,1368,493
26,173453280,2883241,23,24,68,408,116
26,173453280,2883241,55,104,116,3016,60
27,173453280,3003361,23,24,68,408,138
27,173453280,3003361,71,8,276,552,90
27,173453280,3003361,95,12,368,1104,45
36889,203460697440,10410200161,11,17,27,1836,1
36940,203460697440,19256317441,11,17,27,1836,1
36983,203460697440,26714808481,95,108,272,7344,1
37029,203460697440,34693659361,71,68,216,3672,1
37085,203460697440,44407043041,95,108,272,7344,1
37093,203460697440,45794669281,11,17,27,1836,1
37131,203460697440,52385893921,71,68,216,3672,1
37136,203460697440,53253160321,95,108,272,7344,1
37182,203460697440,61232011201,71,68,216,3672,1
37187,203460697440,62099277601,95,108,272,7344,1
37233,203460697440,70078128481,71,68,216,3672,1
37238,203460697440,70945394881,95,108,272,7344,1
37246,203460697440,72333021121,11,17,27,1836,1
37284,203460697440,78924245761,71,68,216,3672,1
37340,203460697440,88637629441,95,108,272,7344,1
37348,203460697440,90025255681,11,17,27,1836,1
37386,203460697440,96616480321,71,68,216,3672,1
37399,203460697440,98871372961,11,17,27,1836,1
37442,203460697440,106329864001,95,108,272,7344,1
37488,203460697440,114308714881,71,68,216,3672,1
37493,203460697440,115175981281,95,108,272,7344,1
37539,203460697440,123154832161,71,68,216,3672,1
37544,203460697440,124022098561,95,108,272,7344,1
37590,203460697440,132000949441,71,68,216,3672,1
37641,203460697440,140847066721,71,68,216,3672,1
37646,203460697440,141714333121,95,108,272,7344,1
37654,203460697440,143101959361,11,17,27,1836,1
37692,203460697440,149693184001,71,68,216,3672,1
37697,203460697440,150560450401,95,108,272,7344,1
37743,203460697440,158539301281,71,68,216,3672,1
37799,203460697440,168252684961,95,108,272,7344,1
37807,203460697440,169640311201,11,17,27,1836,1
37845,203460697440,176231535841,71,68,216,3672,1
37850,203460697440,177098802241,95,108,272,7344,1
37858,203460697440,178486428481,11,17,27,1836,1
37901,203460697440,185944919521,95,108,272,7344,1
37947,203460697440,193923770401,71,68,216,3672,1
37952,203460697440,194791036801,95,108,272,7344,1
37998,203460697440,202769887681,71,68,216,3672,1
29,173453280,3243601,15,2,58,116,158
29,173453280,3243601,27,29,79,9164,2
31,173453280,3483841,31,56,68,952,82
31,173453280,3483841,11,3,41,492,30
40495,120896936160,14747012641,35,41,99,16236,1
40521,120896936160,19256797921,79,41,275,45100,1
40527,120896936160,20297517601,143,68,504,8568,1
40577,120896936160,28970181601,35,41,99,16236,1
40578,120896936160,29143634881,143,68,504,8568,1
40618,120896936160,36081766081,35,41,99,16236,1
40659,120896936160,43193350561,35,41,99,16236,1
40741,120896936160,57416519521,35,41,99,16236,1
40748,120896936160,58630692481,143,68,504,8568,1
40767,120896936160,61926304801,79,41,275,45100,1
40782,120896936160,64528104001,143,68,504,8568,1
40823,120896936160,71639688481,35,41,99,16236,1
40864,120896936160,78751272961,35,41,99,16236,1
40890,120896936160,83261058241,79,41,275,45100,1
40901,120896936160,85169044321,143,68,504,8568,1
40905,120896936160,85862857441,35,41,99,16236,1
40946,120896936160,92974441921,35,41,99,16236,1
40952,120896936160,94015161601,143,68,504,8568,1
40972,120896936160,97484227201,79,41,275,45100,1
41020,120896936160,105809984641,143,68,504,8568,1
41028,120896936160,107197610881,35,41,99,16236,1
41037,120896936160,108758690401,143,68,504,8568,1
41071,120896936160,114656101921,143,68,504,8568,1
41105,120896936160,120553513441,143,68,504,8568,1
32,173453280,3603961,39,20,136,680,178
32,173453280,3603961,71,12,272,816,89
32,173453280,3603961,35,38,102,3876,89
41218,262434812640,5380655641,263,64,988,15808,1
41224,262434812640,6421375321,263,64,988,15808,1
41243,262434812640,9716987641,199,320,476,38080,1
41271,262434812640,14573679481,143,68,504,8568,1
41275,262434812640,15267492601,263,64,988,15808,1
41277,262434812640,15614399161,199,320,476,38080,1
41278,262434812640,15787852441,263,64,988,15808,1
41296,262434812640,18910011481,263,64,988,15808,1
41304,262434812640,20297637721,263,64,988,15808,1
41420,262434812640,40418218201,263,64,988,15808,1
41441,262434812640,44060737081,143,68,504,8568,1
41469,262434812640,48917428921,263,64,988,15808,1
41509,262434812640,55855560121,143,68,504,8568,1
41540,262434812640,61232611801,263,64,988,15808,1
41566,262434812640,65742397081,199,320,476,38080,1
41587,262434812640,69384915961,263,64,988,15808,1
41600,262434812640,71639808601,199,320,476,38080,1
41636,262434812640,77884126681,263,64,988,15808,1
41656,262434812640,81353192281,263,64,988,15808,1
41662,262434812640,82393911961,143,68,504,8568,1
41689,262434812640,87077150521,263,64,988,15808,1
41712,262434812640,91066575961,263,64,988,15808,1
41772,262434812640,101473772761,263,64,988,15808,1
41789,262434812640,104422478521,263,64,988,15808,1
41791,262434812640,104769385081,263,64,988,15808,1
41804,262434812640,107024277721,199,320,476,38080,1
41849,262434812640,114829675321,143,68,504,8568,1
41910,262434812640,125410325401,263,64,988,15808,1
41934,262434812640,129573204121,143,68,504,8568,1
41968,262434812640,135470615641,263,64,988,15808,1
41985,262434812640,138419321401,143,68,504,8568,1
42010,262434812640,142755653401,263,64,988,15808,1
42036,262434812640,147265438681,263,64,988,15808,1
42059,262434812640,151254864121,199,320,476,38080,1
42118,262434812640,161488607641,263,64,988,15808,1
42138,262434812640,164957673241,143,68,504,8568,1
42227,262434812640,180395015161,263,64,988,15808,1
42229,262434812640,180741921721,199,320,476,38080,1
42305,262434812640,193924371001,263,64,988,15808,1
42308,262434812640,194444730841,143,68,504,8568,1
42314,262434812640,195485450521,199,320,476,38080,1
42319,262434812640,196352716921,263,64,988,15808,1
42331,262434812640,198434156281,199,320,476,38080,1
42339,262434812640,199821782521,263,64,988,15808,1
42350,262434812640,201729768601,263,64,988,15808,1
42358,262434812640,203117394841,263,64,988,15808,1
42373,262434812640,205719194041,263,64,988,15808,1
42375,262434812640,206066100601,263,64,988,15808,1
42382,262434812640,207280273561,199,320,476,38080,1
42384,262434812640,207627180121,263,64,988,15808,1
42393,262434812640,209188259641,143,68,504,8568,1
42455,262434812640,219942363001,263,64,988,15808,1
42460,262434812640,220809629401,263,64,988,15808,1
42554,262434812640,237114237721,263,64,988,15808,1
42556,262434812640,237461144281,263,64,988,15808,1
42597,262434812640,244572728761,143,68,504,8568,1
42614,262434812640,247521434521,143,68,504,8568,1
42641,262434812640,252204673081,263,64,988,15808,1
42654,262434812640,254459565721,199,320,476,38080,1
42682,262434812640,259316257561,143,68,504,8568,1
33,173453280,3724081,39,1,155,620,194
33,173453280,3724081,95,8,372,744,97
34,173453280,3844201,39,20,136,680,58
34,173453280,3844201,39,40,116,1160,30
34,173453280,3844201,71,12,272,816,27
45856,85512467040,2779096681,11,17,27,1836,1
45889,85512467040,8503054921,47,72,116,2088,1
45890,85512467040,8676508201,11,17,27,1836,1
45941,85512467040,17522625481,11,17,27,1836,1
45943,85512467040,17869532041,143,68,504,8568,1
45947,85512467040,18563345161,47,72,116,2088,1
45975,85512467040,23420037001,11,17,27,1836,1
45976,85512467040,23593490281,47,72,116,2088,1
45977,85512467040,23766943561,143,68,504,8568,1
45998,85512467040,27409462441,79,116,200,5800,1
46005,85512467040,28623635401,47,72,116,2088,1
46009,85512467040,29317448521,11,17,27,1836,1
46028,85512467040,32613060841,143,68,504,8568,1
46034,85512467040,33653780521,47,72,116,2088,1
46092,85512467040,43714070761,47,72,116,2088,1
46094,85512467040,44060977321,11,17,27,1836,1
46096,85512467040,44407883881,143,68,504,8568,1
46121,85512467040,48744215881,47,72,116,2088,1
46150,85512467040,53774361001,47,72,116,2088,1
46162,85512467040,55855800361,11,17,27,1836,1
46179,85512467040,58804506121,47,72,116,2088,1
46181,85512467040,59151412681,143,68,504,8568,1
46196,85512467040,61753211881,11,17,27,1836,1
46201,85512467040,62620478281,79,116,200,5800,1
46208,85512467040,63834651241,47,72,116,2088,1
46232,85512467040,67997529961,143,68,504,8568,1
46247,85512467040,70599329161,11,17,27,1836,1
46266,85512467040,73894941481,47,72,116,2088,1
46281,85512467040,76496740681,11,17,27,1836,1
46324,85512467040,83955231721,47,72,116,2088,1
