focus_r,initial_remainders,empty_remainders_removed,fully_covered_remainders,partially_reduced_remainders,remaining_remainders,unknown_fullness,selected_rules,validation_failures,verdict
529,65129,0,3967,0,61162,64327,50,0,not proved yet
