focus_r,initial_remainders,empty_remainders_removed,fully_covered_remainders,partially_reduced_remainders,remaining_remainders,unknown_fullness,selected_rules,validation_failures,verdict
961,59722,0,1869,0,57853,59457,50,0,not proved yet
