modulus,residue,method,d,a,b
840,135,formula_divisible_by_3,,,
840,136,formula_even,,,
840,137,general_key_d_7,7,4,24
840,138,formula_even,,,
840,139,formula_3_mod_4,,,
840,140,formula_even,,,
840,141,formula_divisible_by_3,,,
840,142,formula_even,,,
840,143,formula_3_mod_4,,,
840,144,formula_even,,,
840,145,general_key_d_3,3,2,10
840,146,formula_even,,,
840,147,formula_divisible_by_3,,,
840,148,formula_even,,,
840,149,general_key_d_3,3,4,8
840,150,formula_even,,,
840,151,formula_3_mod_4,,,
840,152,formula_even,,,
840,153,formula_divisible_by_3,,,
840,154,formula_even,,,
840,155,formula_3_mod_4,,,
840,156,formula_even,,,
840,157,general_key_d_3,3,4,8
840,158,formula_even,,,
840,159,formula_divisible_by_3,,,
840,160,formula_even,,,
840,161,general_key_d_7,7,4,24
840,162,formula_even,,,
840,163,formula_3_mod_4,,,
840,164,formula_even,,,
840,165,formula_divisible_by_3,,,
840,166,formula_even,,,
840,167,formula_3_mod_4,,,
840,168,formula_even,,,
840,170,formula_even,,,
840,171,formula_divisible_by_3,,,
840,172,formula_even,,,
840,173,general_key_d_3,3,4,8
840,174,formula_even,,,
840,175,formula_3_mod_4,,,
840,176,formula_even,,,
840,177,formula_divisible_by_3,,,
840,178,formula_even,,,
840,179,formula_3_mod_4,,,
840,180,formula_even,,,
840,181,general_key_d_3,3,4,8
840,182,formula_even,,,
840,183,formula_divisible_by_3,,,
840,184,formula_even,,,
840,185,general_key_d_7,7,4,24
840,186,formula_even,,,
840,187,formula_3_mod_4,,,
840,188,formula_even,,,
840,189,formula_divisible_by_3,,,
840,190,formula_even,,,
840,191,formula_3_mod_4,,,
840,192,formula_even,,,
840,193,general_key_d_7,7,8,20
840,194,formula_even,,,
840,195,formula_divisible_by_3,,,
840,196,formula_even,,,
840,197,general_key_d_3,3,4,8
840,198,formula_even,,,
840,199,formula_3_mod_4,,,
840,200,formula_even,,,
840,201,formula_divisible_by_3,,,
840,202,formula_even,,,
840,203,formula_3_mod_4,,,
840,204,formula_even,,,
840,205,general_key_d_3,3,4,8
840,206,formula_even,,,
840,207,formula_divisible_by_3,,,
840,208,formula_even,,,
840,209,general_key_d_7,7,4,24
840,210,formula_even,,,
840,211,formula_3_mod_4,,,
840,212,formula_even,,,
840,213,formula_divisible_by_3,,,
840,214,formula_even,,,
840,215,formula_3_mod_4,,,
840,216,formula_even,,,
840,217,general_key_d_3,3,2,10
840,218,formula_even,,,
840,219,formula_divisible_by_3,,,
840,220,formula_even,,,
840,221,general_key_d_3,3,4,8
840,222,formula_even,,,
840,223,formula_3_mod_4,,,
840,224,formula_even,,,
840,225,formula_divisible_by_3,,,
840,226,formula_even,,,
840,227,formula_3_mod_4,,,
840,228,formula_even,,,
840,229,general_key_d_3,3,4,8
840,230,formula_even,,,
840,231,formula_divisible_by_3,,,
840,232,formula_even,,,
840,233,general_key_d_7,7,4,24
840,234,formula_even,,,
840,235,formula_3_mod_4,,,
840,236,formula_even,,,
840,237,formula_divisible_by_3,,,
840,238,formula_even,,,
840,239,formula_3_mod_4,,,
840,240,formula_even,,,
840,241,general_key_d_11,11,2,42
840,242,formula_even,,,
840,243,formula_divisible_by_3,,,
840,244,formula_even,,,
840,245,general_key_d_3,3,4,8
840,246,formula_even,,,
840,247,formula_3_mod_4,,,
840,248,formula_even,,,
840,249,formula_divisible_by_3,,,
840,250,formula_even,,,
840,251,formula_3_mod_4,,,
840,252,formula_even,,,
840,253,general_key_d_3,3,4,8
840,254,formula_even,,,
840,255,formula_divisible_by_3,,,
840,256,formula_even,,,
840,257,general_key_d_7,7,4,24
840,258,formula_even,,,
840,259,formula_3_mod_4,,,
840,260,formula_even,,,
840,261,formula_divisible_by_3,,,
840,262,formula_even,,,
840,263,formula_3_mod_4,,,
840,264,formula_even,,,
840,265,general_key_d_3,3,2,10
840,266,formula_even,,,
840,267,formula_divisible_by_3,,,
840,268,formula_even,,,
840,269,general_key_d_3,3,4,8
840,270,formula_even,,,
840,271,formula_3_mod_4,,,
840,272,formula_even,,,
840,273,formula_divisible_by_3,,,
840,274,formula_even,,,
840,275,formula_3_mod_4,,,
840,276,formula_even,,,
840,277,general_key_d_3,3,4,8
840,278,formula_even,,,
840,279,formula_divisible_by_3,,,
840,280,formula_even,,,
840,281,general_key_d_7,7,4,24
840,282,formula_even,,,
840,283,formula_3_mod_4,,,
840,284,formula_even,,,
840,285,formula_divisible_by_3,,,
840,286,formula_even,,,
840,287,formula_3_mod_4,,,
840,288,formula_even,,,
840,290,formula_even,,,
840,291,formula_divisible_by_3,,,
840,292,formula_even,,,
840,293,general_key_d_3,3,4,8
840,294,formula_even,,,
840,295,formula_3_mod_4,,,
840,296,formula_even,,,
840,297,formula_divisible_by_3,,,
840,298,formula_even,,,
840,299,formula_3_mod_4,,,
840,300,formula_even,,,
840,301,general_key_d_3,3,4,8
840,302,formula_even,,,
840,303,formula_divisible_by_3,,,
840,304,formula_even,,,
840,305,general_key_d_7,7,4,24
840,306,formula_even,,,
840,307,formula_3_mod_4,,,
840,308,formula_even,,,
840,309,formula_divisible_by_3,,,
840,310,formula_even,,,
840,311,formula_3_mod_4,,,
840,312,formula_even,,,
840,313,general_key_d_7,7,8,20
840,314,formula_even,,,
840,315,formula_divisible_by_3,,,
840,316,formula_even,,,
840,317,general_key_d_3,3,4,8
840,318,formula_even,,,
840,319,formula_3_mod_4,,,
840,320,formula_even,,,
840,321,formula_divisible_by_3,,,
840,322,formula_even,,,
840,323,formula_3_mod_4,,,
840,324,formula_even,,,
840,325,general_key_d_3,3,4,8
840,326,formula_even,,,
840,327,formula_divisible_by_3,,,
840,328,formula_even,,,
840,329,general_key_d_7,7,4,24
840,330,formula_even,,,
840,331,formula_3_mod_4,,,
840,332,formula_even,,,
840,333,formula_divisible_by_3,,,
840,334,formula_even,,,
840,335,formula_3_mod_4,,,
840,336,formula_even,,,
840,337,general_key_d_3,3,2,10
840,338,formula_even,,,
840,339,formula_divisible_by_3,,,
840,340,formula_even,,,
840,341,general_key_d_3,3,4,8
840,342,formula_even,,,
840,343,formula_3_mod_4,,,
840,344,formula_even,,,
840,345,formula_divisible_by_3,,,
840,346,formula_even,,,
840,347,formula_3_mod_4,,,
840,348,formula_even,,,
840,349,general_key_d_3,3,4,8
840,350,formula_even,,,
840,351,formula_divisible_by_3,,,
840,352,formula_even,,,
840,353,general_key_d_7,7,4,24
840,354,formula_even,,,
840,355,formula_3_mod_4,,,
840,356,formula_even,,,
840,357,formula_divisible_by_3,,,
840,358,formula_even,,,
840,359,formula_3_mod_4,,,
840,360,formula_even,,,
840,362,formula_even,,,
840,363,formula_divisible_by_3,,,
840,364,formula_even,,,
840,365,general_key_d_3,3,4,8
840,366,formula_even,,,
840,367,formula_3_mod_4,,,
840,368,formula_even,,,
840,369,formula_divisible_by_3,,,
840,370,formula_even,,,
840,371,formula_3_mod_4,,,
840,372,formula_even,,,
840,373,general_key_d_3,3,4,8
840,374,formula_even,,,
840,375,formula_divisible_by_3,,,
840,376,formula_even,,,
840,377,general_key_d_7,7,4,24
840,378,formula_even,,,
840,379,formula_3_mod_4,,,
840,380,formula_even,,,
840,381,formula_divisible_by_3,,,
840,382,formula_even,,,
840,383,formula_3_mod_4,,,
840,384,formula_even,,,
840,385,general_key_d_3,3,2,10
840,386,formula_even,,,
840,387,formula_divisible_by_3,,,
840,388,formula_even,,,
840,389,general_key_d_3,3,4,8
840,390,formula_even,,,
840,391,formula_3_mod_4,,,
840,392,formula_even,,,
840,393,formula_divisible_by_3,,,
840,394,formula_even,,,
840,395,formula_3_mod_4,,,
840,396,formula_even,,,
840,397,general_key_d_3,3,4,8
840,398,formula_even,,,
840,399,formula_divisible_by_3,,,
840,400,formula_even,,,
840,401,general_key_d_7,7,4,24
840,402,formula_even,,,
840,403,formula_3_mod_4,,,
840,404,formula_even,,,
840,405,formula_divisible_by_3,,,
840,406,formula_even,,,
840,407,formula_3_mod_4,,,
840,408,formula_even,,,
840,409,general_key_d_11,11,2,42
840,410,formula_even,,,
840,411,formula_divisible_by_3,,,
840,412,formula_even,,,
840,413,general_key_d_3,3,4,8
840,414,formula_even,,,
840,415,formula_3_mod_4,,,
840,416,formula_even,,,
840,417,formula_divisible_by_3,,,
840,418,formula_even,,,
840,419,formula_3_mod_4,,,
840,420,formula_even,,,
840,421,general_key_d_3,3,4,8
840,422,formula_even,,,
840,423,formula_divisible_by_3,,,
840,424,formula_even,,,
840,425,general_key_d_7,7,4,24
840,426,formula_even,,,
840,427,formula_3_mod_4,,,
840,428,formula_even,,,
840,429,formula_divisible_by_3,,,
840,430,formula_even,,,
840,431,formula_3_mod_4,,,
840,432,formula_even,,,
840,433,general_key_d_7,7,8,20
840,434,formula_even,,,
840,435,formula_divisible_by_3,,,
840,436,formula_even,,,
840,437,general_key_d_3,3,4,8
840,438,formula_even,,,
840,439,formula_3_mod_4,,,
840,440,formula_even,,,
840,441,formula_divisible_by_3,,,
840,442,formula_even,,,
840,443,formula_3_mod_4,,,
840,444,formula_even,,,
840,445,general_key_d_3,3,4,8
840,446,formula_even,,,
840,447,formula_divisible_by_3,,,
840,448,formula_even,,,
840,449,general_key_d_7,7,4,24
840,450,formula_even,,,
840,451,formula_3_mod_4,,,
840,452,formula_even,,,
840,453,formula_divisible_by_3,,,
840,454,formula_even,,,
840,455,formula_3_mod_4,,,
840,456,formula_even,,,
840,457,general_key_d_3,3,2,10
840,458,formula_even,,,
840,459,formula_divisible_by_3,,,
840,460,formula_even,,,
840,461,general_key_d_3,3,4,8
840,462,formula_even,,,
840,463,formula_3_mod_4,,,
840,464,formula_even,,,
840,465,formula_divisible_by_3,,,
840,466,formula_even,,,
840,467,formula_3_mod_4,,,
840,468,formula_even,,,
840,469,general_key_d_3,3,4,8
840,470,formula_even,,,
840,471,formula_divisible_by_3,,,
840,472,formula_even,,,
840,473,general_key_d_7,7,4,24
840,474,formula_even,,,
840,475,formula_3_mod_4,,,
840,476,formula_even,,,
840,477,formula_divisible_by_3,,,
840,478,formula_even,,,
840,479,formula_3_mod_4,,,
840,480,formula_even,,,
840,481,general_key_d_23,23,8,84
840,482,formula_even,,,
840,483,formula_divisible_by_3,,,
840,484,formula_even,,,
840,485,general_key_d_3,3,4,8
840,486,formula_even,,,
840,487,formula_3_mod_4,,,
840,488,formula_even,,,
840,489,formula_divisible_by_3,,,
840,490,formula_even,,,
840,491,formula_3_mod_4,,,
840,492,formula_even,,,
840,493,general_key_d_3,3,4,8
840,494,formula_even,,,
840,495,formula_divisible_by_3,,,
840,496,formula_even,,,
840,497,general_key_d_7,7,4,24
840,498,formula_even,,,
840,499,formula_3_mod_4,,,
840,500,formula_even,,,
840,501,formula_divisible_by_3,,,
840,502,formula_even,,,
840,503,formula_3_mod_4,,,
840,504,formula_even,,,
840,505,general_key_d_3,3,2,10
840,506,formula_even,,,
840,507,formula_divisible_by_3,,,
840,508,formula_even,,,
840,509,general_key_d_3,3,4,8
840,510,formula_even,,,
840,511,formula_3_mod_4,,,
840,512,formula_even,,,
840,513,formula_divisible_by_3,,,
840,514,formula_even,,,
840,515,formula_3_mod_4,,,
840,516,formula_even,,,
840,517,general_key_d_3,3,4,8
840,518,formula_even,,,
840,519,formula_divisible_by_3,,,
840,520,formula_even,,,
840,521,general_key_d_7,7,4,24
840,522,formula_even,,,
840,523,formula_3_mod_4,,,
840,524,formula_even,,,
840,525,formula_divisible_by_3,,,
840,526,formula_even,,,
840,527,formula_3_mod_4,,,
840,528,formula_even,,,
840,530,formula_even,,,
840,531,formula_divisible_by_3,,,
840,532,formula_even,,,
840,533,general_key_d_3,3,4,8
840,534,formula_even,,,
840,535,formula_3_mod_4,,,
840,536,formula_even,,,
840,537,formula_divisible_by_3,,,
840,538,formula_even,,,
840,539,formula_3_mod_4,,,
840,540,formula_even,,,
840,541,general_key_d_3,3,4,8
840,542,formula_even,,,
840,543,formula_divisible_by_3,,,
840,544,formula_even,,,
840,545,general_key_d_7,7,4,24
840,546,formula_even,,,
840,547,formula_3_mod_4,,,
840,548,formula_even,,,
840,549,formula_divisible_by_3,,,
840,550,formula_even,,,
840,551,formula_3_mod_4,,,
840,552,formula_even,,,
840,553,general_key_d_7,7,8,20
840,554,formula_even,,,
840,555,formula_divisible_by_3,,,
840,556,formula_even,,,
840,557,general_key_d_3,3,4,8
840,558,formula_even,,,
840,559,formula_3_mod_4,,,
840,560,formula_even,,,
840,561,formula_divisible_by_3,,,
840,562,formula_even,,,
840,563,formula_3_mod_4,,,
840,564,formula_even,,,
840,565,general_key_d_3,3,4,8
840,566,formula_even,,,
840,567,formula_divisible_by_3,,,
840,568,formula_even,,,
840,569,general_key_d_7,7,4,24
840,570,formula_even,,,
840,571,formula_3_mod_4,,,
840,572,formula_even,,,
840,573,formula_divisible_by_3,,,
840,574,formula_even,,,
840,575,formula_3_mod_4,,,
840,576,formula_even,,,
840,577,general_key_d_3,3,2,10
840,578,formula_even,,,
840,579,formula_divisible_by_3,,,
840,580,formula_even,,,
840,581,general_key_d_3,3,4,8
840,582,formula_even,,,
840,583,formula_3_mod_4,,,
840,584,formula_even,,,
840,585,formula_divisible_by_3,,,
840,586,formula_even,,,
840,587,formula_3_mod_4,,,
840,588,formula_even,,,
840,589,general_key_d_3,3,4,8
840,590,formula_even,,,
840,591,formula_divisible_by_3,,,
840,592,formula_even,,,
840,593,general_key_d_7,7,4,24
840,594,formula_even,,,
840,595,formula_3_mod_4,,,
840,596,formula_even,,,
840,597,formula_divisible_by_3,,,
840,598,formula_even,,,
840,599,formula_3_mod_4,,,
840,600,formula_even,,,
840,601,general_key_d_15,15,4,56
840,602,formula_even,,,
840,603,formula_divisible_by_3,,,
840,604,formula_even,,,
840,605,general_key_d_3,3,4,8
840,606,formula_even,,,
840,607,formula_3_mod_4,,,
840,608,formula_even,,,
840,609,formula_divisible_by_3,,,
840,610,formula_even,,,
840,611,formula_3_mod_4,,,
840,612,formula_even,,,
840,613,general_key_d_3,3,4,8
840,614,formula_even,,,
840,615,formula_divisible_by_3,,,
840,616,formula_even,,,
840,617,general_key_d_7,7,4,24
840,618,formula_even,,,
840,619,formula_3_mod_4,,,
840,620,formula_even,,,
840,621,formula_divisible_by_3,,,
840,622,formula_even,,,
840,623,formula_3_mod_4,,,
840,624,formula_even,,,
840,625,general_key_d_3,3,2,10
840,626,formula_even,,,
840,627,formula_divisible_by_3,,,
840,628,formula_even,,,
840,629,general_key_d_3,3,4,8
840,630,formula_even,,,
840,631,formula_3_mod_4,,,
840,632,formula_even,,,
840,633,formula_divisible_by_3,,,
840,634,formula_even,,,
840,635,formula_3_mod_4,,,
840,636,formula_even,,,
840,637,general_key_d_3,3,4,8
840,638,formula_even,,,
840,639,formula_divisible_by_3,,,
840,640,formula_even,,,
840,641,general_key_d_7,7,4,24
840,642,formula_even,,,
840,643,formula_3_mod_4,,,
840,644,formula_even,,,
840,645,formula_divisible_by_3,,,
840,646,formula_even,,,
840,647,formula_3_mod_4,,,
840,648,formula_even,,,
840,649,general_key_d_23,23,8,84
840,650,formula_even,,,
840,651,formula_divisible_by_3,,,
840,652,formula_even,,,
840,653,general_key_d_3,3,4,8
840,654,formula_even,,,
840,655,formula_3_mod_4,,,
840,656,formula_even,,,
840,657,formula_divisible_by_3,,,
840,658,formula_even,,,
840,659,formula_3_mod_4,,,
840,660,formula_even,,,
840,661,general_key_d_3,3,4,8
840,662,formula_even,,,
840,663,formula_divisible_by_3,,,
840,664,formula_even,,,
840,665,general_key_d_7,7,4,24
840,666,formula_even,,,
840,667,formula_3_mod_4,,,
840,668,formula_even,,,
840,669,formula_divisible_by_3,,,
840,670,formula_even,,,
840,671,formula_3_mod_4,,,
840,672,formula_even,,,
840,673,general_key_d_7,7,8,20
840,674,formula_even,,,
840,675,formula_divisible_by_3,,,
840,676,formula_even,,,
840,677,general_key_d_3,3,4,8
840,678,formula_even,,,
840,679,formula_3_mod_4,,,
840,680,formula_even,,,
840,681,formula_divisible_by_3,,,
840,682,formula_even,,,
840,683,formula_3_mod_4,,,
840,684,formula_even,,,
840,685,general_key_d_3,3,4,8
840,686,formula_even,,,
840,687,formula_divisible_by_3,,,
840,688,formula_even,,,
840,689,general_key_d_7,7,4,24
840,690,formula_even,,,
840,691,formula_3_mod_4,,,
840,692,formula_even,,,
840,693,formula_divisible_by_3,,,
840,694,formula_even,,,
840,695,formula_3_mod_4,,,
840,696,formula_even,,,
840,697,general_key_d_3,3,2,10
840,698,formula_even,,,
840,699,formula_divisible_by_3,,,
840,700,formula_even,,,
840,701,general_key_d_3,3,4,8
840,702,formula_even,,,
840,703,formula_3_mod_4,,,
840,704,formula_even,,,
840,705,formula_divisible_by_3,,,
840,706,formula_even,,,
840,707,formula_3_mod_4,,,
840,708,formula_even,,,
840,709,general_key_d_3,3,4,8
840,710,formula_even,,,
840,711,formula_divisible_by_3,,,
840,712,formula_even,,,
840,713,general_key_d_7,7,4,24
840,714,formula_even,,,
840,715,formula_3_mod_4,,,
840,716,formula_even,,,
840,717,formula_divisible_by_3,,,
840,718,formula_even,,,
840,719,formula_3_mod_4,,,
840,720,formula_even,,,
840,721,general_key_d_11,11,2,42
840,722,formula_even,,,
840,723,formula_divisible_by_3,,,
840,724,formula_even,,,
840,725,general_key_d_3,3,4,8
840,726,formula_even,,,
840,727,formula_3_mod_4,,,
840,728,formula_even,,,
840,729,formula_divisible_by_3,,,
840,730,formula_even,,,
840,731,formula_3_mod_4,,,
840,732,formula_even,,,
840,733,general_key_d_3,3,4,8
840,734,formula_even,,,
840,735,formula_divisible_by_3,,,
840,736,formula_even,,,
840,737,general_key_d_7,7,4,24
840,738,formula_even,,,
840,739,formula_3_mod_4,,,
840,740,formula_even,,,
840,741,formula_divisible_by_3,,,
840,742,formula_even,,,
840,743,formula_3_mod_4,,,
840,744,formula_even,,,
840,745,general_key_d_3,3,2,10
840,746,formula_even,,,
840,747,formula_divisible_by_3,,,
840,748,formula_even,,,
840,749,general_key_d_3,3,4,8
840,750,formula_even,,,
840,751,formula_3_mod_4,,,
840,752,formula_even,,,
840,753,formula_divisible_by_3,,,
840,754,formula_even,,,
840,755,formula_3_mod_4,,,
840,756,formula_even,,,
840,757,general_key_d_3,3,4,8
840,758,formula_even,,,
840,759,formula_divisible_by_3,,,
840,760,formula_even,,,
840,761,general_key_d_7,7,4,24
840,762,formula_even,,,
840,763,formula_3_mod_4,,,
840,764,formula_even,,,
840,765,formula_divisible_by_3,,,
840,766,formula_even,,,
840,767,formula_3_mod_4,,,
840,768,formula_even,,,
840,769,general_key_d_15,15,4,56
840,770,formula_even,,,
840,771,formula_divisible_by_3,,,
840,772,formula_even,,,
840,773,general_key_d_3,3,4,8
840,774,formula_even,,,
840,775,formula_3_mod_4,,,
840,776,formula_even,,,
840,777,formula_divisible_by_3,,,
840,778,formula_even,,,
840,779,formula_3_mod_4,,,
840,780,formula_even,,,
840,781,general_key_d_3,3,4,8
840,782,formula_even,,,
840,783,formula_divisible_by_3,,,
840,784,formula_even,,,
840,785,general_key_d_7,7,4,24
840,786,formula_even,,,
840,787,formula_3_mod_4,,,
840,788,formula_even,,,
840,789,formula_divisible_by_3,,,
840,790,formula_even,,,
840,791,formula_3_mod_4,,,
840,792,formula_even,,,
840,793,general_key_d_7,7,8,20
840,794,formula_even,,,
840,795,formula_divisible_by_3,,,
840,796,formula_even,,,
840,797,general_key_d_3,3,4,8
840,798,formula_even,,,
840,799,formula_3_mod_4,,,
840,800,formula_even,,,
840,801,formula_divisible_by_3,,,
840,802,formula_even,,,
840,803,formula_3_mod_4,,,
840,804,formula_even,,,
840,805,general_key_d_3,3,4,8
840,806,formula_even,,,
840,807,formula_divisible_by_3,,,
840,808,formula_even,,,
840,809,general_key_d_7,7,4,24
840,810,formula_even,,,
840,811,formula_3_mod_4,,,
840,812,formula_even,,,
840,813,formula_divisible_by_3,,,
840,814,formula_even,,,
840,815,formula_3_mod_4,,,
840,816,formula_even,,,
840,817,general_key_d_3,3,2,10
840,818,formula_even,,,
840,819,formula_divisible_by_3,,,
840,820,formula_even,,,
840,821,general_key_d_3,3,4,8
840,822,formula_even,,,
840,823,formula_3_mod_4,,,
840,824,formula_even,,,
840,825,formula_divisible_by_3,,,
840,826,formula_even,,,
840,827,formula_3_mod_4,,,
840,828,formula_even,,,
840,829,general_key_d_3,3,4,8
840,830,formula_even,,,
840,831,formula_divisible_by_3,,,
840,832,formula_even,,,
840,833,general_key_d_7,7,4,24
840,834,formula_even,,,
840,835,formula_3_mod_4,,,
840,836,formula_even,,,
840,837,formula_divisible_by_3,,,
840,838,formula_even,,,
840,839,formula_3_mod_4,,,
9240,121,general_key_d_3,3,1,11
9240,1009,general_key_d_3,3,1,11
9240,1801,general_key_d_3,3,1,11
9240,1969,general_key_d_3,3,1,11
9240,3649,general_key_d_3,3,1,11
9240,8569,general_key_d_3,3,1,11
10920,2041,general_key_d_7,7,2,26
10920,5401,general_key_d_7,7,2,26
14280,3049,general_key_d_11,11,10,34
14280,3361,general_key_d_39,39,20,136
14280,6409,general_key_d_11,11,10,34
14280,10081,general_key_d_39,39,20,136
