class_id,modulus,residue,d,a,b,rule_modulus,covered_subclasses
4623,225297552480,37329693361,23,18,74,1332,1
4636,225297552480,39050532481,119,180,296,13320,1
4660,225297552480,42227466241,23,18,74,1332,1
4673,225297552480,43948305361,119,180,296,13320,1
4697,225297552480,47125239121,23,18,74,1332,1
4710,225297552480,48846078241,119,180,296,13320,1
4747,225297552480,53743851121,119,180,296,13320,1
4784,225297552480,58641624001,119,180,296,13320,1
4821,225297552480,63539396881,119,180,296,13320,1
4858,225297552480,68437169761,119,180,296,13320,1
4882,225297552480,71614103521,23,18,74,1332,1
4919,225297552480,76511876401,23,18,74,1332,1
4956,225297552480,81409649281,23,18,74,1332,1
4993,225297552480,86307422161,23,18,74,1332,1
5043,225297552480,92926034161,119,180,296,13320,1
5044,225297552480,93058406401,239,36,920,8280,1
5067,225297552480,96102967921,23,18,74,1332,1
5080,225297552480,97823807041,119,180,296,13320,1
5104,225297552480,101000740801,23,18,74,1332,1
5117,225297552480,102721579921,119,180,296,13320,1
5141,225297552480,105898513681,23,18,74,1332,1
5154,225297552480,107619352801,119,180,296,13320,1
5191,225297552480,112517125681,119,180,296,13320,1
5215,225297552480,115694059441,23,18,74,1332,1
5228,225297552480,117414898561,119,180,296,13320,1
5252,225297552480,120591832321,23,18,74,1332,1
5265,225297552480,122312671441,119,180,296,13320,1
5289,225297552480,125489605201,23,18,74,1332,1
5302,225297552480,127210444321,119,180,296,13320,1
5326,225297552480,130387378081,23,18,74,1332,1
5363,225297552480,135285150961,23,18,74,1332,1
5400,225297552480,140182923841,23,18,74,1332,1
5407,225297552480,141109529521,143,128,444,14208,1
5413,225297552480,141903762961,119,180,296,13320,1
5437,225297552480,145080696721,23,18,74,1332,1
5450,225297552480,146801535841,119,180,296,13320,1
5458,225297552480,147860513761,239,36,920,8280,1
5474,225297552480,149978469601,23,18,74,1332,1
5481,225297552480,150905075281,143,128,444,14208,1
5487,225297552480,151699308721,119,180,296,13320,1
5511,225297552480,154876242481,23,18,74,1332,1
5524,225297552480,156597081601,119,180,296,13320,1
5548,225297552480,159774015361,23,18,74,1332,1
5561,225297552480,161494854481,119,180,296,13320,1
5598,225297552480,166392627361,119,180,296,13320,1
5635,225297552480,171290400241,119,180,296,13320,1
5672,225297552480,176188173121,119,180,296,13320,1
5709,225297552480,181085946001,119,180,296,13320,1
5733,225297552480,184262879761,23,18,74,1332,1
5770,225297552480,189160652641,23,18,74,1332,1
5777,225297552480,190087258321,143,128,444,14208,1
5807,225297552480,194058425521,23,18,74,1332,1
5844,225297552480,198956198401,23,18,74,1332,1
5881,225297552480,203853971281,23,18,74,1332,1
5894,225297552480,205574810401,119,180,296,13320,1
5918,225297552480,208751744161,23,18,74,1332,1
5931,225297552480,210472583281,119,180,296,13320,1
5955,225297552480,213649517041,23,18,74,1332,1
5968,225297552480,215370356161,119,180,296,13320,1
5992,225297552480,218547289921,23,18,74,1332,1
6005,225297552480,220268129041,119,180,296,13320,1
11,132372240,1082041,47,36,152,1368,391
11,132372240,1082041,71,12,272,816,92
11,132372240,1082041,119,16,460,1840,60
6300,155272637520,4236993721,39,64,92,1472,1
6323,155272637520,7281555241,39,64,92,1472,1
6369,155272637520,13370678281,39,64,92,1472,1
6392,155272637520,16415239801,39,64,92,1472,1
6438,155272637520,22504362841,39,64,92,1472,1
6441,155272637520,22901479561,215,32,828,6624,3
6441,155272637520,22901479561,215,216,644,34776,1
6530,155272637520,34682608921,39,64,92,1472,1
6576,155272637520,40771731961,39,64,92,1472,1
6599,155272637520,43816293481,39,64,92,1472,1
6645,155272637520,49905416521,39,64,92,1472,1
6714,155272637520,59039101081,39,64,92,1472,1
6783,155272637520,68172785641,39,64,92,1472,1
6806,155272637520,71217347161,39,64,92,1472,1
6921,155272637520,86440154761,39,64,92,1472,1
6944,155272637520,89484716281,39,64,92,1472,1
6990,155272637520,95573839321,39,64,92,1472,1
6993,155272637520,95970956041,215,32,828,6624,3
6993,155272637520,95970956041,215,216,644,34776,1
7082,155272637520,107752085401,39,64,92,1472,1
7151,155272637520,116885769961,39,64,92,1472,1
7172,155272637520,119665587001,167,92,576,13248,1
7197,155272637520,122974893001,39,64,92,1472,1
7220,155272637520,126019454521,39,64,92,1472,1
7335,155272637520,141242262121,39,64,92,1472,1
7358,155272637520,144286823641,39,64,92,1472,1
7407,155272637520,150773063401,215,32,828,6624,3
7407,155272637520,150773063401,215,216,644,34776,1
7427,155272637520,153420508201,39,64,92,1472,1
12,132372240,1202161,55,2,218,436,86
12,132372240,1202161,119,40,436,4360,43
14,132372240,1442401,95,12,368,1104,164
14,132372240,1442401,11,3,41,492,84
14,132372240,1442401,59,6,230,1380,78
14,132372240,1442401,31,32,92,736,39
12298,249654044640,7943776801,95,11,369,16236,1
12339,249654044640,13371038641,95,11,369,16236,1
12380,249654044640,18798300481,95,11,369,16236,1
12421,249654044640,24225562321,95,11,369,16236,1
12462,249654044640,29652824161,95,11,369,16236,1
12544,249654044640,40507347841,95,11,369,16236,1
12585,249654044640,45934609681,95,11,369,16236,1
12622,249654044640,50832382561,239,36,920,8280,1
12626,249654044640,51361871521,95,11,369,16236,1
12667,249654044640,56789133361,95,11,369,16236,1
12741,249654044640,66584679121,495,832,1148,238784,1
12783,249654044640,72144313201,239,36,920,8280,1
12790,249654044640,73070918881,95,11,369,16236,1
12831,249654044640,78498180721,95,11,369,16236,1
12872,249654044640,83925442561,95,11,369,16236,1
12913,249654044640,89352704401,95,11,369,16236,1
12995,249654044640,100207228081,95,11,369,16236,1
13036,249654044640,105634489921,95,11,369,16236,1
13077,249654044640,111061751761,95,11,369,16236,1
13118,249654044640,116489013601,95,11,369,16236,1
13241,249654044640,132770799121,95,11,369,16236,1
13282,249654044640,138198060961,95,11,369,16236,1
13323,249654044640,143625322801,95,11,369,16236,1
13364,249654044640,149052584641,95,11,369,16236,1
13405,249654044640,154479846481,95,11,369,16236,1
13487,249654044640,165334370161,95,11,369,16236,1
13496,249654044640,166525720321,239,36,920,8280,1
13519,249654044640,169570281841,239,36,920,8280,1
13565,249654044640,175659404881,239,36,920,8280,1
13569,249654044640,176188893841,95,11,369,16236,1
13610,249654044640,181616155681,95,11,369,16236,1
13733,249654044640,197897941201,95,11,369,16236,1
13772,249654044640,203060458561,239,36,920,8280,1
13774,249654044640,203325203041,95,11,369,16236,1
13815,249654044640,208752464881,95,11,369,16236,1
13856,249654044640,214179726721,95,11,369,16236,1
13938,249654044640,225034250401,95,11,369,16236,1
13979,249654044640,230461512241,95,11,369,16236,1
14020,249654044640,235888774081,95,11,369,16236,1
14061,249654044640,241316035921,95,11,369,16236,1
16,132372240,1682641,39,1,155,620,122
16,132372240,1682641,47,2,186,372,61
16,132372240,1682641,95,8,372,744,61
16,132372240,1682641,19,14,62,868,61
16,132372240,1682641,31,2,122,244,52
16,132372240,1682641,23,31,61,7564,1
14264,250315905840,2781499681,35,18,122,2196,1
14270,250315905840,3575733121,71,36,248,2232,1
14282,250315905840,5164200001,287,104,1044,27144,1
14284,250315905840,5428944481,287,104,1044,27144,1
14293,250315905840,6620294641,287,104,1044,27144,1
14301,250315905840,7679272561,71,36,248,2232,1
14325,250315905840,10856206321,35,18,122,2196,1
14340,250315905840,12841789921,287,104,1044,27144,1
14363,250315905840,15886351441,71,36,248,2232,1
14386,250315905840,18930912961,35,18,122,2196,1
14394,250315905840,19989890881,71,36,248,2232,1
14396,250315905840,20254635361,287,104,1044,27144,1
14405,250315905840,21445985521,287,104,1044,27144,1
14409,250315905840,21975474481,287,104,1044,27144,1
14425,250315905840,24093430321,71,36,248,2232,1
14433,250315905840,25152408241,287,104,1044,27144,1
14434,250315905840,25284780481,287,104,1044,27144,1
14437,250315905840,25681897201,287,104,1044,27144,1
14448,250315905840,27137991841,287,104,1044,27144,1
14450,250315905840,27402736321,287,104,1044,27144,1
14456,250315905840,28196969761,71,36,248,2232,1
14471,250315905840,30182553361,287,104,1044,27144,1
14487,250315905840,32300509201,71,36,248,2232,1
14508,250315905840,35080326241,35,18,122,2196,1
14518,250315905840,36404048641,71,36,248,2232,1
14531,250315905840,38124887761,287,104,1044,27144,1
14532,250315905840,38257260001,287,104,1044,27144,1
14544,250315905840,39845726881,287,104,1044,27144,1
14580,250315905840,44611127521,71,36,248,2232,1
14591,250315905840,46067222161,287,416,732,76128,1
14611,250315905840,48714666961,71,36,248,2232,1
14630,250315905840,51229739521,35,18,122,2196,1
14642,250315905840,52818206401,71,36,248,2232,1
14673,250315905840,56921745841,71,36,248,2232,1
14691,250315905840,59304446161,35,18,122,2196,1
14704,250315905840,61025285281,71,36,248,2232,1
14712,250315905840,62084263201,287,104,1044,27144,1
14735,250315905840,65128824721,71,36,248,2232,1
14744,250315905840,66320174881,287,104,1044,27144,1
14752,250315905840,67379152801,35,18,122,2196,1
14754,250315905840,67643897281,191,32,732,5856,1
14766,250315905840,69232364161,71,36,248,2232,1
14797,250315905840,73335903601,71,36,248,2232,1
14813,250315905840,75453859441,35,18,122,2196,1
14828,250315905840,77439443041,71,36,248,2232,1
14830,250315905840,77704187521,287,104,1044,27144,1
14835,250315905840,78366048721,287,416,732,76128,1
14841,250315905840,79160282161,287,104,1044,27144,1
14859,250315905840,81542982481,71,36,248,2232,1
14874,250315905840,83528566081,35,18,122,2196,1
14890,250315905840,85646521921,71,36,248,2232,1
14892,250315905840,85911266401,287,104,1044,27144,1
14914,250315905840,88823455681,287,104,1044,27144,1
14921,250315905840,89750061361,71,36,248,2232,1
14935,250315905840,91603272721,35,18,122,2196,1
14952,250315905840,93853600801,71,36,248,2232,1
14983,250315905840,97957140241,71,36,248,2232,1
14996,250315905840,99677979361,35,18,122,2196,1
14998,250315905840,99942723841,191,32,732,5856,1
15007,250315905840,101134074001,287,104,1044,27144,1
15014,250315905840,102060679681,71,36,248,2232,1
15029,250315905840,104046263281,287,104,1044,27144,1
15045,250315905840,106164219121,71,36,248,2232,1
15052,250315905840,107090824801,287,104,1044,27144,1
15057,250315905840,107752686001,35,18,122,2196,1
15071,250315905840,109605897361,287,104,1044,27144,1
15076,250315905840,110267758561,71,36,248,2232,1
15117,250315905840,115695020401,287,104,1044,27144,1
15118,250315905840,115827392641,35,18,122,2196,1
15136,250315905840,118210092961,287,104,1044,27144,1
15138,250315905840,118474837441,71,36,248,2232,1
15169,250315905840,122578376881,71,36,248,2232,1
15179,250315905840,123902099281,35,18,122,2196,1
15181,250315905840,124166843761,287,104,1044,27144,1
15200,250315905840,126681916321,71,36,248,2232,1
15231,250315905840,130785455761,71,36,248,2232,1
15240,250315905840,131976805921,35,18,122,2196,1
15242,250315905840,132241550401,191,32,732,5856,1
15262,250315905840,134888995201,71,36,248,2232,1
15285,250315905840,137933556721,287,104,1044,27144,1
15293,250315905840,138992534641,71,36,248,2232,1
15301,250315905840,140051512561,35,18,122,2196,1
15324,250315905840,143096074081,71,36,248,2232,1
15355,250315905840,147199613521,71,36,248,2232,1
15362,250315905840,148126219201,35,18,122,2196,1
15386,250315905840,151303152961,71,36,248,2232,1
15399,250315905840,153023992081,287,104,1044,27144,1
15417,250315905840,155406692401,71,36,248,2232,1
15423,250315905840,156200925841,35,18,122,2196,1
15442,250315905840,158715998401,287,104,1044,27144,1
15448,250315905840,159510231841,71,36,248,2232,1
15475,250315905840,163084282321,287,104,1044,27144,1
15479,250315905840,163613771281,71,36,248,2232,1
15481,250315905840,163878515761,287,104,1044,27144,1
15508,250315905840,167452566241,287,104,1044,27144,1
15510,250315905840,167717310721,71,36,248,2232,1
15522,250315905840,169305777601,287,104,1044,27144,1
15541,250315905840,171820850161,71,36,248,2232,1
15572,250315905840,175924389601,71,36,248,2232,1
15582,250315905840,177248112001,287,104,1044,27144,1
15603,250315905840,180027929041,71,36,248,2232,1
15629,250315905840,183469607281,287,104,1044,27144,1
15634,250315905840,184131468481,71,36,248,2232,1
15658,250315905840,187308402241,287,104,1044,27144,1
15665,250315905840,188235007921,71,36,248,2232,1
15667,250315905840,188499752401,35,18,122,2196,1
15681,250315905840,190352963761,287,104,1044,27144,1
15696,250315905840,192338547361,71,36,248,2232,1
15719,250315905840,195383108881,287,104,1044,27144,1
15723,250315905840,195912597841,287,104,1044,27144,1
15727,250315905840,196442086801,71,36,248,2232,1
15728,250315905840,196574459041,35,18,122,2196,1
15743,250315905840,198560042641,287,104,1044,27144,1
15758,250315905840,200545626241,71,36,248,2232,1
15776,250315905840,202928326561,287,104,1044,27144,1
15782,250315905840,203722560001,287,104,1044,27144,1
15789,250315905840,204649165681,35,18,122,2196,1
15815,250315905840,208090843921,359,72,1364,24552,1
15819,250315905840,208620332881,287,104,1044,27144,1
15820,250315905840,208752705121,71,36,248,2232,1
15850,250315905840,212723872321,35,18,122,2196,1
15851,250315905840,212856244561,71,36,248,2232,1
15865,250315905840,214709455921,287,104,1044,27144,1
15875,250315905840,216033178321,287,104,1044,27144,1
15882,250315905840,216959784001,71,36,248,2232,1
15896,250315905840,218812995361,287,104,1044,27144,1
15911,250315905840,220798578961,35,18,122,2196,1
15912,250315905840,220930951201,287,104,1044,27144,1
15913,250315905840,221063323441,71,36,248,2232,1
15944,250315905840,225166862881,71,36,248,2232,1
15975,250315905840,229270402321,71,36,248,2232,1
15999,250315905840,232447336081,287,104,1044,27144,1
16006,250315905840,233373941761,71,36,248,2232,1
16031,250315905840,236683247761,287,104,1044,27144,1
16033,250315905840,236947992241,35,18,122,2196,1
16037,250315905840,237477481201,71,36,248,2232,1
16068,250315905840,241581020641,71,36,248,2232,1
16094,250315905840,245022698881,35,18,122,2196,1
16099,250315905840,245684560081,71,36,248,2232,1
16130,250315905840,249788099521,71,36,248,2232,1
17,132372240,1802761,19,2,74,148,142
17,132372240,1802761,19,5,71,1420,70
17,132372240,1802761,27,37,71,10508,1
16563,347741874480,1855014121,119,32,444,3552,1
16600,347741874480,6752787001,119,32,444,3552,1
16637,347741874480,11650559881,119,32,444,3552,1
16674,347741874480,16548332761,119,32,444,3552,1
16711,347741874480,21446105641,119,32,444,3552,1
16748,347741874480,26343878521,119,32,444,3552,1
16785,347741874480,31241651401,119,32,444,3552,1
16822,347741874480,36139424281,119,32,444,3552,1
16859,347741874480,41037197161,119,32,444,3552,1
16896,347741874480,45934970041,119,32,444,3552,1
16933,347741874480,50832742921,119,32,444,3552,1
16970,347741874480,55730515801,119,32,444,3552,1
17007,347741874480,60628288681,119,32,444,3552,1
17044,347741874480,65526061561,119,32,444,3552,1
17081,347741874480,70423834441,119,32,444,3552,1
17118,347741874480,75321607321,119,32,444,3552,1
17155,347741874480,80219380201,119,32,444,3552,1
17192,347741874480,85117153081,119,32,444,3552,1
17229,347741874480,90014925961,119,32,444,3552,1
17230,347741874480,90147298201,263,444,608,67488,1
17266,347741874480,94912698841,119,32,444,3552,1
17303,347741874480,99810471721,119,32,444,3552,1
17340,347741874480,104708244601,119,32,444,3552,1
17377,347741874480,109606017481,119,32,444,3552,1
17414,347741874480,114503790361,119,32,444,3552,1
17451,347741874480,119401563241,119,32,444,3552,1
17488,347741874480,124299336121,119,32,444,3552,1
17525,347741874480,129197109001,119,32,444,3552,1
17562,347741874480,134094881881,119,32,444,3552,1
17599,347741874480,138992654761,119,32,444,3552,1
17636,347741874480,143890427641,119,32,444,3552,1
17673,347741874480,148788200521,119,32,444,3552,1
17710,347741874480,153685973401,119,32,444,3552,1
17747,347741874480,158583746281,119,32,444,3552,1
17784,347741874480,163481519161,119,32,444,3552,1
17821,347741874480,168379292041,119,32,444,3552,1
17858,347741874480,173277064921,119,32,444,3552,1
17895,347741874480,178174837801,119,32,444,3552,1
17932,347741874480,183072610681,119,32,444,3552,1
18006,347741874480,192868156441,119,32,444,3552,1
18043,347741874480,197765929321,119,32,444,3552,1
18080,347741874480,202663702201,119,32,444,3552,1
18117,347741874480,207561475081,119,32,444,3552,1
18154,347741874480,212459247961,119,32,444,3552,1
18191,347741874480,217357020841,119,32,444,3552,1
18228,347741874480,222254793721,119,32,444,3552,1
18265,347741874480,227152566601,119,32,444,3552,1
18302,347741874480,232050339481,119,32,444,3552,1
18339,347741874480,236948112361,119,32,444,3552,1
18340,347741874480,237080484601,263,444,608,67488,1
18376,347741874480,241845885241,119,32,444,3552,1
18413,347741874480,246743658121,119,32,444,3552,1
18414,347741874480,246876030361,263,444,608,67488,1
18450,347741874480,251641431001,119,32,444,3552,1
18487,347741874480,256539203881,119,32,444,3552,1
18524,347741874480,261436976761,119,32,444,3552,1
18561,347741874480,266334749641,119,32,444,3552,1
18598,347741874480,271232522521,119,32,444,3552,1
18635,347741874480,276130295401,119,32,444,3552,1
18672,347741874480,281028068281,119,32,444,3552,1
18709,347741874480,285925841161,119,32,444,3552,1
18746,347741874480,290823614041,119,32,444,3552,1
18783,347741874480,295721386921,119,32,444,3552,1
18820,347741874480,300619159801,119,32,444,3552,1
18857,347741874480,305516932681,119,32,444,3552,1
18894,347741874480,310414705561,119,32,444,3552,1
18931,347741874480,315312478441,119,32,444,3552,1
19005,347741874480,325108024201,119,32,444,3552,1
19042,347741874480,330005797081,119,32,444,3552,1
19079,347741874480,334903569961,119,32,444,3552,1
19116,347741874480,339801342841,119,32,444,3552,1
19153,347741874480,344699115721,119,32,444,3552,1
18,132372240,1922881,23,24,68,408,122
18,132372240,1922881,39,20,136,680,61
18,132372240,1922881,7,11,17,748,61
18,132372240,1922881,95,6,374,2244,61
19432,137270012880,14827613761,35,18,122,2196,1
19554,137270012880,30977027041,35,18,122,2196,1
19615,137270012880,39051733681,35,18,122,2196,1
19676,137270012880,47126440321,35,18,122,2196,1
19737,137270012880,55201146961,35,18,122,2196,1
19798,137270012880,63275853601,35,18,122,2196,1
19823,137270012880,66585159601,439,56,1700,23800,1
19859,137270012880,71350560241,35,18,122,2196,1
19981,137270012880,87499973521,35,18,122,2196,1
20042,137270012880,95574680161,35,18,122,2196,1
20164,137270012880,111724093441,35,18,122,2196,1
20225,137270012880,119798800081,35,18,122,2196,1
20288,137270012880,128138251201,191,32,732,5856,1
20347,137270012880,135948213361,35,18,122,2196,1
19,132372240,2043001,7,11,17,748,46
19,132372240,2043001,35,2,138,276,30
19,132372240,2043001,71,8,276,552,15
20408,51757545840,1061020921,11,17,27,1836,1
20413,51757545840,1722882121,39,64,92,1472,1
20425,51757545840,3311349001,11,17,27,1836,1
20436,51757545840,4767443641,39,64,92,1472,1
20453,51757545840,7017771721,55,92,128,2944,1
20459,51757545840,7812005161,39,64,92,1472,1
20461,51757545840,8076749641,95,138,242,33396,1
20476,51757545840,10062333241,11,17,27,1836,1
20482,51757545840,10856566681,39,64,92,1472,1
20484,51757545840,11121311161,95,138,242,33396,1
20510,51757545840,14562989401,87,92,256,5888,1
20549,51757545840,19725506761,167,92,576,13248,1
20561,51757545840,21313973641,11,17,27,1836,1
20574,51757545840,23034812761,39,64,92,1472,1
20578,51757545840,23564301721,11,17,27,1836,1
20591,51757545840,25285140841,55,92,128,2944,1
20597,51757545840,26079374281,39,64,92,1472,1
20599,51757545840,26344118761,95,138,242,33396,1
20614,51757545840,28329702361,55,92,128,2944,1
20620,51757545840,29123935801,39,64,92,1472,1
20622,51757545840,29388680281,95,138,242,33396,1
20629,51757545840,30315285961,11,17,27,1836,1
20643,51757545840,32168497321,39,64,92,1472,1
20646,51757545840,32565614041,11,17,27,1836,1
20660,51757545840,34418825401,239,36,920,8280,1
20689,51757545840,38257620361,39,64,92,1472,1
20714,51757545840,41566926361,11,17,27,1836,1
20731,51757545840,43817254441,11,17,27,1836,1
20735,51757545840,44346743401,39,64,92,1472,1
20737,51757545840,44611487881,95,138,242,33396,1
20752,51757545840,46597071481,55,92,128,2944,1
20758,51757545840,47391304921,39,64,92,1472,1
20761,51757545840,47788421641,215,32,828,6624,1
20775,51757545840,49641633001,55,92,128,2944,1
20782,51757545840,50568238681,11,17,27,1836,1
21,132372240,2283241,23,24,68,408,258
21,132372240,2283241,39,20,136,680,129
21,132372240,2283241,7,11,17,748,129
21,132372240,2283241,71,12,272,816,129
21,132372240,2283241,95,6,374,2244,129
21,132372240,2283241,11,1,43,172,66
21,132372240,2283241,23,6,86,516,33
21,132372240,2283241,15,17,43,2924,3
21,132372240,2283241,47,86,102,8772,3
21077,290292322320,2649728041,11,17,27,1836,1
21103,290292322320,6091406281,35,54,86,4644,1
21128,290292322320,9400712281,11,17,27,1836,1
21170,290292322320,14960346361,359,60,1376,20640,1
21179,290292322320,16151696521,11,17,27,1836,1
21230,290292322320,22902680761,11,17,27,1836,1
21232,290292322320,23167425241,35,54,86,4644,1
21281,290292322320,29653665001,11,17,27,1836,1
21332,290292322320,36404649241,11,17,27,1836,1
21383,290292322320,43155633481,11,17,27,1836,1
21434,290292322320,49906617721,11,17,27,1836,1
21485,290292322320,56657601961,11,17,27,1836,1
21490,290292322320,57319463161,35,54,86,4644,1
21587,290292322320,70159570441,11,17,27,1836,1
21638,290292322320,76910554681,11,17,27,1836,1
21689,290292322320,83661538921,11,17,27,1836,1
21740,290292322320,90412523161,11,17,27,1836,1
21748,290292322320,91471501081,35,54,86,4644,1
21791,290292322320,97163507401,11,17,27,1836,1
21842,290292322320,103914491641,11,17,27,1836,1
21887,290292322320,109871242441,299,35,1161,162540,1
21893,290292322320,110665475881,11,17,27,1836,1
21944,290292322320,117416460121,11,17,27,1836,1
21995,290292322320,124167444361,11,17,27,1836,1
22006,290292322320,125623539001,35,54,86,4644,1
22016,290292322320,126947261401,299,35,1161,162540,1
22046,290292322320,130918428601,11,17,27,1836,1
22097,290292322320,137669412841,11,17,27,1836,1
22108,290292322320,139125507481,251,86,918,78948,1
22135,290292322320,142699557961,35,54,86,4644,1
22148,290292322320,144420397081,11,17,27,1836,1
22199,290292322320,151171381321,11,17,27,1836,1
22250,290292322320,157922365561,11,17,27,1836,1
22264,290292322320,159775576921,35,54,86,4644,1
22301,290292322320,164673349801,11,17,27,1836,1
22352,290292322320,171424334041,11,17,27,1836,1
22403,290292322320,178175318281,11,17,27,1836,1
22454,290292322320,184926302521,11,17,27,1836,1
22505,290292322320,191677286761,11,17,27,1836,1
22522,290292322320,193927614841,35,54,86,4644,1
22556,290292322320,198428271001,11,17,27,1836,1
22651,290292322320,211003633801,35,54,86,4644,1
22658,290292322320,211930239481,11,17,27,1836,1
22811,290292322320,232183192201,11,17,27,1836,1
22862,290292322320,238934176441,11,17,27,1836,1
22890,290292322320,242640599161,359,60,1376,20640,1
22909,290292322320,245155671721,35,54,86,4644,1
22913,290292322320,245685160681,11,17,27,1836,1
22964,290292322320,252436144921,11,17,27,1836,1
23015,290292322320,259187129161,11,17,27,1836,1
23038,290292322320,262231690681,35,54,86,4644,1
23066,290292322320,265938113401,11,17,27,1836,1
23117,290292322320,272689097641,11,17,27,1836,1
23168,290292322320,279440081881,11,17,27,1836,1
23219,290292322320,286191066121,11,17,27,1836,1
26,132372240,2883841,39,20,136,680,46
26,132372240,2883841,47,4,184,184,30
26,132372240,2883841,95,6,374,2244,21
26,132372240,2883841,55,68,152,2584,21
23417,51757545840,532372801,131,182,342,62244,1
23421,51757545840,1061861761,31,32,92,736,9
23421,51757545840,1061861761,215,216,644,34776,1
23423,51757545840,1326606241,131,182,342,62244,1
23434,51757545840,2782700881,119,200,276,13800,1
23436,51757545840,3047445361,71,68,216,3672,1
23453,51757545840,5297773441,71,68,216,3672,1
23455,51757545840,5562517921,131,182,342,62244,1
23456,51757545840,5694890161,131,182,342,62244,1
23457,51757545840,5827262401,119,200,276,13800,1
23861,258787729200,212857445761,131,182,342,62244,1
23459,51757545840,6092006881,131,182,342,62244,1
23469,51757545840,7415729281,131,182,342,62244,1
23471,51757545840,7680473761,131,182,342,62244,1
23474,51757545840,8077590481,131,182,342,62244,1
23480,51757545840,8871823921,359,11,1425,62700,1
23485,51757545840,9533685121,131,182,342,62244,1
23490,51757545840,10195546321,31,32,92,736,1
23497,51757545840,11122152001,11,17,27,1836,1
23503,51757545840,11916385441,119,200,276,13800,1
23899,258787729200,167189022961,131,182,342,62244,1
23504,51757545840,12048757681,131,182,342,62244,1
23905,155272637520,63806303521,71,68,216,3672,1
