n,method,x,y,z,verified,d,a,b,n_mod_4,n_mod_8,n_mod_12,n_mod_24,n_mod_60,n_mod_120,n_mod_840
7062,formula_even,3531,7062,7062,True,,,,2,6,6,6,42,102,342
7063,formula_3_mod_4,1766,24946516,24946516,True,,,,3,7,7,7,43,103,343
7064,formula_even,3532,7064,7064,True,,,,0,0,8,8,44,104,344
7065,formula_divisible_by_3,2355,14130,14130,True,,,,1,1,9,9,45,105,345
7066,formula_even,3533,7066,7066,True,,,,2,2,10,10,46,106,346
7067,formula_3_mod_4,1767,24974778,24974778,True,,,,3,3,11,11,47,107,347
7068,formula_even,3534,7068,7068,True,,,,0,4,0,12,48,108,348
7069,general_key_d_3,1768,12497992,6248996,True,3,4,8,1,5,1,13,49,109,349
7070,formula_even,3535,7070,7070,True,,,,2,6,2,14,50,110,350
7071,formula_divisible_by_3,2357,14142,14142,True,,,,3,7,3,15,51,111,351
7072,formula_even,3536,7072,7072,True,,,,0,0,4,16,52,112,352
7073,general_key_d_3,1769,50048548,4549868,True,3,1,11,1,1,5,17,53,113,353
7074,formula_even,3537,7074,7074,True,,,,2,2,6,18,54,114,354
7075,formula_3_mod_4,1769,25031350,25031350,True,,,,3,3,7,19,55,115,355
7076,formula_even,3538,7076,7076,True,,,,0,4,8,20,56,116,356
7077,formula_divisible_by_3,2359,14154,14154,True,,,,1,5,9,21,57,117,357
7078,formula_even,3539,7078,7078,True,,,,2,6,10,22,58,118,358
7079,formula_3_mod_4,1770,25059660,25059660,True,,,,3,7,11,23,59,119,359
7080,formula_even,3540,7080,7080,True,,,,0,0,0,0,0,0,360
7081,general_key_d_3,1771,50161804,4560164,True,3,1,11,1,1,1,1,1,1,361
7082,formula_even,3541,7082,7082,True,,,,2,2,2,2,2,2,362
7083,formula_divisible_by_3,2361,14166,14166,True,,,,3,3,3,3,3,3,363
7084,formula_even,3542,7084,7084,True,,,,0,4,4,4,4,4,364
7085,general_key_d_3,1772,25109240,5021848,True,3,2,10,1,5,5,5,5,5,365
7086,formula_even,3543,7086,7086,True,,,,2,6,6,6,6,6,366
7087,formula_3_mod_4,1772,25116328,25116328,True,,,,3,7,7,7,7,7,367
7088,formula_even,3544,7088,7088,True,,,,0,0,8,8,8,8,368
7089,formula_divisible_by_3,2363,14178,14178,True,,,,1,1,9,9,9,9,369
7090,formula_even,3545,7090,7090,True,,,,2,2,10,10,10,10,370
7091,formula_3_mod_4,1773,25144686,25144686,True,,,,3,3,11,11,11,11,371
7092,formula_even,3546,7092,7092,True,,,,0,4,0,12,12,12,372
7093,general_key_d_3,1774,12582982,6291491,True,3,4,8,1,5,1,13,13,13,373
7094,formula_even,3547,7094,7094,True,,,,2,6,2,14,14,14,374
7095,formula_divisible_by_3,2365,14190,14190,True,,,,3,7,3,15,15,15,375
7096,formula_even,3548,7096,7096,True,,,,0,0,4,16,16,16,376
7097,general_key_d_3,1775,25194350,5038870,True,3,2,10,1,1,5,17,17,17,377
7098,formula_even,3549,7098,7098,True,,,,2,2,6,18,18,18,378
7099,formula_3_mod_4,1775,25201450,25201450,True,,,,3,3,7,19,19,19,379
7100,formula_even,3550,7100,7100,True,,,,0,4,8,20,20,20,380
7101,formula_divisible_by_3,2367,14202,14202,True,,,,1,5,9,21,21,21,381
7102,formula_even,3551,7102,7102,True,,,,2,6,10,22,22,22,382
7103,formula_3_mod_4,1776,25229856,25229856,True,,,,3,7,11,23,23,23,383
7104,formula_even,3552,7104,7104,True,,,,0,0,0,0,24,24,384
7105,general_key_d_3,1777,25251170,5050234,True,3,2,10,1,1,1,1,25,25,385
7106,formula_even,3553,7106,7106,True,,,,2,2,2,2,26,26,386
7107,formula_divisible_by_3,2369,14214,14214,True,,,,3,3,3,3,27,27,387
7108,formula_even,3554,7108,7108,True,,,,0,4,4,4,28,28,388
7109,general_key_d_3,1778,12639802,6319901,True,3,4,8,1,5,5,5,29,29,389
7110,formula_even,3555,7110,7110,True,,,,2,6,6,6,30,30,390
7111,formula_3_mod_4,1778,25286716,25286716,True,,,,3,7,7,7,31,31,391
7112,formula_even,3556,7112,7112,True,,,,0,0,8,8,32,32,392
7113,formula_divisible_by_3,2371,14226,14226,True,,,,1,1,9,9,33,33,393
7114,formula_even,3557,7114,7114,True,,,,2,2,10,10,34,34,394
7115,formula_3_mod_4,1779,25315170,25315170,True,,,,3,3,11,11,35,35,395
7116,formula_even,3558,7116,7116,True,,,,0,4,0,12,36,36,396
7117,general_key_d_3,1780,50673040,4606640,True,3,1,11,1,5,1,13,37,37,397
7118,formula_even,3559,7118,7118,True,,,,2,6,2,14,38,38,398
7119,formula_divisible_by_3,2373,14238,14238,True,,,,3,7,3,15,39,39,399
7120,formula_even,3560,7120,7120,True,,,,0,0,4,16,40,40,400
7121,general_key_d_7,1782,50758488,1879944,True,7,1,27,1,1,5,17,41,41,401
7122,formula_even,3561,7122,7122,True,,,,2,2,6,18,42,42,402
7123,formula_3_mod_4,1781,25372126,25372126,True,,,,3,3,7,19,43,43,403
7124,formula_even,3562,7124,7124,True,,,,0,4,8,20,44,44,404
7125,formula_divisible_by_3,2375,14250,14250,True,,,,1,5,9,21,45,45,405
7126,formula_even,3563,7126,7126,True,,,,2,6,10,22,46,46,406
7127,formula_3_mod_4,1782,25400628,25400628,True,,,,3,7,11,23,47,47,407
7128,formula_even,3564,7128,7128,True,,,,0,0,0,0,48,48,408
7129,general_key_d_11,1785,25450530,1211930,True,11,2,42,1,1,1,1,49,49,409
7130,formula_even,3565,7130,7130,True,,,,2,2,2,2,50,50,410
7131,formula_divisible_by_3,2377,14262,14262,True,,,,3,3,3,3,51,51,411
7132,formula_even,3566,7132,7132,True,,,,0,4,4,4,52,52,412
7133,general_key_d_3,1784,12725272,6362636,True,3,4,8,1,5,5,5,53,53,413
7134,formula_even,3567,7134,7134,True,,,,2,6,6,6,54,54,414
7135,formula_3_mod_4,1784,25457680,25457680,True,,,,3,7,7,7,55,55,415
7136,formula_even,3568,7136,7136,True,,,,0,0,8,8,56,56,416
7137,formula_divisible_by_3,2379,14274,14274,True,,,,1,1,9,9,57,57,417
7138,formula_even,3569,7138,7138,True,,,,2,2,10,10,58,58,418
7139,formula_3_mod_4,1785,25486230,25486230,True,,,,3,3,11,11,59,59,419
7140,formula_even,3570,7140,7140,True,,,,0,4,0,12,0,60,420
7141,general_key_d_3,1786,12753826,6376913,True,3,4,8,1,5,1,13,1,61,421
7142,formula_even,3571,7142,7142,True,,,,2,6,2,14,2,62,422
7143,formula_divisible_by_3,2381,14286,14286,True,,,,3,7,3,15,3,63,423
7144,formula_even,3572,7144,7144,True,,,,0,0,4,16,4,64,424
7145,general_key_d_3,1787,25536230,5107246,True,3,2,10,1,1,5,17,5,65,425
7146,formula_even,3573,7146,7146,True,,,,2,2,6,18,6,66,426
7147,formula_3_mod_4,1787,25543378,25543378,True,,,,3,3,7,19,7,67,427
7148,formula_even,3574,7148,7148,True,,,,0,4,8,20,8,68,428
7149,formula_divisible_by_3,2383,14298,14298,True,,,,1,5,9,21,9,69,429
7150,formula_even,3575,7150,7150,True,,,,2,6,10,22,10,70,430
7151,formula_3_mod_4,1788,25571976,25571976,True,,,,3,7,11,23,11,71,431
7152,formula_even,3576,7152,7152,True,,,,0,0,0,0,12,72,432
7153,general_key_d_7,1790,10243096,2226760,True,7,5,23,1,1,1,1,13,73,433
7154,formula_even,3577,7154,7154,True,,,,2,2,2,2,14,74,434
7155,formula_divisible_by_3,2385,14310,14310,True,,,,3,3,3,3,15,75,435
7156,formula_even,3578,7156,7156,True,,,,0,4,4,4,16,76,436
7157,general_key_d_3,1790,25622060,5124412,True,3,2,10,1,5,5,5,17,77,437
7158,formula_even,3579,7158,7158,True,,,,2,6,6,6,18,78,438
7159,formula_3_mod_4,1790,25629220,25629220,True,,,,3,7,7,7,19,79,439
7160,formula_even,3580,7160,7160,True,,,,0,0,8,8,20,80,440
7161,formula_divisible_by_3,2387,14322,14322,True,,,,1,1,9,9,21,81,441
7162,formula_even,3581,7162,7162,True,,,,2,2,10,10,22,82,442
7163,formula_3_mod_4,1791,25657866,25657866,True,,,,3,3,11,11,23,83,443
7164,formula_even,3582,7164,7164,True,,,,0,4,0,12,24,84,444
7165,general_key_d_3,1792,25679360,5135872,True,3,2,10,1,5,1,13,25,85,445
7166,formula_even,3583,7166,7166,True,,,,2,6,2,14,26,86,446
7167,formula_divisible_by_3,2389,14334,14334,True,,,,3,7,3,15,27,87,447
7168,formula_even,3584,7168,7168,True,,,,0,0,4,16,28,88,448
7169,general_key_d_3,1793,51416068,4674188,True,3,1,11,1,1,5,17,29,89,449
7170,formula_even,3585,7170,7170,True,,,,2,2,6,18,30,90,450
7171,formula_3_mod_4,1793,25715206,25715206,True,,,,3,3,7,19,31,91,451
7172,formula_even,3586,7172,7172,True,,,,0,4,8,20,32,92,452
7173,formula_divisible_by_3,2391,14346,14346,True,,,,1,5,9,21,33,93,453
7174,formula_even,3587,7174,7174,True,,,,2,6,10,22,34,94,454
7175,formula_3_mod_4,1794,25743900,25743900,True,,,,3,7,11,23,35,95,455
7176,formula_even,3588,7176,7176,True,,,,0,0,0,0,36,96,456
7177,general_key_d_3,1795,25765430,5153086,True,3,2,10,1,1,1,1,37,97,457
7178,formula_even,3589,7178,7178,True,,,,2,2,2,2,38,98,458
7179,formula_divisible_by_3,2393,14358,14358,True,,,,3,3,3,3,39,99,459
7180,formula_even,3590,7180,7180,True,,,,0,4,4,4,40,100,460
7181,general_key_d_3,1796,12897076,6448538,True,3,4,8,1,5,5,5,41,101,461
7182,formula_even,3591,7182,7182,True,,,,2,6,6,6,42,102,462
7183,formula_3_mod_4,1796,25801336,25801336,True,,,,3,7,7,7,43,103,463
7184,formula_even,3592,7184,7184,True,,,,0,0,8,8,44,104,464
7185,formula_divisible_by_3,2395,14370,14370,True,,,,1,1,9,9,45,105,465
7186,formula_even,3593,7186,7186,True,,,,2,2,10,10,46,106,466
7187,formula_3_mod_4,1797,25830078,25830078,True,,,,3,3,11,11,47,107,467
7188,formula_even,3594,7188,7188,True,,,,0,4,0,12,48,108,468
7189,general_key_d_3,1798,12925822,6462911,True,3,4,8,1,5,1,13,49,109,469
7190,formula_even,3595,7190,7190,True,,,,2,6,2,14,50,110,470
7191,formula_divisible_by_3,2397,14382,14382,True,,,,3,7,3,15,51,111,471
7192,formula_even,3596,7192,7192,True,,,,0,0,4,16,52,112,472
7193,general_key_d_7,1800,17263200,2071584,True,7,3,25,1,1,5,17,53,113,473
7194,formula_even,3597,7194,7194,True,,,,2,2,6,18,54,114,474
7195,formula_3_mod_4,1799,25887610,25887610,True,,,,3,3,7,19,55,115,475
7196,formula_even,3598,7196,7196,True,,,,0,4,8,20,56,116,476
7197,formula_divisible_by_3,2399,14394,14394,True,,,,1,5,9,21,57,117,477
7198,formula_even,3599,7198,7198,True,,,,2,6,10,22,58,118,478
7199,formula_3_mod_4,1800,25916400,25916400,True,,,,3,7,11,23,59,119,479
7200,formula_even,3600,7200,7200,True,,,,0,0,0,0,0,0,480
7201,general_key_d_11,1803,8655602,1366674,True,11,6,38,1,1,1,1,1,1,481
7202,formula_even,3601,7202,7202,True,,,,2,2,2,2,2,2,482
7203,formula_divisible_by_3,2401,14406,14406,True,,,,3,3,3,3,3,3,483
7204,formula_even,3602,7204,7204,True,,,,0,4,4,4,4,4,484
7205,general_key_d_3,1802,51933640,4721240,True,3,1,11,1,5,5,5,5,5,485
7206,formula_even,3603,7206,7206,True,,,,2,6,6,6,6,6,486
7207,formula_3_mod_4,1802,25974028,25974028,True,,,,3,7,7,7,7,7,487
7208,formula_even,3604,7208,7208,True,,,,0,0,8,8,8,8,488
7209,formula_divisible_by_3,2403,14418,14418,True,,,,1,1,9,9,9,9,489
7210,formula_even,3605,7210,7210,True,,,,2,2,10,10,10,10,490
7211,formula_3_mod_4,1803,26002866,26002866,True,,,,3,3,11,11,11,11,491
7212,formula_even,3606,7212,7212,True,,,,0,4,0,12,12,12,492
7213,general_key_d_3,1804,52049008,4731728,True,3,1,11,1,5,1,13,13,13,493
7214,formula_even,3607,7214,7214,True,,,,2,6,2,14,14,14,494
7215,formula_divisible_by_3,2405,14430,14430,True,,,,3,7,3,15,15,15,495
7216,formula_even,3608,7216,7216,True,,,,0,0,4,16,16,16,496
7217,general_key_d_3,1805,26053370,5210674,True,3,2,10,1,1,5,17,17,17,497
7218,formula_even,3609,7218,7218,True,,,,2,2,6,18,18,18,498
7219,formula_3_mod_4,1805,26060590,26060590,True,,,,3,3,7,19,19,19,499
7220,formula_even,3610,7220,7220,True,,,,0,4,8,20,20,20,500
7221,formula_divisible_by_3,2407,14442,14442,True,,,,1,5,9,21,21,21,501
7222,formula_even,3611,7222,7222,True,,,,2,6,10,22,22,22,502
7223,formula_3_mod_4,1806,26089476,26089476,True,,,,3,7,11,23,23,23,503
7224,formula_even,3612,7224,7224,True,,,,0,0,0,0,24,24,504
7225,general_key_d_3,1807,26111150,5222230,True,3,2,10,1,1,1,1,25,25,505
7226,formula_even,3613,7226,7226,True,,,,2,2,2,2,26,26,506
7227,formula_divisible_by_3,2409,14454,14454,True,,,,3,3,3,3,27,27,507
7228,formula_even,3614,7228,7228,True,,,,0,4,4,4,28,28,508
7229,general_key_d_3,1808,13070032,6535016,True,3,4,8,1,5,5,5,29,29,509
7230,formula_even,3615,7230,7230,True,,,,2,6,6,6,30,30,510
7231,formula_3_mod_4,1808,26147296,26147296,True,,,,3,7,7,7,31,31,511
7232,formula_even,3616,7232,7232,True,,,,0,0,8,8,32,32,512
7233,formula_divisible_by_3,2411,14466,14466,True,,,,1,1,9,9,33,33,513
7234,formula_even,3617,7234,7234,True,,,,2,2,10,10,34,34,514
7235,formula_3_mod_4,1809,26176230,26176230,True,,,,3,3,11,11,35,35,515
7236,formula_even,3618,7236,7236,True,,,,0,4,0,12,36,36,516
7237,general_key_d_3,1810,26197940,5239588,True,3,2,10,1,5,1,13,37,37,517
7238,formula_even,3619,7238,7238,True,,,,2,6,2,14,38,38,518
7239,formula_divisible_by_3,2413,14478,14478,True,,,,3,7,3,15,39,39,519
7240,formula_even,3620,7240,7240,True,,,,0,0,4,16,40,40,520
7241,general_key_d_7,1812,26241384,2018568,True,7,2,26,1,1,5,17,41,41,521
7242,formula_even,3621,7242,7242,True,,,,2,2,6,18,42,42,522
7243,formula_3_mod_4,1811,26234146,26234146,True,,,,3,3,7,19,43,43,523
7244,formula_even,3622,7244,7244,True,,,,0,4,8,20,44,44,524
7245,formula_divisible_by_3,2415,14490,14490,True,,,,1,5,9,21,45,45,525
7246,formula_even,3623,7246,7246,True,,,,2,6,10,22,46,46,526
7247,formula_3_mod_4,1812,26263128,26263128,True,,,,3,7,11,23,47,47,527
7248,formula_even,3624,7248,7248,True,,,,0,0,0,0,48,48,528
7249,general_key_d_3,1813,52569748,4779068,True,3,1,11,1,1,1,1,49,49,529
7250,formula_even,3625,7250,7250,True,,,,2,2,2,2,50,50,530
7251,formula_divisible_by_3,2417,14502,14502,True,,,,3,3,3,3,51,51,531
7252,formula_even,3626,7252,7252,True,,,,0,4,4,4,52,52,532
7253,general_key_d_3,1814,13156942,6578471,True,3,4,8,1,5,5,5,53,53,533
7254,formula_even,3627,7254,7254,True,,,,2,6,6,6,54,54,534
7255,formula_3_mod_4,1814,26321140,26321140,True,,,,3,7,7,7,55,55,535
7256,formula_even,3628,7256,7256,True,,,,0,0,8,8,56,56,536
7257,formula_divisible_by_3,2419,14514,14514,True,,,,1,1,9,9,57,57,537
7258,formula_even,3629,7258,7258,True,,,,2,2,10,10,58,58,538
7259,formula_3_mod_4,1815,26350170,26350170,True,,,,3,3,11,11,59,59,539
7260,formula_even,3630,7260,7260,True,,,,0,4,0,12,0,60,540
7261,general_key_d_3,1816,13185976,6592988,True,3,4,8,1,5,1,13,1,61,541
7262,formula_even,3631,7262,7262,True,,,,2,6,2,14,2,62,542
7263,formula_divisible_by_3,2421,14526,14526,True,,,,3,7,3,15,3,63,543
7264,formula_even,3632,7264,7264,True,,,,0,0,4,16,4,64,544
7265,general_key_d_3,1817,26401010,5280202,True,3,2,10,1,1,5,17,5,65,545
7266,formula_even,3633,7266,7266,True,,,,2,2,6,18,6,66,546
7267,formula_3_mod_4,1817,26408278,26408278,True,,,,3,3,7,19,7,67,547
7268,formula_even,3634,7268,7268,True,,,,0,4,8,20,8,68,548
7269,formula_divisible_by_3,2423,14538,14538,True,,,,1,5,9,21,9,69,549
7270,formula_even,3635,7270,7270,True,,,,2,6,10,22,10,70,550
7271,formula_3_mod_4,1818,26437356,26437356,True,,,,3,7,11,23,11,71,551
7272,formula_even,3636,7272,7272,True,,,,0,0,0,0,12,72,552
7273,general_key_d_7,1820,26473720,2036440,True,7,2,26,1,1,1,1,13,73,553
7274,formula_even,3637,7274,7274,True,,,,2,2,2,2,14,74,554
7275,formula_divisible_by_3,2425,14550,14550,True,,,,3,3,3,3,15,75,555
7276,formula_even,3638,7276,7276,True,,,,0,4,4,4,16,76,556
7277,general_key_d_3,1820,26488280,5297656,True,3,2,10,1,5,5,5,17,77,557
7278,formula_even,3639,7278,7278,True,,,,2,6,6,6,18,78,558
7279,formula_3_mod_4,1820,26495560,26495560,True,,,,3,7,7,7,19,79,559
7280,formula_even,3640,7280,7280,True,,,,0,0,8,8,20,80,560
7281,formula_divisible_by_3,2427,14562,14562,True,,,,1,1,9,9,21,81,561
7282,formula_even,3641,7282,7282,True,,,,2,2,10,10,22,82,562
7283,formula_3_mod_4,1821,26524686,26524686,True,,,,3,3,11,11,23,83,563
7284,formula_even,3642,7284,7284,True,,,,0,4,0,12,24,84,564
7285,general_key_d_3,1822,26546540,5309308,True,3,2,10,1,5,1,13,25,85,565
7286,formula_even,3643,7286,7286,True,,,,2,6,2,14,26,86,566
7287,formula_divisible_by_3,2429,14574,14574,True,,,,3,7,3,15,27,87,567
7288,formula_even,3644,7288,7288,True,,,,0,0,4,16,28,88,568
7289,general_key_d_7,1824,13295136,2215856,True,7,4,24,1,1,5,17,29,89,569
7290,formula_even,3645,7290,7290,True,,,,2,2,6,18,30,90,570
7291,formula_3_mod_4,1823,26582986,26582986,True,,,,3,3,7,19,31,91,571
7292,formula_even,3646,7292,7292,True,,,,0,4,8,20,32,92,572
7293,formula_divisible_by_3,2431,14586,14586,True,,,,1,5,9,21,33,93,573
7294,formula_even,3647,7294,7294,True,,,,2,6,10,22,34,94,574
7295,formula_3_mod_4,1824,26612160,26612160,True,,,,3,7,11,23,35,95,575
7296,formula_even,3648,7296,7296,True,,,,0,0,0,0,36,96,576
7297,general_key_d_3,1825,26634050,5326810,True,3,2,10,1,1,1,1,37,97,577
7298,formula_even,3649,7298,7298,True,,,,2,2,2,2,38,98,578
7299,formula_divisible_by_3,2433,14598,14598,True,,,,3,3,3,3,39,99,579
7300,formula_even,3650,7300,7300,True,,,,0,4,4,4,40,100,580
7301,general_key_d_3,1826,53326504,4847864,True,3,1,11,1,5,5,5,41,101,581
7302,formula_even,3651,7302,7302,True,,,,2,6,6,6,42,102,582
7303,formula_3_mod_4,1826,26670556,26670556,True,,,,3,7,7,7,43,103,583
7304,formula_even,3652,7304,7304,True,,,,0,0,8,8,44,104,584
7305,formula_divisible_by_3,2435,14610,14610,True,,,,1,1,9,9,45,105,585
7306,formula_even,3653,7306,7306,True,,,,2,2,10,10,46,106,586
7307,formula_3_mod_4,1827,26699778,26699778,True,,,,3,3,11,11,47,107,587
7308,formula_even,3654,7308,7308,True,,,,0,4,0,12,48,108,588
7309,general_key_d_3,1828,13360852,6680426,True,3,4,8,1,5,1,13,49,109,589
7310,formula_even,3655,7310,7310,True,,,,2,6,2,14,50,110,590
7311,formula_divisible_by_3,2437,14622,14622,True,,,,3,7,3,15,51,111,591
7312,formula_even,3656,7312,7312,True,,,,0,0,4,16,52,112,592
7313,general_key_d_7,1830,13382790,2230465,True,7,4,24,1,1,5,17,53,113,593
7314,formula_even,3657,7314,7314,True,,,,2,2,6,18,54,114,594
7315,formula_3_mod_4,1829,26758270,26758270,True,,,,3,3,7,19,55,115,595
7316,formula_even,3658,7316,7316,True,,,,0,4,8,20,56,116,596
7317,formula_divisible_by_3,2439,14634,14634,True,,,,1,5,9,21,57,117,597
7318,formula_even,3659,7318,7318,True,,,,2,6,10,22,58,118,598
7319,formula_3_mod_4,1830,26787540,26787540,True,,,,3,7,11,23,59,119,599
7320,formula_even,3660,7320,7320,True,,,,0,0,0,0,0,0,600
7321,general_key_d_15,1834,13426714,959051,True,15,4,56,1,1,1,1,1,1,601
7322,formula_even,3661,7322,7322,True,,,,2,2,2,2,2,2,602
7323,formula_divisible_by_3,2441,14646,14646,True,,,,3,3,3,3,3,3,603
7324,formula_even,3662,7324,7324,True,,,,0,4,4,4,4,4,604
7325,general_key_d_3,1832,26838800,5367760,True,3,2,10,1,5,5,5,5,5,605
7326,formula_even,3663,7326,7326,True,,,,2,6,6,6,6,6,606
7327,formula_3_mod_4,1832,26846128,26846128,True,,,,3,7,7,7,7,7,607
7328,formula_even,3664,7328,7328,True,,,,0,0,8,8,8,8,608
7329,formula_divisible_by_3,2443,14658,14658,True,,,,1,1,9,9,9,9,609
7330,formula_even,3665,7330,7330,True,,,,2,2,10,10,10,10,610
7331,formula_3_mod_4,1833,26875446,26875446,True,,,,3,3,11,11,11,11,611
7332,formula_even,3666,7332,7332,True,,,,0,4,0,12,12,12,612
7333,general_key_d_3,1834,13448722,6724361,True,3,4,8,1,5,1,13,13,13,613
7334,formula_even,3667,7334,7334,True,,,,2,6,2,14,14,14,614
7335,formula_divisible_by_3,2445,14670,14670,True,,,,3,7,3,15,15,15,615
7336,formula_even,3668,7336,7336,True,,,,0,0,4,16,16,16,616
7337,general_key_d_3,1835,53853580,4895780,True,3,1,11,1,1,5,17,17,17,617
7338,formula_even,3669,7338,7338,True,,,,2,2,6,18,18,18,618
7339,formula_3_mod_4,1835,26934130,26934130,True,,,,3,3,7,19,19,19,619
7340,formula_even,3670,7340,7340,True,,,,0,4,8,20,20,20,620
7341,formula_divisible_by_3,2447,14682,14682,True,,,,1,5,9,21,21,21,621
7342,formula_even,3671,7342,7342,True,,,,2,6,10,22,22,22,622
7343,formula_3_mod_4,1836,26963496,26963496,True,,,,3,7,11,23,23,23,623
7344,formula_even,3672,7344,7344,True,,,,0,0,0,0,24,24,624
7345,general_key_d_3,1837,53971060,4906460,True,3,1,11,1,1,1,1,25,25,625
7346,formula_even,3673,7346,7346,True,,,,2,2,2,2,26,26,626
7347,formula_divisible_by_3,2449,14694,14694,True,,,,3,3,3,3,27,27,627
7348,formula_even,3674,7348,7348,True,,,,0,4,4,4,28,28,628
7349,general_key_d_3,1838,13507462,6753731,True,3,4,8,1,5,5,5,29,29,629
7350,formula_even,3675,7350,7350,True,,,,2,6,6,6,30,30,630
7351,formula_3_mod_4,1838,27022276,27022276,True,,,,3,7,7,7,31,31,631
7352,formula_even,3676,7352,7352,True,,,,0,0,8,8,32,32,632
7353,formula_divisible_by_3,2451,14706,14706,True,,,,1,1,9,9,33,33,633
7354,formula_even,3677,7354,7354,True,,,,2,2,10,10,34,34,634
7355,formula_3_mod_4,1839,27051690,27051690,True,,,,3,3,11,11,35,35,635
7356,formula_even,3678,7356,7356,True,,,,0,4,0,12,36,36,636
7357,general_key_d_3,1840,27073760,5414752,True,3,2,10,1,5,1,13,37,37,637
7358,formula_even,3679,7358,7358,True,,,,2,6,2,14,38,38,638
7359,formula_divisible_by_3,2453,14718,14718,True,,,,3,7,3,15,39,39,639
7360,formula_even,3680,7360,7360,True,,,,0,0,4,16,40,40,640
7361,general_key_d_7,1842,13558962,2259827,True,7,4,24,1,1,5,17,41,41,641
7362,formula_even,3681,7362,7362,True,,,,2,2,6,18,42,42,642
7363,formula_3_mod_4,1841,27110566,27110566,True,,,,3,3,7,19,43,43,643
7364,formula_even,3682,7364,7364,True,,,,0,4,8,20,44,44,644
7365,formula_divisible_by_3,2455,14730,14730,True,,,,1,5,9,21,45,45,645
7366,formula_even,3683,7366,7366,True,,,,2,6,10,22,46,46,646
7367,formula_3_mod_4,1842,27140028,27140028,True,,,,3,7,11,23,47,47,647
7368,formula_even,3684,7368,7368,True,,,,0,0,0,0,48,48,648
7369,general_key_d_11,1845,18127740,1326420,True,11,3,41,1,1,1,1,49,49,649
7370,formula_even,3685,7370,7370,True,,,,2,2,2,2,50,50,650
7371,formula_divisible_by_3,2457,14742,14742,True,,,,3,3,3,3,51,51,651
7372,formula_even,3686,7372,7372,True,,,,0,4,4,4,52,52,652
7373,general_key_d_3,1844,13595812,6797906,True,3,4,8,1,5,5,5,53,53,653
7374,formula_even,3687,7374,7374,True,,,,2,6,6,6,54,54,654
7375,formula_3_mod_4,1844,27199000,27199000,True,,,,3,7,7,7,55,55,655
7376,formula_even,3688,7376,7376,True,,,,0,0,8,8,56,56,656
7377,formula_divisible_by_3,2459,14754,14754,True,,,,1,1,9,9,57,57,657
7378,formula_even,3689,7378,7378,True,,,,2,2,10,10,58,58,658
7379,formula_3_mod_4,1845,27228510,27228510,True,,,,3,3,11,11,59,59,659
7380,formula_even,3690,7380,7380,True,,,,0,4,0,12,0,60,660
7381,general_key_d_3,1846,54501304,4954664,True,3,1,11,1,5,1,13,1,61,661
7382,formula_even,3691,7382,7382,True,,,,2,6,2,14,2,62,662
7383,formula_divisible_by_3,2461,14766,14766,True,,,,3,7,3,15,3,63,663
7384,formula_even,3692,7384,7384,True,,,,0,0,4,16,4,64,664
7385,general_key_d_3,1847,27280190,5456038,True,3,2,10,1,1,5,17,5,65,665
7386,formula_even,3693,7386,7386,True,,,,2,2,6,18,6,66,666
7387,formula_3_mod_4,1847,27287578,27287578,True,,,,3,3,7,19,7,67,667
7388,formula_even,3694,7388,7388,True,,,,0,4,8,20,8,68,668
7389,formula_divisible_by_3,2463,14778,14778,True,,,,1,5,9,21,9,69,669
7390,formula_even,3695,7390,7390,True,,,,2,6,10,22,10,70,670
7391,formula_3_mod_4,1848,27317136,27317136,True,,,,3,7,11,23,11,71,671
7392,formula_even,3696,7392,7392,True,,,,0,0,0,0,12,72,672
7393,general_key_d_7,1850,6838525,2735410,True,7,8,20,1,1,1,1,13,73,673
7394,formula_even,3697,7394,7394,True,,,,2,2,2,2,14,74,674
7395,formula_divisible_by_3,2465,14790,14790,True,,,,3,3,3,3,15,75,675
7396,formula_even,3698,7396,7396,True,,,,0,4,4,4,16,76,676
7397,general_key_d_3,1850,27368900,5473780,True,3,2,10,1,5,5,5,17,77,677
7398,formula_even,3699,7398,7398,True,,,,2,6,6,6,18,78,678
7399,formula_3_mod_4,1850,27376300,27376300,True,,,,3,7,7,7,19,79,679
7400,formula_even,3700,7400,7400,True,,,,0,0,8,8,20,80,680
7401,formula_divisible_by_3,2467,14802,14802,True,,,,1,1,9,9,21,81,681
7402,formula_even,3701,7402,7402,True,,,,2,2,10,10,22,82,682
7403,formula_3_mod_4,1851,27405906,27405906,True,,,,3,3,11,11,23,83,683
7404,formula_even,3702,7404,7404,True,,,,0,4,0,12,24,84,684
7405,general_key_d_3,1852,27428120,5485624,True,3,2,10,1,5,1,13,25,85,685
7406,formula_even,3703,7406,7406,True,,,,2,6,2,14,26,86,686
7407,formula_divisible_by_3,2469,14814,14814,True,,,,3,7,3,15,27,87,687
7408,formula_even,3704,7408,7408,True,,,,0,0,4,16,28,88,688
7409,general_key_d_7,1854,13736286,2289381,True,7,4,24,1,1,5,17,29,89,689
7410,formula_even,3705,7410,7410,True,,,,2,2,6,18,30,90,690
7411,formula_3_mod_4,1853,27465166,27465166,True,,,,3,3,7,19,31,91,691
7412,formula_even,3706,7412,7412,True,,,,0,4,8,20,32,92,692
7413,formula_divisible_by_3,2471,14826,14826,True,,,,1,5,9,21,33,93,693
