class_id,modulus,residue,d,a,b,rule_modulus,covered_subclasses
1,120120,289,23,24,68,408,38
1,120120,289,11,6,38,228,30
1,120120,289,11,10,34,340,17
3,38798760,120409,47,4,184,184,292
3,38798760,120409,35,2,138,276,146
3,38798760,120409,71,8,276,552,146
3,38798760,120409,95,12,368,1104,73
334,130286236080,349309249,31,32,92,736,1
363,130286236080,1474473289,39,64,92,1472,1
380,130286236080,2134052209,31,32,92,736,1
409,130286236080,3259216249,39,64,92,1472,1
426,130286236080,3918795169,31,32,92,736,1
455,130286236080,5043959209,39,64,92,1472,1
472,130286236080,5703538129,31,32,92,736,1
501,130286236080,6828702169,39,64,92,1472,1
547,130286236080,8613445129,39,64,92,1472,1
564,130286236080,9273024049,31,32,92,736,1
593,130286236080,10398188089,39,64,92,1472,1
610,130286236080,11057767009,31,32,92,736,1
639,130286236080,12182931049,39,64,92,1472,1
656,130286236080,12842509969,31,32,92,736,1
685,130286236080,13967674009,39,64,92,1472,1
702,130286236080,14627252929,31,32,92,736,1
727,130286236080,15597221929,647,92,2496,57408,1
731,130286236080,15752416969,39,64,92,1472,1
748,130286236080,16411995889,31,32,92,736,1
754,130286236080,16644788449,131,230,294,67620,1
771,130286236080,17304367369,215,32,828,6624,1
777,130286236080,17537159929,39,64,92,1472,1
794,130286236080,18196738849,31,32,92,736,1
800,130286236080,18429531409,131,230,294,67620,1
823,130286236080,19321902889,39,64,92,1472,1
840,130286236080,19981481809,31,32,92,736,1
863,130286236080,20873853289,215,32,828,6624,1
869,130286236080,21106645849,39,64,92,1472,1
886,130286236080,21766224769,31,32,92,736,1
915,130286236080,22891388809,39,64,92,1472,1
932,130286236080,23550967729,31,32,92,736,1
961,130286236080,24676131769,39,64,92,1472,1
978,130286236080,25335710689,31,32,92,736,1
1007,130286236080,26460874729,39,64,92,1472,1
1024,130286236080,27120453649,31,32,92,736,1
1053,130286236080,28245617689,39,64,92,1472,1
1070,130286236080,28905196609,31,32,92,736,1
1099,130286236080,30030360649,39,64,92,1472,1
1116,130286236080,30689939569,31,32,92,736,1
1145,130286236080,31815103609,39,64,92,1472,1
1162,130286236080,32474682529,31,32,92,736,1
1191,130286236080,33599846569,39,64,92,1472,1
1208,130286236080,34259425489,31,32,92,736,1
1237,130286236080,35384589529,39,64,92,1472,1
1254,130286236080,36044168449,31,32,92,736,1
1277,130286236080,36936539929,215,32,828,6624,1
1283,130286236080,37169332489,39,64,92,1472,1
1300,130286236080,37828911409,31,32,92,736,1
1329,130286236080,38954075449,39,64,92,1472,1
1346,130286236080,39613654369,31,32,92,736,1
1375,130286236080,40738818409,39,64,92,1472,1
1392,130286236080,41398397329,31,32,92,736,1
1421,130286236080,42523561369,39,64,92,1472,1
1438,130286236080,43183140289,31,32,92,736,1
1484,130286236080,44967883249,31,32,92,736,1
1509,130286236080,45937852249,647,92,2496,57408,1
1513,130286236080,46093047289,39,64,92,1472,1
1530,130286236080,46752626209,31,32,92,736,1
1559,130286236080,47877790249,39,64,92,1472,1
1576,130286236080,48537369169,31,32,92,736,1
1581,130286236080,48731362969,191,180,584,26280,1
1605,130286236080,49662533209,39,64,92,1472,1
1622,130286236080,50322112129,31,32,92,736,1
1651,130286236080,51447276169,39,64,92,1472,1
1654,130286236080,51563672449,191,180,584,26280,1
1668,130286236080,52106855089,31,32,92,736,1
1697,130286236080,53232019129,39,64,92,1472,1
1714,130286236080,53891598049,31,32,92,736,1
1743,130286236080,55016762089,39,64,92,1472,1
1756,130286236080,55521145969,335,26,1314,34164,1
1758,130286236080,55598743489,335,92,1248,28704,3
1758,130286236080,55598743489,335,144,1196,43056,1
1760,130286236080,55676341009,31,32,92,736,1
1789,130286236080,56801505049,39,64,92,1472,1
1804,130286236080,57383486449,335,92,1248,28704,3
1804,130286236080,57383486449,335,144,1196,43056,1
1806,130286236080,57461083969,31,32,92,736,1
1835,130286236080,58586248009,39,64,92,1472,1
1852,130286236080,59245826929,31,32,92,736,1
1881,130286236080,60370990969,39,64,92,1472,1
1898,130286236080,61030569889,31,32,92,736,1
1927,130286236080,62155733929,39,64,92,1472,1
1944,130286236080,62815312849,31,32,92,736,1
1973,130286236080,63940476889,39,64,92,1472,1
2019,130286236080,65725219849,39,64,92,1472,1
2036,130286236080,66384798769,31,32,92,736,1
2065,130286236080,67509962809,39,64,92,1472,1
2082,130286236080,68169541729,31,32,92,736,1
2111,130286236080,69294705769,39,64,92,1472,1
2128,130286236080,69954284689,31,32,92,736,1
2157,130286236080,71079448729,39,64,92,1472,1
2174,130286236080,71739027649,31,32,92,736,1
2203,130286236080,72864191689,39,64,92,1472,1
2220,130286236080,73523770609,31,32,92,736,1
2249,130286236080,74648934649,39,64,92,1472,1
2266,130286236080,75308513569,31,32,92,736,1
2295,130286236080,76433677609,39,64,92,1472,1
2312,130286236080,77093256529,31,32,92,736,1
2341,130286236080,78218420569,39,64,92,1472,1
2358,130286236080,78877999489,31,32,92,736,1
