modulus,residue,method,d,a,b
5040,186,formula_even,,,
5040,187,formula_3_mod_4,,,
5040,188,formula_even,,,
5040,189,formula_divisible_by_3,,,
5040,190,formula_even,,,
5040,191,formula_3_mod_4,,,
5040,192,formula_even,,,
5040,193,general_key_d_7,7,8,20
5040,194,formula_even,,,
5040,195,formula_divisible_by_3,,,
5040,196,formula_even,,,
5040,197,general_key_d_3,3,4,8
5040,198,formula_even,,,
5040,199,formula_3_mod_4,,,
5040,200,formula_even,,,
5040,201,formula_divisible_by_3,,,
5040,202,formula_even,,,
5040,203,formula_3_mod_4,,,
5040,204,formula_even,,,
5040,205,general_key_d_3,3,4,8
5040,206,formula_even,,,
5040,207,formula_divisible_by_3,,,
5040,208,formula_even,,,
5040,209,general_key_d_7,7,4,24
5040,210,formula_even,,,
5040,211,formula_3_mod_4,,,
5040,212,formula_even,,,
5040,213,formula_divisible_by_3,,,
5040,214,formula_even,,,
5040,215,formula_3_mod_4,,,
5040,216,formula_even,,,
5040,217,general_key_d_3,3,2,10
5040,218,formula_even,,,
5040,219,formula_divisible_by_3,,,
5040,220,formula_even,,,
5040,221,general_key_d_3,3,4,8
5040,222,formula_even,,,
5040,223,formula_3_mod_4,,,
5040,224,formula_even,,,
5040,225,formula_divisible_by_3,,,
5040,226,formula_even,,,
5040,227,formula_3_mod_4,,,
5040,228,formula_even,,,
5040,229,general_key_d_3,3,4,8
5040,230,formula_even,,,
5040,231,formula_divisible_by_3,,,
5040,232,formula_even,,,
5040,233,general_key_d_7,7,4,24
5040,234,formula_even,,,
5040,235,formula_3_mod_4,,,
5040,236,formula_even,,,
5040,237,formula_divisible_by_3,,,
5040,238,formula_even,,,
5040,239,formula_3_mod_4,,,
5040,240,formula_even,,,
5040,241,general_key_d_11,11,2,42
5040,242,formula_even,,,
5040,243,formula_divisible_by_3,,,
5040,244,formula_even,,,
5040,245,general_key_d_3,3,4,8
5040,246,formula_even,,,
5040,247,formula_3_mod_4,,,
5040,248,formula_even,,,
5040,249,formula_divisible_by_3,,,
5040,250,formula_even,,,
5040,251,formula_3_mod_4,,,
5040,252,formula_even,,,
5040,253,general_key_d_3,3,4,8
5040,254,formula_even,,,
5040,255,formula_divisible_by_3,,,
5040,256,formula_even,,,
5040,257,general_key_d_7,7,4,24
5040,258,formula_even,,,
5040,259,formula_3_mod_4,,,
5040,260,formula_even,,,
5040,261,formula_divisible_by_3,,,
5040,262,formula_even,,,
5040,263,formula_3_mod_4,,,
5040,264,formula_even,,,
5040,265,general_key_d_3,3,2,10
5040,266,formula_even,,,
5040,267,formula_divisible_by_3,,,
5040,268,formula_even,,,
5040,269,general_key_d_3,3,4,8
5040,270,formula_even,,,
5040,271,formula_3_mod_4,,,
5040,272,formula_even,,,
5040,273,formula_divisible_by_3,,,
5040,274,formula_even,,,
5040,275,formula_3_mod_4,,,
5040,276,formula_even,,,
5040,277,general_key_d_3,3,4,8
5040,278,formula_even,,,
5040,279,formula_divisible_by_3,,,
5040,280,formula_even,,,
5040,281,general_key_d_7,7,4,24
5040,282,formula_even,,,
5040,283,formula_3_mod_4,,,
5040,284,formula_even,,,
5040,285,formula_divisible_by_3,,,
5040,286,formula_even,,,
5040,287,formula_3_mod_4,,,
5040,288,formula_even,,,
5040,290,formula_even,,,
5040,291,formula_divisible_by_3,,,
5040,292,formula_even,,,
5040,293,general_key_d_3,3,4,8
5040,294,formula_even,,,
5040,295,formula_3_mod_4,,,
5040,296,formula_even,,,
5040,297,formula_divisible_by_3,,,
5040,298,formula_even,,,
5040,299,formula_3_mod_4,,,
5040,300,formula_even,,,
5040,301,general_key_d_3,3,4,8
5040,302,formula_even,,,
5040,303,formula_divisible_by_3,,,
5040,304,formula_even,,,
5040,305,general_key_d_7,7,4,24
5040,306,formula_even,,,
5040,307,formula_3_mod_4,,,
5040,308,formula_even,,,
5040,309,formula_divisible_by_3,,,
5040,310,formula_even,,,
5040,311,formula_3_mod_4,,,
5040,312,formula_even,,,
5040,313,general_key_d_7,7,8,20
5040,314,formula_even,,,
5040,315,formula_divisible_by_3,,,
5040,316,formula_even,,,
5040,317,general_key_d_3,3,4,8
5040,318,formula_even,,,
5040,319,formula_3_mod_4,,,
5040,320,formula_even,,,
5040,321,formula_divisible_by_3,,,
5040,322,formula_even,,,
5040,323,formula_3_mod_4,,,
5040,324,formula_even,,,
5040,325,general_key_d_3,3,4,8
5040,326,formula_even,,,
5040,327,formula_divisible_by_3,,,
5040,328,formula_even,,,
5040,329,general_key_d_7,7,4,24
5040,330,formula_even,,,
5040,331,formula_3_mod_4,,,
5040,332,formula_even,,,
5040,333,formula_divisible_by_3,,,
5040,334,formula_even,,,
5040,335,formula_3_mod_4,,,
5040,336,formula_even,,,
5040,337,general_key_d_3,3,2,10
5040,338,formula_even,,,
5040,339,formula_divisible_by_3,,,
5040,340,formula_even,,,
5040,341,general_key_d_3,3,4,8
5040,342,formula_even,,,
5040,343,formula_3_mod_4,,,
5040,344,formula_even,,,
5040,345,formula_divisible_by_3,,,
5040,346,formula_even,,,
5040,347,formula_3_mod_4,,,
5040,348,formula_even,,,
5040,349,general_key_d_3,3,4,8
5040,350,formula_even,,,
5040,351,formula_divisible_by_3,,,
5040,352,formula_even,,,
5040,353,general_key_d_7,7,4,24
5040,354,formula_even,,,
5040,355,formula_3_mod_4,,,
5040,356,formula_even,,,
5040,357,formula_divisible_by_3,,,
5040,358,formula_even,,,
5040,359,formula_3_mod_4,,,
5040,360,formula_even,,,
5040,362,formula_even,,,
5040,363,formula_divisible_by_3,,,
5040,364,formula_even,,,
5040,365,general_key_d_3,3,4,8
5040,366,formula_even,,,
5040,367,formula_3_mod_4,,,
5040,368,formula_even,,,
5040,369,formula_divisible_by_3,,,
5040,370,formula_even,,,
5040,371,formula_3_mod_4,,,
5040,372,formula_even,,,
5040,373,general_key_d_3,3,4,8
5040,374,formula_even,,,
5040,375,formula_divisible_by_3,,,
5040,376,formula_even,,,
5040,377,general_key_d_7,7,4,24
5040,378,formula_even,,,
5040,379,formula_3_mod_4,,,
5040,380,formula_even,,,
5040,381,formula_divisible_by_3,,,
5040,382,formula_even,,,
5040,383,formula_3_mod_4,,,
5040,384,formula_even,,,
5040,385,general_key_d_3,3,2,10
5040,386,formula_even,,,
5040,387,formula_divisible_by_3,,,
5040,388,formula_even,,,
5040,389,general_key_d_3,3,4,8
5040,390,formula_even,,,
5040,391,formula_3_mod_4,,,
5040,392,formula_even,,,
5040,393,formula_divisible_by_3,,,
5040,394,formula_even,,,
5040,395,formula_3_mod_4,,,
5040,396,formula_even,,,
5040,397,general_key_d_3,3,4,8
5040,398,formula_even,,,
5040,399,formula_divisible_by_3,,,
5040,400,formula_even,,,
5040,401,general_key_d_7,7,4,24
5040,402,formula_even,,,
5040,403,formula_3_mod_4,,,
5040,404,formula_even,,,
5040,405,formula_divisible_by_3,,,
5040,406,formula_even,,,
5040,407,formula_3_mod_4,,,
5040,408,formula_even,,,
5040,409,general_key_d_11,11,2,42
5040,410,formula_even,,,
5040,411,formula_divisible_by_3,,,
5040,412,formula_even,,,
5040,413,general_key_d_3,3,4,8
5040,414,formula_even,,,
5040,415,formula_3_mod_4,,,
5040,416,formula_even,,,
5040,417,formula_divisible_by_3,,,
5040,418,formula_even,,,
5040,419,formula_3_mod_4,,,
5040,420,formula_even,,,
5040,421,general_key_d_3,3,4,8
5040,422,formula_even,,,
5040,423,formula_divisible_by_3,,,
5040,424,formula_even,,,
5040,425,general_key_d_7,7,4,24
5040,426,formula_even,,,
5040,427,formula_3_mod_4,,,
5040,428,formula_even,,,
5040,429,formula_divisible_by_3,,,
5040,430,formula_even,,,
5040,431,formula_3_mod_4,,,
5040,432,formula_even,,,
5040,433,general_key_d_7,7,8,20
5040,434,formula_even,,,
5040,435,formula_divisible_by_3,,,
5040,436,formula_even,,,
5040,437,general_key_d_3,3,4,8
5040,438,formula_even,,,
5040,439,formula_3_mod_4,,,
5040,440,formula_even,,,
5040,441,formula_divisible_by_3,,,
5040,442,formula_even,,,
5040,443,formula_3_mod_4,,,
5040,444,formula_even,,,
5040,445,general_key_d_3,3,4,8
5040,446,formula_even,,,
5040,447,formula_divisible_by_3,,,
5040,448,formula_even,,,
5040,449,general_key_d_7,7,4,24
5040,450,formula_even,,,
5040,451,formula_3_mod_4,,,
5040,452,formula_even,,,
5040,453,formula_divisible_by_3,,,
5040,454,formula_even,,,
5040,455,formula_3_mod_4,,,
5040,456,formula_even,,,
5040,457,general_key_d_3,3,2,10
5040,458,formula_even,,,
5040,459,formula_divisible_by_3,,,
5040,460,formula_even,,,
5040,461,general_key_d_3,3,4,8
5040,462,formula_even,,,
5040,463,formula_3_mod_4,,,
5040,464,formula_even,,,
5040,465,formula_divisible_by_3,,,
5040,466,formula_even,,,
5040,467,formula_3_mod_4,,,
5040,468,formula_even,,,
5040,469,general_key_d_3,3,4,8
5040,470,formula_even,,,
5040,471,formula_divisible_by_3,,,
5040,472,formula_even,,,
5040,473,general_key_d_7,7,4,24
5040,474,formula_even,,,
5040,475,formula_3_mod_4,,,
5040,476,formula_even,,,
5040,477,formula_divisible_by_3,,,
5040,478,formula_even,,,
5040,479,formula_3_mod_4,,,
5040,480,formula_even,,,
5040,481,general_key_d_23,23,8,84
5040,482,formula_even,,,
5040,483,formula_divisible_by_3,,,
5040,484,formula_even,,,
5040,485,general_key_d_3,3,4,8
5040,486,formula_even,,,
5040,487,formula_3_mod_4,,,
5040,488,formula_even,,,
5040,489,formula_divisible_by_3,,,
5040,490,formula_even,,,
5040,491,formula_3_mod_4,,,
5040,492,formula_even,,,
5040,493,general_key_d_3,3,4,8
5040,494,formula_even,,,
5040,495,formula_divisible_by_3,,,
5040,496,formula_even,,,
5040,497,general_key_d_7,7,4,24
5040,498,formula_even,,,
5040,499,formula_3_mod_4,,,
5040,500,formula_even,,,
5040,501,formula_divisible_by_3,,,
5040,502,formula_even,,,
5040,503,formula_3_mod_4,,,
5040,504,formula_even,,,
5040,505,general_key_d_3,3,2,10
5040,506,formula_even,,,
5040,507,formula_divisible_by_3,,,
5040,508,formula_even,,,
5040,509,general_key_d_3,3,4,8
5040,510,formula_even,,,
5040,511,formula_3_mod_4,,,
5040,512,formula_even,,,
5040,513,formula_divisible_by_3,,,
5040,514,formula_even,,,
5040,515,formula_3_mod_4,,,
5040,516,formula_even,,,
5040,517,general_key_d_3,3,4,8
5040,518,formula_even,,,
5040,519,formula_divisible_by_3,,,
5040,520,formula_even,,,
5040,521,general_key_d_7,7,4,24
5040,522,formula_even,,,
5040,523,formula_3_mod_4,,,
5040,524,formula_even,,,
5040,525,formula_divisible_by_3,,,
5040,526,formula_even,,,
5040,527,formula_3_mod_4,,,
5040,528,formula_even,,,
5040,530,formula_even,,,
5040,531,formula_divisible_by_3,,,
5040,532,formula_even,,,
5040,533,general_key_d_3,3,4,8
5040,534,formula_even,,,
5040,535,formula_3_mod_4,,,
5040,536,formula_even,,,
5040,537,formula_divisible_by_3,,,
5040,538,formula_even,,,
5040,539,formula_3_mod_4,,,
5040,540,formula_even,,,
5040,541,general_key_d_3,3,4,8
5040,542,formula_even,,,
5040,543,formula_divisible_by_3,,,
5040,544,formula_even,,,
5040,545,general_key_d_7,7,4,24
5040,546,formula_even,,,
5040,547,formula_3_mod_4,,,
5040,548,formula_even,,,
5040,549,formula_divisible_by_3,,,
5040,550,formula_even,,,
5040,551,formula_3_mod_4,,,
5040,552,formula_even,,,
5040,553,general_key_d_7,7,8,20
5040,554,formula_even,,,
5040,555,formula_divisible_by_3,,,
5040,556,formula_even,,,
5040,557,general_key_d_3,3,4,8
5040,558,formula_even,,,
5040,559,formula_3_mod_4,,,
5040,560,formula_even,,,
5040,561,formula_divisible_by_3,,,
5040,562,formula_even,,,
5040,563,formula_3_mod_4,,,
5040,564,formula_even,,,
5040,565,general_key_d_3,3,4,8
5040,566,formula_even,,,
5040,567,formula_divisible_by_3,,,
5040,568,formula_even,,,
5040,569,general_key_d_7,7,4,24
5040,570,formula_even,,,
5040,571,formula_3_mod_4,,,
5040,572,formula_even,,,
5040,573,formula_divisible_by_3,,,
5040,574,formula_even,,,
5040,575,formula_3_mod_4,,,
5040,576,formula_even,,,
5040,577,general_key_d_3,3,2,10
5040,578,formula_even,,,
5040,579,formula_divisible_by_3,,,
5040,580,formula_even,,,
5040,581,general_key_d_3,3,4,8
5040,582,formula_even,,,
5040,583,formula_3_mod_4,,,
5040,584,formula_even,,,
5040,585,formula_divisible_by_3,,,
5040,586,formula_even,,,
5040,587,formula_3_mod_4,,,
5040,588,formula_even,,,
5040,589,general_key_d_3,3,4,8
5040,590,formula_even,,,
5040,591,formula_divisible_by_3,,,
5040,592,formula_even,,,
5040,593,general_key_d_7,7,4,24
5040,594,formula_even,,,
5040,595,formula_3_mod_4,,,
5040,596,formula_even,,,
5040,597,formula_divisible_by_3,,,
5040,598,formula_even,,,
5040,599,formula_3_mod_4,,,
5040,600,formula_even,,,
5040,601,general_key_d_15,15,4,56
5040,602,formula_even,,,
5040,603,formula_divisible_by_3,,,
5040,604,formula_even,,,
5040,605,general_key_d_3,3,4,8
5040,606,formula_even,,,
5040,607,formula_3_mod_4,,,
5040,608,formula_even,,,
5040,609,formula_divisible_by_3,,,
5040,610,formula_even,,,
5040,611,formula_3_mod_4,,,
5040,612,formula_even,,,
5040,613,general_key_d_3,3,4,8
5040,614,formula_even,,,
5040,615,formula_divisible_by_3,,,
5040,616,formula_even,,,
5040,617,general_key_d_7,7,4,24
5040,618,formula_even,,,
5040,619,formula_3_mod_4,,,
5040,620,formula_even,,,
5040,621,formula_divisible_by_3,,,
5040,622,formula_even,,,
5040,623,formula_3_mod_4,,,
5040,624,formula_even,,,
5040,625,general_key_d_3,3,2,10
5040,626,formula_even,,,
5040,627,formula_divisible_by_3,,,
5040,628,formula_even,,,
5040,629,general_key_d_3,3,4,8
5040,630,formula_even,,,
5040,631,formula_3_mod_4,,,
5040,632,formula_even,,,
5040,633,formula_divisible_by_3,,,
5040,634,formula_even,,,
5040,635,formula_3_mod_4,,,
5040,636,formula_even,,,
5040,637,general_key_d_3,3,4,8
5040,638,formula_even,,,
5040,639,formula_divisible_by_3,,,
5040,640,formula_even,,,
5040,641,general_key_d_7,7,4,24
5040,642,formula_even,,,
5040,643,formula_3_mod_4,,,
5040,644,formula_even,,,
5040,645,formula_divisible_by_3,,,
5040,646,formula_even,,,
5040,647,formula_3_mod_4,,,
5040,648,formula_even,,,
5040,649,general_key_d_23,23,8,84
5040,650,formula_even,,,
5040,651,formula_divisible_by_3,,,
5040,652,formula_even,,,
5040,653,general_key_d_3,3,4,8
5040,654,formula_even,,,
5040,655,formula_3_mod_4,,,
5040,656,formula_even,,,
5040,657,formula_divisible_by_3,,,
5040,658,formula_even,,,
5040,659,formula_3_mod_4,,,
5040,660,formula_even,,,
5040,661,general_key_d_3,3,4,8
5040,662,formula_even,,,
5040,663,formula_divisible_by_3,,,
5040,664,formula_even,,,
5040,665,general_key_d_7,7,4,24
5040,666,formula_even,,,
5040,667,formula_3_mod_4,,,
5040,668,formula_even,,,
5040,669,formula_divisible_by_3,,,
5040,670,formula_even,,,
5040,671,formula_3_mod_4,,,
5040,672,formula_even,,,
5040,673,general_key_d_7,7,8,20
5040,674,formula_even,,,
5040,675,formula_divisible_by_3,,,
5040,676,formula_even,,,
5040,677,general_key_d_3,3,4,8
5040,678,formula_even,,,
5040,679,formula_3_mod_4,,,
5040,680,formula_even,,,
5040,681,formula_divisible_by_3,,,
5040,682,formula_even,,,
5040,683,formula_3_mod_4,,,
5040,684,formula_even,,,
5040,685,general_key_d_3,3,4,8
5040,686,formula_even,,,
5040,687,formula_divisible_by_3,,,
5040,688,formula_even,,,
5040,689,general_key_d_7,7,4,24
5040,690,formula_even,,,
5040,691,formula_3_mod_4,,,
5040,692,formula_even,,,
5040,693,formula_divisible_by_3,,,
5040,694,formula_even,,,
5040,695,formula_3_mod_4,,,
5040,696,formula_even,,,
5040,697,general_key_d_3,3,2,10
5040,698,formula_even,,,
5040,699,formula_divisible_by_3,,,
5040,700,formula_even,,,
5040,701,general_key_d_3,3,4,8
5040,702,formula_even,,,
5040,703,formula_3_mod_4,,,
5040,704,formula_even,,,
5040,705,formula_divisible_by_3,,,
5040,706,formula_even,,,
5040,707,formula_3_mod_4,,,
5040,708,formula_even,,,
5040,709,general_key_d_3,3,4,8
5040,710,formula_even,,,
5040,711,formula_divisible_by_3,,,
5040,712,formula_even,,,
5040,713,general_key_d_7,7,4,24
5040,714,formula_even,,,
5040,715,formula_3_mod_4,,,
5040,716,formula_even,,,
5040,717,formula_divisible_by_3,,,
5040,718,formula_even,,,
5040,719,formula_3_mod_4,,,
5040,720,formula_even,,,
5040,721,general_key_d_11,11,2,42
5040,722,formula_even,,,
5040,723,formula_divisible_by_3,,,
5040,724,formula_even,,,
5040,725,general_key_d_3,3,4,8
5040,726,formula_even,,,
5040,727,formula_3_mod_4,,,
5040,728,formula_even,,,
5040,729,formula_divisible_by_3,,,
5040,730,formula_even,,,
5040,731,formula_3_mod_4,,,
5040,732,formula_even,,,
5040,733,general_key_d_3,3,4,8
5040,734,formula_even,,,
5040,735,formula_divisible_by_3,,,
5040,736,formula_even,,,
5040,737,general_key_d_7,7,4,24
5040,738,formula_even,,,
5040,739,formula_3_mod_4,,,
5040,740,formula_even,,,
5040,741,formula_divisible_by_3,,,
5040,742,formula_even,,,
5040,743,formula_3_mod_4,,,
5040,744,formula_even,,,
5040,745,general_key_d_3,3,2,10
5040,746,formula_even,,,
5040,747,formula_divisible_by_3,,,
5040,748,formula_even,,,
5040,749,general_key_d_3,3,4,8
5040,750,formula_even,,,
5040,751,formula_3_mod_4,,,
5040,752,formula_even,,,
5040,753,formula_divisible_by_3,,,
5040,754,formula_even,,,
5040,755,formula_3_mod_4,,,
5040,756,formula_even,,,
5040,757,general_key_d_3,3,4,8
5040,758,formula_even,,,
5040,759,formula_divisible_by_3,,,
5040,760,formula_even,,,
5040,761,general_key_d_7,7,4,24
5040,762,formula_even,,,
5040,763,formula_3_mod_4,,,
5040,764,formula_even,,,
5040,765,formula_divisible_by_3,,,
5040,766,formula_even,,,
5040,767,formula_3_mod_4,,,
5040,768,formula_even,,,
5040,769,general_key_d_15,15,4,56
5040,770,formula_even,,,
5040,771,formula_divisible_by_3,,,
5040,772,formula_even,,,
5040,773,general_key_d_3,3,4,8
5040,774,formula_even,,,
5040,775,formula_3_mod_4,,,
5040,776,formula_even,,,
5040,777,formula_divisible_by_3,,,
5040,778,formula_even,,,
5040,779,formula_3_mod_4,,,
5040,780,formula_even,,,
5040,781,general_key_d_3,3,4,8
5040,782,formula_even,,,
5040,783,formula_divisible_by_3,,,
5040,784,formula_even,,,
5040,785,general_key_d_7,7,4,24
5040,786,formula_even,,,
5040,787,formula_3_mod_4,,,
5040,788,formula_even,,,
5040,789,formula_divisible_by_3,,,
5040,790,formula_even,,,
5040,791,formula_3_mod_4,,,
5040,792,formula_even,,,
5040,793,general_key_d_7,7,8,20
5040,794,formula_even,,,
5040,795,formula_divisible_by_3,,,
5040,796,formula_even,,,
5040,797,general_key_d_3,3,4,8
5040,798,formula_even,,,
5040,799,formula_3_mod_4,,,
5040,800,formula_even,,,
5040,801,formula_divisible_by_3,,,
5040,802,formula_even,,,
5040,803,formula_3_mod_4,,,
5040,804,formula_even,,,
5040,805,general_key_d_3,3,4,8
5040,806,formula_even,,,
5040,807,formula_divisible_by_3,,,
5040,808,formula_even,,,
5040,809,general_key_d_7,7,4,24
5040,810,formula_even,,,
5040,811,formula_3_mod_4,,,
5040,812,formula_even,,,
5040,813,formula_divisible_by_3,,,
5040,814,formula_even,,,
5040,815,formula_3_mod_4,,,
5040,816,formula_even,,,
5040,817,general_key_d_3,3,2,10
5040,818,formula_even,,,
5040,819,formula_divisible_by_3,,,
5040,820,formula_even,,,
5040,821,general_key_d_3,3,4,8
5040,822,formula_even,,,
5040,823,formula_3_mod_4,,,
5040,824,formula_even,,,
5040,825,formula_divisible_by_3,,,
5040,826,formula_even,,,
5040,827,formula_3_mod_4,,,
5040,828,formula_even,,,
5040,829,general_key_d_3,3,4,8
5040,830,formula_even,,,
5040,831,formula_divisible_by_3,,,
5040,832,formula_even,,,
5040,833,general_key_d_7,7,4,24
5040,834,formula_even,,,
5040,835,formula_3_mod_4,,,
5040,836,formula_even,,,
5040,837,formula_divisible_by_3,,,
5040,838,formula_even,,,
5040,839,formula_3_mod_4,,,
5040,840,formula_even,,,
5040,842,formula_even,,,
5040,843,formula_divisible_by_3,,,
5040,844,formula_even,,,
5040,845,general_key_d_3,3,4,8
5040,846,formula_even,,,
5040,847,formula_3_mod_4,,,
5040,848,formula_even,,,
5040,849,formula_divisible_by_3,,,
5040,850,formula_even,,,
5040,851,formula_3_mod_4,,,
5040,852,formula_even,,,
5040,853,general_key_d_3,3,4,8
5040,854,formula_even,,,
5040,855,formula_divisible_by_3,,,
5040,856,formula_even,,,
5040,857,general_key_d_7,7,4,24
5040,858,formula_even,,,
5040,859,formula_3_mod_4,,,
5040,860,formula_even,,,
5040,861,formula_divisible_by_3,,,
5040,862,formula_even,,,
5040,863,formula_3_mod_4,,,
5040,864,formula_even,,,
5040,865,general_key_d_3,3,2,10
5040,866,formula_even,,,
5040,867,formula_divisible_by_3,,,
5040,868,formula_even,,,
5040,869,general_key_d_3,3,4,8
5040,870,formula_even,,,
5040,871,formula_3_mod_4,,,
5040,872,formula_even,,,
5040,873,formula_divisible_by_3,,,
5040,874,formula_even,,,
5040,875,formula_3_mod_4,,,
5040,876,formula_even,,,
5040,877,general_key_d_3,3,4,8
5040,878,formula_even,,,
5040,879,formula_divisible_by_3,,,
5040,880,formula_even,,,
5040,881,general_key_d_7,7,4,24
5040,882,formula_even,,,
5040,883,formula_3_mod_4,,,
5040,884,formula_even,,,
5040,885,formula_divisible_by_3,,,
5040,886,formula_even,,,
5040,887,formula_3_mod_4,,,
5040,888,formula_even,,,
5040,889,general_key_d_11,11,2,42
