modulus,residue,method,d,a,b
5040,890,formula_even,,,
5040,891,formula_divisible_by_3,,,
5040,892,formula_even,,,
5040,893,general_key_d_3,3,4,8
5040,894,formula_even,,,
5040,895,formula_3_mod_4,,,
5040,896,formula_even,,,
5040,897,formula_divisible_by_3,,,
5040,898,formula_even,,,
5040,899,formula_3_mod_4,,,
5040,900,formula_even,,,
5040,901,general_key_d_3,3,4,8
5040,902,formula_even,,,
5040,903,formula_divisible_by_3,,,
5040,904,formula_even,,,
5040,905,general_key_d_7,7,4,24
5040,906,formula_even,,,
5040,907,formula_3_mod_4,,,
5040,908,formula_even,,,
5040,909,formula_divisible_by_3,,,
5040,910,formula_even,,,
5040,911,formula_3_mod_4,,,
5040,912,formula_even,,,
5040,913,general_key_d_7,7,8,20
5040,914,formula_even,,,
5040,915,formula_divisible_by_3,,,
5040,916,formula_even,,,
5040,917,general_key_d_3,3,4,8
5040,918,formula_even,,,
5040,919,formula_3_mod_4,,,
5040,920,formula_even,,,
5040,921,formula_divisible_by_3,,,
5040,922,formula_even,,,
5040,923,formula_3_mod_4,,,
5040,924,formula_even,,,
5040,925,general_key_d_3,3,4,8
5040,926,formula_even,,,
5040,927,formula_divisible_by_3,,,
5040,928,formula_even,,,
5040,929,general_key_d_7,7,4,24
5040,930,formula_even,,,
5040,931,formula_3_mod_4,,,
5040,932,formula_even,,,
5040,933,formula_divisible_by_3,,,
5040,934,formula_even,,,
5040,935,formula_3_mod_4,,,
5040,936,formula_even,,,
5040,937,general_key_d_3,3,2,10
5040,938,formula_even,,,
5040,939,formula_divisible_by_3,,,
5040,940,formula_even,,,
5040,941,general_key_d_3,3,4,8
5040,942,formula_even,,,
5040,943,formula_3_mod_4,,,
5040,944,formula_even,,,
5040,945,formula_divisible_by_3,,,
5040,946,formula_even,,,
5040,947,formula_3_mod_4,,,
5040,948,formula_even,,,
5040,949,general_key_d_3,3,4,8
5040,950,formula_even,,,
5040,951,formula_divisible_by_3,,,
5040,952,formula_even,,,
5040,953,general_key_d_7,7,4,24
5040,954,formula_even,,,
5040,955,formula_3_mod_4,,,
5040,956,formula_even,,,
5040,957,formula_divisible_by_3,,,
5040,958,formula_even,,,
5040,959,formula_3_mod_4,,,
5040,960,formula_even,,,
5040,962,formula_even,,,
5040,963,formula_divisible_by_3,,,
5040,964,formula_even,,,
5040,965,general_key_d_3,3,4,8
5040,966,formula_even,,,
5040,967,formula_3_mod_4,,,
5040,968,formula_even,,,
5040,969,formula_divisible_by_3,,,
5040,970,formula_even,,,
5040,971,formula_3_mod_4,,,
5040,972,formula_even,,,
5040,973,general_key_d_3,3,4,8
5040,974,formula_even,,,
5040,975,formula_divisible_by_3,,,
5040,976,formula_even,,,
5040,977,general_key_d_7,7,4,24
5040,978,formula_even,,,
5040,979,formula_3_mod_4,,,
5040,980,formula_even,,,
5040,981,formula_divisible_by_3,,,
5040,982,formula_even,,,
5040,983,formula_3_mod_4,,,
5040,984,formula_even,,,
5040,985,general_key_d_3,3,2,10
5040,986,formula_even,,,
5040,987,formula_divisible_by_3,,,
5040,988,formula_even,,,
5040,989,general_key_d_3,3,4,8
5040,990,formula_even,,,
5040,991,formula_3_mod_4,,,
5040,992,formula_even,,,
5040,993,formula_divisible_by_3,,,
5040,994,formula_even,,,
5040,995,formula_3_mod_4,,,
5040,996,formula_even,,,
5040,997,general_key_d_3,3,4,8
5040,998,formula_even,,,
5040,999,formula_divisible_by_3,,,
5040,1000,formula_even,,,
5040,1001,general_key_d_7,7,4,24
5040,1002,formula_even,,,
5040,1003,formula_3_mod_4,,,
5040,1004,formula_even,,,
5040,1005,formula_divisible_by_3,,,
5040,1006,formula_even,,,
5040,1007,formula_3_mod_4,,,
5040,1008,formula_even,,,
5040,1010,formula_even,,,
5040,1011,formula_divisible_by_3,,,
5040,1012,formula_even,,,
5040,1013,general_key_d_3,3,4,8
5040,1014,formula_even,,,
5040,1015,formula_3_mod_4,,,
5040,1016,formula_even,,,
5040,1017,formula_divisible_by_3,,,
5040,1018,formula_even,,,
5040,1019,formula_3_mod_4,,,
5040,1020,formula_even,,,
5040,1021,general_key_d_3,3,4,8
5040,1022,formula_even,,,
5040,1023,formula_divisible_by_3,,,
5040,1024,formula_even,,,
5040,1025,general_key_d_7,7,4,24
5040,1026,formula_even,,,
5040,1027,formula_3_mod_4,,,
5040,1028,formula_even,,,
5040,1029,formula_divisible_by_3,,,
5040,1030,formula_even,,,
5040,1031,formula_3_mod_4,,,
5040,1032,formula_even,,,
5040,1033,general_key_d_7,7,8,20
5040,1034,formula_even,,,
5040,1035,formula_divisible_by_3,,,
5040,1036,formula_even,,,
5040,1037,general_key_d_3,3,4,8
5040,1038,formula_even,,,
5040,1039,formula_3_mod_4,,,
5040,1040,formula_even,,,
5040,1041,formula_divisible_by_3,,,
5040,1042,formula_even,,,
5040,1043,formula_3_mod_4,,,
5040,1044,formula_even,,,
5040,1045,general_key_d_3,3,4,8
5040,1046,formula_even,,,
5040,1047,formula_divisible_by_3,,,
5040,1048,formula_even,,,
5040,1049,general_key_d_7,7,4,24
5040,1050,formula_even,,,
5040,1051,formula_3_mod_4,,,
5040,1052,formula_even,,,
5040,1053,formula_divisible_by_3,,,
5040,1054,formula_even,,,
5040,1055,formula_3_mod_4,,,
5040,1056,formula_even,,,
5040,1057,general_key_d_3,3,2,10
5040,1058,formula_even,,,
5040,1059,formula_divisible_by_3,,,
5040,1060,formula_even,,,
5040,1061,general_key_d_3,3,4,8
5040,1062,formula_even,,,
5040,1063,formula_3_mod_4,,,
5040,1064,formula_even,,,
5040,1065,formula_divisible_by_3,,,
5040,1066,formula_even,,,
5040,1067,formula_3_mod_4,,,
5040,1068,formula_even,,,
5040,1069,general_key_d_3,3,4,8
5040,1070,formula_even,,,
5040,1071,formula_divisible_by_3,,,
5040,1072,formula_even,,,
5040,1073,general_key_d_7,7,4,24
5040,1074,formula_even,,,
5040,1075,formula_3_mod_4,,,
5040,1076,formula_even,,,
5040,1077,formula_divisible_by_3,,,
5040,1078,formula_even,,,
5040,1079,formula_3_mod_4,,,
5040,1080,formula_even,,,
5040,1081,general_key_d_11,11,2,42
5040,1082,formula_even,,,
5040,1083,formula_divisible_by_3,,,
5040,1084,formula_even,,,
5040,1085,general_key_d_3,3,4,8
5040,1086,formula_even,,,
5040,1087,formula_3_mod_4,,,
5040,1088,formula_even,,,
5040,1089,formula_divisible_by_3,,,
5040,1090,formula_even,,,
5040,1091,formula_3_mod_4,,,
5040,1092,formula_even,,,
5040,1093,general_key_d_3,3,4,8
5040,1094,formula_even,,,
5040,1095,formula_divisible_by_3,,,
5040,1096,formula_even,,,
5040,1097,general_key_d_7,7,4,24
5040,1098,formula_even,,,
5040,1099,formula_3_mod_4,,,
5040,1100,formula_even,,,
5040,1101,formula_divisible_by_3,,,
5040,1102,formula_even,,,
5040,1103,formula_3_mod_4,,,
5040,1104,formula_even,,,
5040,1105,general_key_d_3,3,2,10
5040,1106,formula_even,,,
5040,1107,formula_divisible_by_3,,,
5040,1108,formula_even,,,
5040,1109,general_key_d_3,3,4,8
5040,1110,formula_even,,,
5040,1111,formula_3_mod_4,,,
5040,1112,formula_even,,,
5040,1113,formula_divisible_by_3,,,
5040,1114,formula_even,,,
5040,1115,formula_3_mod_4,,,
5040,1116,formula_even,,,
5040,1117,general_key_d_3,3,4,8
5040,1118,formula_even,,,
5040,1119,formula_divisible_by_3,,,
5040,1120,formula_even,,,
5040,1121,general_key_d_7,7,4,24
5040,1122,formula_even,,,
5040,1123,formula_3_mod_4,,,
5040,1124,formula_even,,,
5040,1125,formula_divisible_by_3,,,
5040,1126,formula_even,,,
5040,1127,formula_3_mod_4,,,
5040,1128,formula_even,,,
5040,1130,formula_even,,,
5040,1131,formula_divisible_by_3,,,
5040,1132,formula_even,,,
5040,1133,general_key_d_3,3,4,8
5040,1134,formula_even,,,
5040,1135,formula_3_mod_4,,,
5040,1136,formula_even,,,
5040,1137,formula_divisible_by_3,,,
5040,1138,formula_even,,,
5040,1139,formula_3_mod_4,,,
5040,1140,formula_even,,,
5040,1141,general_key_d_3,3,4,8
5040,1142,formula_even,,,
5040,1143,formula_divisible_by_3,,,
5040,1144,formula_even,,,
5040,1145,general_key_d_7,7,4,24
5040,1146,formula_even,,,
5040,1147,formula_3_mod_4,,,
5040,1148,formula_even,,,
5040,1149,formula_divisible_by_3,,,
5040,1150,formula_even,,,
5040,1151,formula_3_mod_4,,,
5040,1152,formula_even,,,
5040,1153,general_key_d_7,7,8,20
5040,1154,formula_even,,,
5040,1155,formula_divisible_by_3,,,
5040,1156,formula_even,,,
5040,1157,general_key_d_3,3,4,8
5040,1158,formula_even,,,
5040,1159,formula_3_mod_4,,,
5040,1160,formula_even,,,
5040,1161,formula_divisible_by_3,,,
5040,1162,formula_even,,,
5040,1163,formula_3_mod_4,,,
5040,1164,formula_even,,,
5040,1165,general_key_d_3,3,4,8
5040,1166,formula_even,,,
5040,1167,formula_divisible_by_3,,,
5040,1168,formula_even,,,
5040,1169,general_key_d_7,7,4,24
5040,1170,formula_even,,,
5040,1171,formula_3_mod_4,,,
5040,1172,formula_even,,,
5040,1173,formula_divisible_by_3,,,
5040,1174,formula_even,,,
5040,1175,formula_3_mod_4,,,
5040,1176,formula_even,,,
5040,1177,general_key_d_3,3,2,10
5040,1178,formula_even,,,
5040,1179,formula_divisible_by_3,,,
5040,1180,formula_even,,,
5040,1181,general_key_d_3,3,4,8
5040,1182,formula_even,,,
5040,1183,formula_3_mod_4,,,
5040,1184,formula_even,,,
5040,1185,formula_divisible_by_3,,,
5040,1186,formula_even,,,
5040,1187,formula_3_mod_4,,,
5040,1188,formula_even,,,
5040,1189,general_key_d_3,3,4,8
5040,1190,formula_even,,,
5040,1191,formula_divisible_by_3,,,
5040,1192,formula_even,,,
5040,1193,general_key_d_7,7,4,24
5040,1194,formula_even,,,
5040,1195,formula_3_mod_4,,,
5040,1196,formula_even,,,
5040,1197,formula_divisible_by_3,,,
5040,1198,formula_even,,,
5040,1199,formula_3_mod_4,,,
5040,1200,formula_even,,,
5040,1202,formula_even,,,
5040,1203,formula_divisible_by_3,,,
5040,1204,formula_even,,,
5040,1205,general_key_d_3,3,4,8
5040,1206,formula_even,,,
5040,1207,formula_3_mod_4,,,
5040,1208,formula_even,,,
5040,1209,formula_divisible_by_3,,,
5040,1210,formula_even,,,
5040,1211,formula_3_mod_4,,,
5040,1212,formula_even,,,
5040,1213,general_key_d_3,3,4,8
5040,1214,formula_even,,,
5040,1215,formula_divisible_by_3,,,
5040,1216,formula_even,,,
5040,1217,general_key_d_7,7,4,24
5040,1218,formula_even,,,
5040,1219,formula_3_mod_4,,,
5040,1220,formula_even,,,
5040,1221,formula_divisible_by_3,,,
5040,1222,formula_even,,,
5040,1223,formula_3_mod_4,,,
5040,1224,formula_even,,,
5040,1225,general_key_d_3,3,2,10
5040,1226,formula_even,,,
5040,1227,formula_divisible_by_3,,,
5040,1228,formula_even,,,
5040,1229,general_key_d_3,3,4,8
5040,1230,formula_even,,,
5040,1231,formula_3_mod_4,,,
5040,1232,formula_even,,,
5040,1233,formula_divisible_by_3,,,
5040,1234,formula_even,,,
5040,1235,formula_3_mod_4,,,
5040,1236,formula_even,,,
5040,1237,general_key_d_3,3,4,8
5040,1238,formula_even,,,
5040,1239,formula_divisible_by_3,,,
5040,1240,formula_even,,,
5040,1241,general_key_d_7,7,4,24
5040,1242,formula_even,,,
5040,1243,formula_3_mod_4,,,
5040,1244,formula_even,,,
5040,1245,formula_divisible_by_3,,,
5040,1246,formula_even,,,
5040,1247,formula_3_mod_4,,,
5040,1248,formula_even,,,
5040,1249,general_key_d_11,11,2,42
5040,1250,formula_even,,,
5040,1251,formula_divisible_by_3,,,
5040,1252,formula_even,,,
5040,1253,general_key_d_3,3,4,8
5040,1254,formula_even,,,
5040,1255,formula_3_mod_4,,,
5040,1256,formula_even,,,
5040,1257,formula_divisible_by_3,,,
5040,1258,formula_even,,,
5040,1259,formula_3_mod_4,,,
5040,1260,formula_even,,,
5040,1261,general_key_d_3,3,4,8
5040,1262,formula_even,,,
5040,1263,formula_divisible_by_3,,,
5040,1264,formula_even,,,
5040,1265,general_key_d_7,7,4,24
5040,1266,formula_even,,,
5040,1267,formula_3_mod_4,,,
5040,1268,formula_even,,,
5040,1269,formula_divisible_by_3,,,
5040,1270,formula_even,,,
5040,1271,formula_3_mod_4,,,
5040,1272,formula_even,,,
5040,1273,general_key_d_7,7,8,20
5040,1274,formula_even,,,
5040,1275,formula_divisible_by_3,,,
5040,1276,formula_even,,,
5040,1277,general_key_d_3,3,4,8
5040,1278,formula_even,,,
5040,1279,formula_3_mod_4,,,
5040,1280,formula_even,,,
5040,1281,formula_divisible_by_3,,,
5040,1282,formula_even,,,
5040,1283,formula_3_mod_4,,,
5040,1284,formula_even,,,
5040,1285,general_key_d_3,3,4,8
5040,1286,formula_even,,,
5040,1287,formula_divisible_by_3,,,
5040,1288,formula_even,,,
5040,1289,general_key_d_7,7,4,24
5040,1290,formula_even,,,
5040,1291,formula_3_mod_4,,,
5040,1292,formula_even,,,
5040,1293,formula_divisible_by_3,,,
5040,1294,formula_even,,,
5040,1295,formula_3_mod_4,,,
5040,1296,formula_even,,,
5040,1297,general_key_d_3,3,2,10
5040,1298,formula_even,,,
5040,1299,formula_divisible_by_3,,,
5040,1300,formula_even,,,
5040,1301,general_key_d_3,3,4,8
5040,1302,formula_even,,,
5040,1303,formula_3_mod_4,,,
5040,1304,formula_even,,,
5040,1305,formula_divisible_by_3,,,
5040,1306,formula_even,,,
5040,1307,formula_3_mod_4,,,
5040,1308,formula_even,,,
5040,1309,general_key_d_3,3,4,8
5040,1310,formula_even,,,
5040,1311,formula_divisible_by_3,,,
5040,1312,formula_even,,,
5040,1313,general_key_d_7,7,4,24
5040,1314,formula_even,,,
5040,1315,formula_3_mod_4,,,
5040,1316,formula_even,,,
5040,1317,formula_divisible_by_3,,,
5040,1318,formula_even,,,
5040,1319,formula_3_mod_4,,,
5040,1320,formula_even,,,
5040,1321,general_key_d_23,23,8,84
5040,1322,formula_even,,,
5040,1323,formula_divisible_by_3,,,
5040,1324,formula_even,,,
5040,1325,general_key_d_3,3,4,8
5040,1326,formula_even,,,
5040,1327,formula_3_mod_4,,,
5040,1328,formula_even,,,
5040,1329,formula_divisible_by_3,,,
5040,1330,formula_even,,,
5040,1331,formula_3_mod_4,,,
5040,1332,formula_even,,,
5040,1333,general_key_d_3,3,4,8
5040,1334,formula_even,,,
5040,1335,formula_divisible_by_3,,,
5040,1336,formula_even,,,
5040,1337,general_key_d_7,7,4,24
5040,1338,formula_even,,,
5040,1339,formula_3_mod_4,,,
5040,1340,formula_even,,,
5040,1341,formula_divisible_by_3,,,
5040,1342,formula_even,,,
5040,1343,formula_3_mod_4,,,
5040,1344,formula_even,,,
5040,1345,general_key_d_3,3,2,10
5040,1346,formula_even,,,
5040,1347,formula_divisible_by_3,,,
5040,1348,formula_even,,,
5040,1349,general_key_d_3,3,4,8
5040,1350,formula_even,,,
5040,1351,formula_3_mod_4,,,
5040,1352,formula_even,,,
5040,1353,formula_divisible_by_3,,,
5040,1354,formula_even,,,
5040,1355,formula_3_mod_4,,,
5040,1356,formula_even,,,
5040,1357,general_key_d_3,3,4,8
5040,1358,formula_even,,,
5040,1359,formula_divisible_by_3,,,
5040,1360,formula_even,,,
5040,1361,general_key_d_7,7,4,24
5040,1362,formula_even,,,
5040,1363,formula_3_mod_4,,,
5040,1364,formula_even,,,
5040,1365,formula_divisible_by_3,,,
5040,1366,formula_even,,,
5040,1367,formula_3_mod_4,,,
5040,1368,formula_even,,,
5040,1370,formula_even,,,
5040,1371,formula_divisible_by_3,,,
5040,1372,formula_even,,,
5040,1373,general_key_d_3,3,4,8
5040,1374,formula_even,,,
5040,1375,formula_3_mod_4,,,
5040,1376,formula_even,,,
5040,1377,formula_divisible_by_3,,,
5040,1378,formula_even,,,
5040,1379,formula_3_mod_4,,,
5040,1380,formula_even,,,
5040,1381,general_key_d_3,3,4,8
5040,1382,formula_even,,,
5040,1383,formula_divisible_by_3,,,
5040,1384,formula_even,,,
5040,1385,general_key_d_7,7,4,24
5040,1386,formula_even,,,
5040,1387,formula_3_mod_4,,,
5040,1388,formula_even,,,
5040,1389,formula_divisible_by_3,,,
5040,1390,formula_even,,,
5040,1391,formula_3_mod_4,,,
5040,1392,formula_even,,,
5040,1393,general_key_d_7,7,8,20
5040,1394,formula_even,,,
5040,1395,formula_divisible_by_3,,,
5040,1396,formula_even,,,
5040,1397,general_key_d_3,3,4,8
5040,1398,formula_even,,,
5040,1399,formula_3_mod_4,,,
5040,1400,formula_even,,,
5040,1401,formula_divisible_by_3,,,
5040,1402,formula_even,,,
5040,1403,formula_3_mod_4,,,
5040,1404,formula_even,,,
5040,1405,general_key_d_3,3,4,8
5040,1406,formula_even,,,
5040,1407,formula_divisible_by_3,,,
5040,1408,formula_even,,,
5040,1409,general_key_d_7,7,4,24
5040,1410,formula_even,,,
5040,1411,formula_3_mod_4,,,
5040,1412,formula_even,,,
5040,1413,formula_divisible_by_3,,,
5040,1414,formula_even,,,
5040,1415,formula_3_mod_4,,,
5040,1416,formula_even,,,
5040,1417,general_key_d_3,3,2,10
5040,1418,formula_even,,,
5040,1419,formula_divisible_by_3,,,
5040,1420,formula_even,,,
5040,1421,general_key_d_3,3,4,8
5040,1422,formula_even,,,
5040,1423,formula_3_mod_4,,,
5040,1424,formula_even,,,
5040,1425,formula_divisible_by_3,,,
5040,1426,formula_even,,,
5040,1427,formula_3_mod_4,,,
5040,1428,formula_even,,,
5040,1429,general_key_d_3,3,4,8
5040,1430,formula_even,,,
5040,1431,formula_divisible_by_3,,,
5040,1432,formula_even,,,
5040,1433,general_key_d_7,7,4,24
5040,1434,formula_even,,,
5040,1435,formula_3_mod_4,,,
5040,1436,formula_even,,,
5040,1437,formula_divisible_by_3,,,
5040,1438,formula_even,,,
5040,1439,formula_3_mod_4,,,
5040,1440,formula_even,,,
5040,1441,general_key_d_15,15,4,56
5040,1442,formula_even,,,
5040,1443,formula_divisible_by_3,,,
5040,1444,formula_even,,,
5040,1445,general_key_d_3,3,4,8
5040,1446,formula_even,,,
5040,1447,formula_3_mod_4,,,
5040,1448,formula_even,,,
5040,1449,formula_divisible_by_3,,,
5040,1450,formula_even,,,
5040,1451,formula_3_mod_4,,,
5040,1452,formula_even,,,
5040,1453,general_key_d_3,3,4,8
5040,1454,formula_even,,,
5040,1455,formula_divisible_by_3,,,
5040,1456,formula_even,,,
5040,1457,general_key_d_7,7,4,24
5040,1458,formula_even,,,
5040,1459,formula_3_mod_4,,,
5040,1460,formula_even,,,
5040,1461,formula_divisible_by_3,,,
5040,1462,formula_even,,,
5040,1463,formula_3_mod_4,,,
5040,1464,formula_even,,,
5040,1465,general_key_d_3,3,2,10
5040,1466,formula_even,,,
5040,1467,formula_divisible_by_3,,,
5040,1468,formula_even,,,
5040,1469,general_key_d_3,3,4,8
5040,1470,formula_even,,,
5040,1471,formula_3_mod_4,,,
5040,1472,formula_even,,,
5040,1473,formula_divisible_by_3,,,
5040,1474,formula_even,,,
5040,1475,formula_3_mod_4,,,
5040,1476,formula_even,,,
5040,1477,general_key_d_3,3,4,8
5040,1478,formula_even,,,
5040,1479,formula_divisible_by_3,,,
5040,1480,formula_even,,,
5040,1481,general_key_d_7,7,4,24
5040,1482,formula_even,,,
5040,1483,formula_3_mod_4,,,
5040,1484,formula_even,,,
5040,1485,formula_divisible_by_3,,,
5040,1486,formula_even,,,
5040,1487,formula_3_mod_4,,,
5040,1488,formula_even,,,
5040,1489,general_key_d_23,23,8,84
5040,1490,formula_even,,,
5040,1491,formula_divisible_by_3,,,
5040,1492,formula_even,,,
5040,1493,general_key_d_3,3,4,8
5040,1494,formula_even,,,
5040,1495,formula_3_mod_4,,,
5040,1496,formula_even,,,
5040,1497,formula_divisible_by_3,,,
5040,1498,formula_even,,,
5040,1499,formula_3_mod_4,,,
5040,1500,formula_even,,,
5040,1501,general_key_d_3,3,4,8
5040,1502,formula_even,,,
5040,1503,formula_divisible_by_3,,,
5040,1504,formula_even,,,
5040,1505,general_key_d_7,7,4,24
5040,1506,formula_even,,,
5040,1507,formula_3_mod_4,,,
5040,1508,formula_even,,,
5040,1509,formula_divisible_by_3,,,
5040,1510,formula_even,,,
5040,1511,formula_3_mod_4,,,
5040,1512,formula_even,,,
5040,1513,general_key_d_7,7,8,20
5040,1514,formula_even,,,
5040,1515,formula_divisible_by_3,,,
5040,1516,formula_even,,,
5040,1517,general_key_d_3,3,4,8
5040,1518,formula_even,,,
5040,1519,formula_3_mod_4,,,
5040,1520,formula_even,,,
5040,1521,formula_divisible_by_3,,,
5040,1522,formula_even,,,
5040,1523,formula_3_mod_4,,,
5040,1524,formula_even,,,
5040,1525,general_key_d_3,3,4,8
5040,1526,formula_even,,,
5040,1527,formula_divisible_by_3,,,
5040,1528,formula_even,,,
5040,1529,general_key_d_7,7,4,24
5040,1530,formula_even,,,
5040,1531,formula_3_mod_4,,,
5040,1532,formula_even,,,
5040,1533,formula_divisible_by_3,,,
5040,1534,formula_even,,,
5040,1535,formula_3_mod_4,,,
5040,1536,formula_even,,,
5040,1537,general_key_d_3,3,2,10
5040,1538,formula_even,,,
5040,1539,formula_divisible_by_3,,,
5040,1540,formula_even,,,
5040,1541,general_key_d_3,3,4,8
5040,1542,formula_even,,,
5040,1543,formula_3_mod_4,,,
5040,1544,formula_even,,,
5040,1545,formula_divisible_by_3,,,
5040,1546,formula_even,,,
5040,1547,formula_3_mod_4,,,
5040,1548,formula_even,,,
5040,1549,general_key_d_3,3,4,8
5040,1550,formula_even,,,
5040,1551,formula_divisible_by_3,,,
5040,1552,formula_even,,,
5040,1553,general_key_d_7,7,4,24
5040,1554,formula_even,,,
5040,1555,formula_3_mod_4,,,
5040,1556,formula_even,,,
5040,1557,formula_divisible_by_3,,,
5040,1558,formula_even,,,
5040,1559,formula_3_mod_4,,,
5040,1560,formula_even,,,
5040,1561,general_key_d_11,11,2,42
5040,1562,formula_even,,,
5040,1563,formula_divisible_by_3,,,
5040,1564,formula_even,,,
5040,1565,general_key_d_3,3,4,8
5040,1566,formula_even,,,
5040,1567,formula_3_mod_4,,,
5040,1568,formula_even,,,
5040,1569,formula_divisible_by_3,,,
5040,1570,formula_even,,,
5040,1571,formula_3_mod_4,,,
5040,1572,formula_even,,,
5040,1573,general_key_d_3,3,4,8
5040,1574,formula_even,,,
5040,1575,formula_divisible_by_3,,,
5040,1576,formula_even,,,
5040,1577,general_key_d_7,7,4,24
5040,1578,formula_even,,,
5040,1579,formula_3_mod_4,,,
5040,1580,formula_even,,,
5040,1581,formula_divisible_by_3,,,
5040,1582,formula_even,,,
5040,1583,formula_3_mod_4,,,
5040,1584,formula_even,,,
5040,1585,general_key_d_3,3,2,10
5040,1586,formula_even,,,
5040,1587,formula_divisible_by_3,,,
5040,1588,formula_even,,,
5040,1589,general_key_d_3,3,4,8
5040,1590,formula_even,,,
5040,1591,formula_3_mod_4,,,
5040,1592,formula_even,,,
5040,1593,formula_divisible_by_3,,,
5040,1594,formula_even,,,
5040,1595,formula_3_mod_4,,,
5040,1596,formula_even,,,
5040,1597,general_key_d_3,3,4,8
5040,1598,formula_even,,,
5040,1599,formula_divisible_by_3,,,
5040,1600,formula_even,,,
5040,1601,general_key_d_7,7,4,24
5040,1602,formula_even,,,
5040,1603,formula_3_mod_4,,,
5040,1604,formula_even,,,
5040,1605,formula_divisible_by_3,,,
5040,1606,formula_even,,,
5040,1607,formula_3_mod_4,,,
5040,1608,formula_even,,,
5040,1609,general_key_d_15,15,4,56
5040,1610,formula_even,,,
5040,1611,formula_divisible_by_3,,,
5040,1612,formula_even,,,
5040,1613,general_key_d_3,3,4,8
5040,1614,formula_even,,,
5040,1615,formula_3_mod_4,,,
5040,1616,formula_even,,,
5040,1617,formula_divisible_by_3,,,
5040,1618,formula_even,,,
5040,1619,formula_3_mod_4,,,
5040,1620,formula_even,,,
5040,1621,general_key_d_3,3,4,8
5040,1622,formula_even,,,
5040,1623,formula_divisible_by_3,,,
5040,1624,formula_even,,,
5040,1625,general_key_d_7,7,4,24
5040,1626,formula_even,,,
5040,1627,formula_3_mod_4,,,
5040,1628,formula_even,,,
5040,1629,formula_divisible_by_3,,,
5040,1630,formula_even,,,
5040,1631,formula_3_mod_4,,,
5040,1632,formula_even,,,
5040,1633,general_key_d_7,7,8,20
5040,1634,formula_even,,,
5040,1635,formula_divisible_by_3,,,
5040,1636,formula_even,,,
5040,1637,general_key_d_3,3,4,8
5040,1638,formula_even,,,
5040,1639,formula_3_mod_4,,,
5040,1640,formula_even,,,
5040,1641,formula_divisible_by_3,,,
5040,1642,formula_even,,,
5040,1643,formula_3_mod_4,,,
5040,1644,formula_even,,,
5040,1645,general_key_d_3,3,4,8
5040,1646,formula_even,,,
5040,1647,formula_divisible_by_3,,,
5040,1648,formula_even,,,
5040,1649,general_key_d_7,7,4,24
5040,1650,formula_even,,,
5040,1651,formula_3_mod_4,,,
5040,1652,formula_even,,,
5040,1653,formula_divisible_by_3,,,
5040,1654,formula_even,,,
5040,1655,formula_3_mod_4,,,
5040,1656,formula_even,,,
5040,1657,general_key_d_3,3,2,10
5040,1658,formula_even,,,
5040,1659,formula_divisible_by_3,,,
5040,1660,formula_even,,,
5040,1661,general_key_d_3,3,4,8
5040,1662,formula_even,,,
5040,1663,formula_3_mod_4,,,
5040,1664,formula_even,,,
5040,1665,formula_divisible_by_3,,,
5040,1666,formula_even,,,
5040,1667,formula_3_mod_4,,,
5040,1668,formula_even,,,
5040,1669,general_key_d_3,3,4,8
5040,1670,formula_even,,,
5040,1671,formula_divisible_by_3,,,
5040,1672,formula_even,,,
5040,1673,general_key_d_7,7,4,24
5040,1674,formula_even,,,
5040,1675,formula_3_mod_4,,,
5040,1676,formula_even,,,
5040,1677,formula_divisible_by_3,,,
5040,1678,formula_even,,,
5040,1679,formula_3_mod_4,,,
5040,1680,formula_even,,,
5040,1682,formula_even,,,
5040,1683,formula_divisible_by_3,,,
5040,1684,formula_even,,,
5040,1685,general_key_d_3,3,4,8
5040,1686,formula_even,,,
5040,1687,formula_3_mod_4,,,
5040,1688,formula_even,,,
5040,1689,formula_divisible_by_3,,,
5040,1690,formula_even,,,
5040,1691,formula_3_mod_4,,,
5040,1692,formula_even,,,
5040,1693,general_key_d_3,3,4,8
5040,1694,formula_even,,,
5040,1695,formula_divisible_by_3,,,
5040,1696,formula_even,,,
5040,1697,general_key_d_7,7,4,24
5040,1698,formula_even,,,
5040,1699,formula_3_mod_4,,,
5040,1700,formula_even,,,
5040,1701,formula_divisible_by_3,,,
5040,1702,formula_even,,,
5040,1703,formula_3_mod_4,,,
5040,1704,formula_even,,,
5040,1705,general_key_d_3,3,2,10
5040,1706,formula_even,,,
5040,1707,formula_divisible_by_3,,,
5040,1708,formula_even,,,
5040,1709,general_key_d_3,3,4,8
5040,1710,formula_even,,,
5040,1711,formula_3_mod_4,,,
5040,1712,formula_even,,,
5040,1713,formula_divisible_by_3,,,
5040,1714,formula_even,,,
5040,1715,formula_3_mod_4,,,
5040,1716,formula_even,,,
5040,1717,general_key_d_3,3,4,8
5040,1718,formula_even,,,
5040,1719,formula_divisible_by_3,,,
5040,1720,formula_even,,,
5040,1721,general_key_d_7,7,4,24
5040,1722,formula_even,,,
5040,1723,formula_3_mod_4,,,
5040,1724,formula_even,,,
5040,1725,formula_divisible_by_3,,,
5040,1726,formula_even,,,
5040,1727,formula_3_mod_4,,,
5040,1728,formula_even,,,
5040,1729,general_key_d_11,11,2,42
5040,1730,formula_even,,,
5040,1731,formula_divisible_by_3,,,
5040,1732,formula_even,,,
5040,1733,general_key_d_3,3,4,8
