focus_r,total_classes,fully_covered_classes,partially_covered_classes,uncovered_classes,unknown_fullness_classes,selected_rules,symbolic_remainders,candidate_rules_evaluated,validation_failures,verdict
289,61634,671,60963,0,0,30,60963,84,0,not proved yet
